date,location,opponent,result,score,team_score,opp_score,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Apr 20,away,Tyler,L,3-1,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Angelina,angelinacollege,tylermccuistion2j1f,Tyler McCuistion
Apr 20,away,Tyler,L,9-1,9.0,9.0,0.0,0.0,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,,0.0,2022,2021-22,div1,Angelina,angelinacollege,tylermccuistion2j1f,Tyler McCuistion
Apr 23,home,Panola,L,14-13,14.0,14.0,2.0,1.0,1.0,,,,0.0,1.0,,,,,,,1.0,0.0,,,,,3.0,2022,2021-22,div1,Angelina,angelinacollege,tylermccuistion2j1f,Tyler McCuistion
Apr 23,home,Panola,W,12-2,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Angelina,angelinacollege,tylermccuistion2j1f,Tyler McCuistion
Apr 27,away,Northeast Texas,L,4-3,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Angelina,angelinacollege,tylermccuistion2j1f,Tyler McCuistion
Apr 27,away,Northeast Texas,L,8-7,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Angelina,angelinacollege,tylermccuistion2j1f,Tyler McCuistion
May 2,home,Temple,L,13-8,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Angelina,angelinacollege,tylermccuistion2j1f,Tyler McCuistion
May 13,home,vs. Angelina College Graduation,,,,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Angelina,angelinacollege,tylermccuistion2j1f,Tyler McCuistion
May 14,home,vs. Angelina College Graduation,,,,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Angelina,angelinacollege,tylermccuistion2j1f,Tyler McCuistion
May 14,home,vs. Angelina College Graduation,,,,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Angelina,angelinacollege,tylermccuistion2j1f,Tyler McCuistion
May 14,home,vs. Angelina College Graduation,,,,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Angelina,angelinacollege,tylermccuistion2j1f,Tyler McCuistion
May 14,home,vs. Angelina College Graduation,,,,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Angelina,angelinacollege,tylermccuistion2j1f,Tyler McCuistion
Sep 17  #,home,vs. Snead State,W,1-0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Calhoun,calhouncommunitycollege,samslaughteroj7x,Sam Slaughter
Oct 8  #,home,vs. Snead State,,,,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Calhoun,calhouncommunitycollege,samslaughteroj7x,Sam Slaughter
Oct 15  #,home,vs. Shelton State,,,,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Calhoun,calhouncommunitycollege,samslaughteroj7x,Sam Slaughter
Feb 6,away,Lurleen B. Wallace,L,4-1,4.0,4.0,3.0,0.0,1.0,,,,0.0,,,,,,,1.0,1.0,0.0,,1.0,2.0,0.5,4.0,2022,2021-22,div1,Calhoun,calhouncommunitycollege,samslaughteroj7x,Sam Slaughter
Feb 6,away,Lurleen B. Wallace,W,2-0,2.0,2.0,3.0,0.0,1.0,,,,0.0,1.0,1.0,1.0,,,,,1.0,0.0,,1.0,,,4.0,2022,2021-22,div1,Calhoun,calhouncommunitycollege,samslaughteroj7x,Sam Slaughter
Feb 11,home,Volunteer State,L,17-7,17.0,17.0,3.0,2.0,1.0,,,,0.0,1.0,1.0,,,,,,1.0,0.0,,,1.0,,4.0,2022,2021-22,div1,Calhoun,calhouncommunitycollege,samslaughteroj7x,Sam Slaughter
Feb 11,home,Volunteer State,W,7-4,7.0,7.0,2.0,1.0,0.0,,,,0.0,1.0,,,,,,,0.0,0.0,,1.0,1.0,1.0,3.0,2022,2021-22,div1,Calhoun,calhouncommunitycollege,samslaughteroj7x,Sam Slaughter
