season,njcaa_division,team,team_id,location,opponent,result,score,game_id,G,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI
2016,div1,ASA New York,asabrooklynavengers,home,Bronx,W,14-8,20160309_25ev,15,1.0,1.0,0.0,0.0,1.0,5.0,8.0,7.0,0.875,7.0,14.0
2016,div1,ASA New York,asabrooklynavengers,home,Delta,W,10-6,20160305_3a5o,16,1.0,1.0,0.0,0.0,1.0,12.0,6.0,6.0,1.0,3.0,2.0
2016,div1,ASA New York,asabrooklynavengers,home,Dutchess,W,3-2,20160312_8wfk,13,1.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,5.0,8.0
2016,div1,ASA New York,asabrooklynavengers,home,Dutchess,W,5-1,20160312_m1zr,11,1.0,1.0,0.0,1.0,0.5,5.0,1.0,1.0,1.0,4.0,6.0
2016,div1,ASA New York,asabrooklynavengers,home,Dutchess,W,9-6,20160331_wlj0,15,1.0,1.0,0.0,1.0,0.5,7.0,6.0,3.0,0.5,9.0,6.0
2016,div1,ASA New York,asabrooklynavengers,home,Frederick,L,14-8,20160228_e1vi,11,1.0,0.0,1.0,0.0,1.0,12.0,14.0,11.0,0.786,7.0,5.0
2016,div1,ASA New York,asabrooklynavengers,home,Frederick,W,11-10,20160301_oga8,15,1.0,1.0,0.0,1.0,0.5,7.0,10.0,7.0,0.7,13.0,10.0
2016,div1,ASA New York,asabrooklynavengers,home,Frederick,W,11-7,20160228_1sp8,15,1.0,1.0,0.0,0.0,1.0,5.0,7.0,4.0,0.571,5.0,13.0
2016,div1,ASA New York,asabrooklynavengers,home,Globe Tech,L,15-14,20160424_e7vj,14,1.0,0.0,1.0,0.0,1.0,14.0,15.0,13.0,0.867,9.0,8.0
2016,div1,ASA New York,asabrooklynavengers,home,Globe Tech,L,18-13,20160423_lqn2,14,1.0,0.0,1.0,0.0,1.0,15.0,18.0,13.0,0.722,7.0,7.0
2016,div1,ASA New York,asabrooklynavengers,home,Globe Tech,L,8-6,20160424_kcbu,11,1.0,0.0,1.0,0.0,1.0,9.0,8.0,2.0,0.25,2.0,5.0
2016,div1,ASA New York,asabrooklynavengers,home,Globe Tech,W,12-4,20160422_ye4a,16,1.0,1.0,0.0,0.0,1.0,6.0,4.0,3.0,0.75,9.0,9.0
2016,div1,ASA New York,asabrooklynavengers,home,Globe Tech,W,20-9,20160423_uadf,16,1.0,1.0,0.0,0.0,1.0,8.0,9.0,9.0,1.0,2.0,7.0
2016,div1,ASA New York,asabrooklynavengers,home,Globe Tech,W,5-4,20160515_4jtv,13,1.0,1.0,0.0,1.0,0.5,5.0,4.0,3.0,0.75,6.0,6.0
2016,div1,ASA New York,asabrooklynavengers,home,Globe Tech,W,9-8,20160514_wfxh,17,1.0,1.0,0.0,1.0,0.5,12.0,8.0,7.0,0.875,8.0,5.0
2016,div1,ASA New York,asabrooklynavengers,home,Jackson,L,7-0,20160227_71v6,12,1.0,0.0,1.0,0.0,1.0,5.0,7.0,4.0,0.571,2.0,4.0
2016,div1,ASA New York,asabrooklynavengers,home,Jackson,W,4-1,20160227_fflr,12,1.0,1.0,0.0,1.0,0.5,6.0,1.0,1.0,1.0,3.0,9.0
