season,njcaa_division,team,team_id,location,opponent,result,score,game_id,G,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI
2018,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,South Georgia State,W,12-11,20180320_imvb,14,1.0,1.0,0.0,0.0,1.0,15.0,11.0,8.0,0.727,2.0,4.0
2018,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,South Georgia State,W,4-1,20180323_ybhz,11,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,3.0
2018,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,South Georgia State,W,5-1,20180511_a29o,12,1.0,1.0,0.0,0.0,1.0,5.0,1.0,1.0,1.0,2.0,6.0
2018,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,South Georgia State,W,5-3,20180331_xmkt,11,1.0,1.0,0.0,1.0,0.5,8.0,3.0,1.0,0.333,3.0,7.0
2018,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,St. Johns River State,L,17-2,20180126_val8,15,1.0,0.0,1.0,0.0,1.0,18.0,17.0,14.0,0.824,6.0,10.0
2018,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,St. Johns River State,L,5-1,20180127_pdpu,11,1.0,0.0,1.0,0.0,1.0,7.0,5.0,2.0,0.4,3.0,5.0
2018,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,St. Johns River State,L,9-3,20180126_a8v7,14,1.0,0.0,1.0,0.0,1.0,13.0,9.0,9.0,1.0,7.0,7.0
2018,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,St. Johns River State,W,6-5,20180127_vmbi,12,1.0,1.0,0.0,1.0,0.5,9.0,5.0,4.0,0.8,5.0,6.0
2018,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Tallahassee,L,8-4,20180228_1hnr,13,1.0,0.0,1.0,0.0,1.0,10.0,8.0,6.0,0.75,5.0,6.0
2018,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Tallahassee,W,7-3,20180228_3gt2,11,1.0,1.0,0.0,0.0,1.0,9.0,3.0,2.0,0.667,1.0,5.0
2018,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Thomas University JV,W,11-2,20180214_imgl,13,1.0,1.0,0.0,0.0,1.0,4.0,2.0,2.0,1.0,2.0,11.0
2018,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Thomas University JV,W,13-1,20180222_ycry,12,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,10.0
2018,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Thomas University JV,W,5-2,20180222_p2aw,13,1.0,1.0,0.0,1.0,0.5,9.0,2.0,2.0,1.0,2.0,5.0
2018,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Thomas University JV,W,7-4,20180214_jsfx,15,1.0,1.0,0.0,1.0,0.5,7.0,4.0,2.0,0.5,4.0,7.0
2018,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,USC Salkehatchie,W,3-1,20180217_vt2x,10,1.0,1.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,6.0
2018,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,USC Salkehatchie,W,8-6,20180217_25h6,12,1.0,1.0,0.0,1.0,0.5,8.0,6.0,6.0,1.0,2.0,4.0
2018,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Wallace-Dothan,L,16-3,20180206_tjt5,13,1.0,0.0,1.0,0.0,1.0,12.0,16.0,9.0,0.562,5.0,4.0
2018,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Wallace-Dothan,L,5-4,20180206_lb5v,11,1.0,0.0,1.0,0.0,1.0,8.0,5.0,3.0,0.6,3.0,4.0
2018,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Wallace-Dothan,W,11-10,20180417_0hhy,16,1.0,1.0,0.0,0.0,1.0,13.0,10.0,7.0,0.7,7.0,6.0
2018,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Walters State,L,14-3,20180516_kpnz,12,1.0,0.0,1.0,0.0,1.0,17.0,14.0,10.0,0.714,3.0,2.0
2018,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Walters State,L,15-7,20180517_1v14,16,1.0,0.0,1.0,0.0,1.0,16.0,15.0,8.0,0.533,8.0,5.0
2018,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,West Georgia Tech,L,4-3,20180428_5id3,13,1.0,0.0,1.0,0.0,1.0,4.0,4.0,4.0,1.0,4.0,7.0
2018,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,West Georgia Tech,W,12-1,20180427_h9t8,14,1.0,1.0,0.0,0.0,1.0,6.0,1.0,1.0,1.0,3.0,3.0
2018,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,West Georgia Tech,W,15-5,20180303_mr81,13,1.0,1.0,0.0,0.0,1.0,5.0,5.0,5.0,1.0,5.0,9.0
2018,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,West Georgia Tech,W,16-2,20180428_y2up,14,1.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,1.0,1.0,6.0
2018,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,West Georgia Tech,W,20-3,20180424_ahne,13,1.0,1.0,0.0,0.0,1.0,8.0,3.0,2.0,0.667,2.0,8.0
2018,div1,Allen County,allencountycommunitycollege,home,Barton,L,7-0,20180504_4p9n,15,1.0,0.0,1.0,0.0,1.0,10.0,7.0,7.0,1.0,6.0,4.0
2018,div1,Allen County,allencountycommunitycollege,home,Barton,L,9-7,20180505_07re,15,1.0,0.0,1.0,0.0,1.0,11.0,9.0,8.0,0.889,2.0,9.0
2018,div1,Allen County,allencountycommunitycollege,home,Coffeyville,L,10-8,20180423_3364,18,1.0,0.0,1.0,0.0,1.0,10.0,10.0,7.0,0.7,6.0,9.0
2018,div1,Allen County,allencountycommunitycollege,home,Coffeyville,L,2-0,20180423_wk8a,11,1.0,0.0,1.0,0.0,1.0,6.0,2.0,1.0,0.5,2.0,7.0
2018,div1,Allen County,allencountycommunitycollege,home,Coffeyville,L,7-3,20180419_8v6h,16,1.0,0.0,1.0,0.0,1.0,6.0,7.0,4.0,0.571,8.0,3.0
2018,div1,Allen County,allencountycommunitycollege,home,Coffeyville,W,8-7,20180419_2an6,14,1.0,1.0,0.0,1.0,0.5,9.0,7.0,5.0,0.714,6.0,6.0
2018,div1,Allen County,allencountycommunitycollege,home,Cowley,L,10-8,20180412_gppa,16,1.0,0.0,1.0,0.0,1.0,10.0,10.0,5.0,0.5,7.0,10.0
2018,div1,Allen County,allencountycommunitycollege,home,Cowley,L,12-1,20180415_mu2h,13,1.0,0.0,1.0,0.0,1.0,13.0,12.0,10.0,0.833,5.0,2.0
2018,div1,Allen County,allencountycommunitycollege,home,Cowley,L,12-10,20180415_ugar,14,1.0,0.0,1.0,0.0,1.0,10.0,12.0,7.0,0.583,11.0,8.0
2018,div1,Allen County,allencountycommunitycollege,home,Cowley,L,25-2,20180412_f9np,11,1.0,0.0,1.0,0.0,1.0,27.0,25.0,23.0,0.92,3.0,3.0
2018,div1,Allen County,allencountycommunitycollege,home,Fort Scott,L,11-3,20180322_5wys,15,1.0,0.0,1.0,0.0,1.0,13.0,11.0,9.0,0.818,4.0,8.0
2018,div1,Allen County,allencountycommunitycollege,home,Fort Scott,L,13-0,20180324_o4ao,11,1.0,0.0,1.0,0.0,1.0,12.0,13.0,8.0,0.615,2.0,5.0
2018,div1,Allen County,allencountycommunitycollege,home,Fort Scott,L,9-4,20180322_aoth,13,1.0,0.0,1.0,0.0,1.0,10.0,9.0,8.0,0.889,4.0,7.0
2018,div1,Allen County,allencountycommunitycollege,home,Fort Scott,W,6-5,20180324_8yvt,15,1.0,1.0,0.0,0.0,1.0,8.0,5.0,3.0,0.6,6.0,11.0
2018,div1,Allen County,allencountycommunitycollege,home,Highland (KS),L,5-2,20180310_pi4x,18,1.0,0.0,1.0,0.0,1.0,9.0,5.0,4.0,0.8,5.0,14.0
2018,div1,Allen County,allencountycommunitycollege,home,Highland (KS),L,8-6,20180308_jhka,14,1.0,0.0,1.0,0.0,1.0,7.0,8.0,4.0,0.5,4.0,13.0
2018,div1,Allen County,allencountycommunitycollege,home,Highland (KS),W,11-6,20180308_oyug,11,1.0,1.0,0.0,0.0,1.0,7.0,6.0,4.0,0.667,1.0,10.0
2018,div1,Allen County,allencountycommunitycollege,home,Highland (KS),W,7-4,20180310_o8vk,12,1.0,1.0,0.0,1.0,0.5,8.0,4.0,4.0,1.0,3.0,9.0
2018,div1,Allen County,allencountycommunitycollege,home,Independence,L,6-5,20180428_48nt,16,1.0,0.0,1.0,0.0,1.0,9.0,6.0,3.0,0.5,5.0,5.0
2018,div1,Allen County,allencountycommunitycollege,home,Independence,L,8-4,20180428_mf1o,10,1.0,0.0,1.0,0.0,1.0,9.0,8.0,7.0,0.875,1.0,2.0
2018,div1,Allen County,allencountycommunitycollege,home,Independence,W,10-0,20180427_j8wn,10,1.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,,0.0,1.0
2018,div1,Allen County,allencountycommunitycollege,home,Independence,W,13-11,20180427_gjrk,14,1.0,1.0,0.0,1.0,0.5,16.0,11.0,10.0,0.909,5.0,7.0
2018,div1,Allen County,allencountycommunitycollege,home,Johnson County,L,10-0,20180405_2dhn,12,1.0,0.0,1.0,0.0,1.0,14.0,10.0,8.0,0.8,2.0,5.0
2018,div1,Allen County,allencountycommunitycollege,home,Johnson County,L,16-11,20180405_w1eh,13,1.0,0.0,1.0,0.0,1.0,17.0,16.0,15.0,0.938,7.0,4.0
2018,div1,Allen County,allencountycommunitycollege,home,Johnson County,L,7-0,20180407_7ofs,15,1.0,0.0,1.0,0.0,1.0,12.0,7.0,3.0,0.429,8.0,7.0
2018,div1,Allen County,allencountycommunitycollege,home,Johnson County,W,4-1,20180407_ow5p,10,1.0,1.0,0.0,0.0,1.0,6.0,1.0,1.0,1.0,2.0,8.0
2018,div1,Allen County,allencountycommunitycollege,home,Kansas City Kansas,L,12-0,20180330_logi,12,1.0,0.0,1.0,0.0,1.0,16.0,12.0,8.0,0.667,1.0,3.0
2018,div1,Allen County,allencountycommunitycollege,home,Kansas City Kansas,L,6-2,20180331_for5,12,1.0,0.0,1.0,0.0,1.0,8.0,6.0,5.0,0.833,2.0,3.0
2018,div1,Allen County,allencountycommunitycollege,home,Kansas City Kansas,L,6-5,20180331_y5o6,11,1.0,0.0,1.0,0.0,1.0,10.0,6.0,6.0,1.0,1.0,9.0
2018,div1,Allen County,allencountycommunitycollege,home,Kansas City Kansas,W,12-6,20180330_4l67,16,1.0,1.0,0.0,0.0,1.0,8.0,6.0,5.0,0.833,5.0,11.0
2018,div1,Allen County,allencountycommunitycollege,home,Labette,W,11-6,20180303_l36x,16,1.0,1.0,0.0,0.0,1.0,9.0,6.0,4.0,0.667,0.0,8.0
2018,div1,Allen County,allencountycommunitycollege,home,Labette,W,3-1,20180303_srql,10,1.0,1.0,0.0,0.0,1.0,6.0,1.0,1.0,1.0,0.0,7.0
2018,div1,Allen County,allencountycommunitycollege,home,Labette,W,6-2,20180301_2abr,11,1.0,1.0,0.0,0.0,1.0,7.0,2.0,2.0,1.0,7.0,10.0
2018,div1,Allen County,allencountycommunitycollege,home,Labette,W,7-3,20180301_3cfk,10,1.0,1.0,0.0,0.0,1.0,10.0,3.0,3.0,1.0,0.0,5.0
2018,div1,Allen County,allencountycommunitycollege,home,Neosho County,L,28-13,20180315_77ab,17,1.0,0.0,1.0,0.0,1.0,24.0,28.0,25.0,0.893,7.0,5.0
2018,div1,Allen County,allencountycommunitycollege,home,Neosho County,L,8-0,20180317_0dcj,20,1.0,0.0,1.0,0.0,1.0,12.0,8.0,4.0,0.5,1.0,7.0
2018,div1,Allen County,allencountycommunitycollege,home,Neosho County,W,10-7,20180317_drty,13,1.0,1.0,0.0,0.0,1.0,10.0,7.0,7.0,1.0,2.0,11.0
2018,div1,Allen County,allencountycommunitycollege,home,Neosho County,W,14-4,20180315_k0nu,11,1.0,1.0,0.0,0.0,1.0,10.0,4.0,4.0,1.0,1.0,4.0
2018,div1,Allen County,allencountycommunitycollege,home,North Central Missouri,L,14-10,20180226_ka2w,17,1.0,0.0,1.0,0.0,1.0,10.0,14.0,9.0,0.643,9.0,12.0
2018,div1,Allen County,allencountycommunitycollege,home,North Central Missouri,W,16-6,20180227_g709,13,1.0,1.0,0.0,0.0,1.0,5.0,6.0,5.0,0.833,5.0,6.0
2018,div1,Allen County,allencountycommunitycollege,home,North Central Missouri,W,18-8,20180227_vbco,15,1.0,1.0,0.0,0.0,1.0,8.0,8.0,6.0,0.75,9.0,8.0
2018,div1,Allen County,allencountycommunitycollege,home,North Central Missouri,W,8-3,20180226_os2d,13,1.0,1.0,0.0,0.0,1.0,5.0,3.0,2.0,0.667,2.0,5.0
2018,div1,Allen County,allencountycommunitycollege,home,Oklahoma Wesleyan JV,W,13-3,20180416_h122,14,1.0,1.0,0.0,0.0,1.0,6.0,3.0,3.0,1.0,4.0,12.0
2018,div1,Allen County,allencountycommunitycollege,home,Oklahoma Wesleyan JV,W,7-0,20180416_0qv3,11,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,,1.0,9.0
2018,div1,Allen County,allencountycommunitycollege,home,Ottawa University JV,L,13-10,20180404_vax3,16,1.0,0.0,1.0,0.0,1.0,9.0,13.0,4.0,0.308,9.0,10.0
2018,div1,Allen County,allencountycommunitycollege,home,Ottawa University JV,W,10-0,20180212_5mxd,13,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,3.0,9.0
2018,div1,Allen County,allencountycommunitycollege,home,Ottawa University JV,W,10-2,20180404_6llo,15,1.0,1.0,0.0,0.0,1.0,5.0,2.0,2.0,1.0,2.0,9.0
2018,div1,Allen County,allencountycommunitycollege,home,Ottawa University JV,W,11-1,20180212_4a2c,15,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,8.0
