season,njcaa_division,team,team_id,location,opponent,result,score,game_id,G,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI
2015,div1,ASA New York,asabrooklynavengers,home,Briarcliffe College,W,9-2,20150423_ot3j,16,1.0,1.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,3.0,3.0
2015,div1,ASA New York,asabrooklynavengers,home,Delta,W,12-0,20150302_w1z7,16,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,,4.0,10.0
2015,div1,ASA New York,asabrooklynavengers,home,Delta,W,6-2,20150228_mb0r,11,1.0,1.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,2.0,6.0
2015,div1,ASA New York,asabrooklynavengers,home,Dutchess,W,9-1,20150429_lzaq,15,1.0,1.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,3.0,6.0
2015,div1,ASA New York,asabrooklynavengers,home,Findlay JV,W,6-4,20150302_br2q,13,1.0,1.0,0.0,1.0,0.5,6.0,4.0,4.0,1.0,5.0,5.0
2015,div1,ASA New York,asabrooklynavengers,home,Frederick,L,9-6,20150303_78x5,13,1.0,0.0,1.0,0.0,1.0,10.0,9.0,7.0,0.778,5.0,6.0
2015,div1,ASA New York,asabrooklynavengers,home,Globe Tech,W,10-2,20150501_041p,10,1.0,1.0,0.0,0.0,1.0,5.0,2.0,2.0,1.0,2.0,11.0
2015,div1,ASA New York,asabrooklynavengers,home,Globe Tech,W,10-2,20150501_sdou,11,1.0,1.0,0.0,0.0,1.0,5.0,2.0,2.0,1.0,3.0,8.0
2015,div1,ASA New York,asabrooklynavengers,home,Globe Tech,W,17-1,20150402_nwap,18,1.0,1.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,2.0,12.0
2015,div1,ASA New York,asabrooklynavengers,home,Globe Tech,W,21-2,20150424_7gsd,15,1.0,1.0,0.0,0.0,1.0,5.0,2.0,1.0,0.5,2.0,5.0
2015,div1,ASA New York,asabrooklynavengers,home,Globe Tech,W,5-0,20150404_fo01,10,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,1.0,10.0
2015,div1,ASA New York,asabrooklynavengers,home,Globe Tech,W,6-4,20150404_9jr3,15,1.0,1.0,0.0,1.0,0.5,2.0,4.0,2.0,0.5,5.0,10.0
