season,njcaa_division,team,team_id,location,opponent,result,score,game_id,G,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI
2013,div1,ASA New York,asabrooklynavengers,home,Bergen,W,10-4,20130316_ljb1,12,1.0,1.0,0.0,1.0,0.5,4.0,4.0,1.0,0.25,8.0,4.0
2013,div1,ASA New York,asabrooklynavengers,home,Bergen,W,9-3,20130404_orvg,16,1.0,1.0,0.0,0.0,1.0,4.0,3.0,2.0,0.667,8.0,13.0
2013,div1,ASA New York,asabrooklynavengers,home,Borough of Manhattan,W,15-1,20130327_4ojs,15,1.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0
2013,div1,ASA New York,asabrooklynavengers,home,Bronx,W,12-0,20130315_r2yk,10,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,1.0,9.0
2013,div1,ASA New York,asabrooklynavengers,home,Bronx,W,21-3,20130403_ip5q,16,1.0,1.0,0.0,0.0,1.0,6.0,3.0,1.0,0.333,0.0,5.0
2013,div1,ASA New York,asabrooklynavengers,home,Brookdale,L,6-4,20130324_da5u,11,1.0,0.0,1.0,0.0,1.0,9.0,6.0,3.0,0.5,3.0,3.0
2013,div1,ASA New York,asabrooklynavengers,home,Brookdale,W,2-1,20130324_rees,12,1.0,1.0,0.0,1.0,0.5,4.0,1.0,0.0,0.0,0.0,8.0
2013,div1,ASA New York,asabrooklynavengers,home,Delgado,L,4-1,20130306_9phy,10,1.0,0.0,1.0,0.0,1.0,5.0,4.0,3.0,0.75,2.0,5.0
2013,div1,ASA New York,asabrooklynavengers,home,Delgado,L,5-4,20130306_53ap,16,1.0,0.0,1.0,0.0,1.0,4.0,5.0,2.0,0.4,4.0,9.0
2013,div1,ASA New York,asabrooklynavengers,home,Delta,W,6-3,20130303_ikrh,14,1.0,1.0,0.0,1.0,0.5,5.0,3.0,1.0,0.333,3.0,6.0
2013,div1,ASA New York,asabrooklynavengers,home,Delta,W,8-6,20130303_ls39,14,1.0,1.0,0.0,0.0,1.0,8.0,6.0,4.0,0.667,3.0,4.0
2013,div1,ASA New York,asabrooklynavengers,home,Globe Tech,W,10-0,20130418_k5o7,11,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,,2.0,4.0
