season,njcaa_division,team,team_id,location,opponent,result,score,game_id,G,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI
2014,div1,ASA New York,asabrooklynavengers,home,Bergen,L,10-8,20140323_bup5,13,1.0,0.0,1.0,0.0,1.0,11.0,10.0,2.0,0.2,2.0,6.0
2014,div1,ASA New York,asabrooklynavengers,home,Bergen,W,4-3,20140323_6jm5,11,1.0,1.0,0.0,0.0,1.0,6.0,3.0,0.0,0.0,2.0,14.0
2014,div1,ASA New York,asabrooklynavengers,home,Bronx,W,12-3,20140316_lgzl,13,1.0,1.0,0.0,0.0,1.0,5.0,3.0,2.0,0.667,2.0,3.0
2014,div1,ASA New York,asabrooklynavengers,home,Bronx,W,17-1,20140421_8znd,17,1.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,8.0
2014,div1,ASA New York,asabrooklynavengers,home,Bronx,W,6-5,20140316_fpev,12,1.0,1.0,0.0,1.0,0.5,12.0,5.0,5.0,1.0,2.0,3.0
2014,div1,ASA New York,asabrooklynavengers,home,Delgado,L,2-1,20140305_hbem,11,1.0,0.0,1.0,0.0,1.0,8.0,2.0,2.0,1.0,2.0,12.0
2014,div1,ASA New York,asabrooklynavengers,home,Delgado,L,3-2,20140305_fzko,10,1.0,0.0,1.0,0.0,1.0,7.0,3.0,3.0,1.0,4.0,4.0
2014,div1,ASA New York,asabrooklynavengers,home,Delta,W,10-9,20140303_fbn1,13,1.0,1.0,0.0,0.0,1.0,10.0,9.0,2.0,0.222,1.0,5.0
2014,div1,ASA New York,asabrooklynavengers,home,Delta,W,17-0,20140301_bu38,16,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,,2.0,5.0
2014,div1,ASA New York,asabrooklynavengers,home,Delta,W,4-1,20140302_rpxz,11,1.0,1.0,0.0,0.0,1.0,7.0,1.0,1.0,1.0,1.0,3.0
2014,div1,ASA New York,asabrooklynavengers,home,Globe Tech,L,10-2,20140405_4efp,13,1.0,0.0,1.0,0.0,1.0,3.0,10.0,2.0,0.2,4.0,4.0
