season,njcaa_division,team,team_id,location,opponent,result,score,game_id,G,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI
2019,div1,ASA New York,asabrooklynavengers,home,Dutchess,W,10-3,20190330_scpi,14,1.0,1.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,7.0,3.0
2019,div1,ASA New York,asabrooklynavengers,home,Dutchess,W,17-9,20190330_eouv,20,1.0,1.0,0.0,0.0,1.0,12.0,8.0,7.0,0.875,6.0,6.0
2019,div1,ASA New York,asabrooklynavengers,home,Harford,L,12-2,20190420_n5i3,18,1.0,0.0,1.0,0.0,1.0,11.0,12.0,12.0,1.0,6.0,5.0
2019,div1,ASA New York,asabrooklynavengers,home,Harford,L,7-3,20190420_py2a,14,1.0,0.0,1.0,0.0,1.0,4.0,7.0,6.0,0.857,5.0,7.0
2019,div1,ASA New York,asabrooklynavengers,home,Hudson Valley,L,3-2,20190413_i9zl,11,1.0,0.0,1.0,0.0,1.0,8.0,3.0,3.0,1.0,6.0,14.0
2019,div1,ASA New York,asabrooklynavengers,home,Hudson Valley,L,6-5,20190413_pc4d,15,1.0,0.0,1.0,0.0,1.0,4.0,6.0,5.0,0.833,8.0,12.0
2019,div1,ASA New York,asabrooklynavengers,home,Hudson Valley,L,7-3,20190407_btfs,12,1.0,0.0,1.0,0.0,1.0,5.0,7.0,4.0,0.571,6.0,6.0
2019,div1,ASA New York,asabrooklynavengers,home,Hudson Valley,W,11-3,20190407_bxzv,13,1.0,1.0,0.0,0.0,1.0,6.0,3.0,1.0,0.333,3.0,11.0
2019,div1,ASA New York,asabrooklynavengers,home,Mercer County,L,3-1,20190324_btl4,15,1.0,0.0,1.0,0.0,1.0,2.0,3.0,3.0,1.0,7.0,5.0
2019,div1,ASA New York,asabrooklynavengers,home,Mercer County,W,8-7,20190324_mm74,15,1.0,1.0,0.0,0.0,1.0,8.0,7.0,4.0,0.571,5.0,12.0
2019,div1,ASA New York,asabrooklynavengers,home,Monroe College,L,10-4,20190502_izt1,21,1.0,0.0,1.0,0.0,1.0,7.0,10.0,7.0,0.7,8.0,9.0
2019,div1,ASA New York,asabrooklynavengers,home,Monroe College,L,11-1,20190424_rada,14,1.0,0.0,1.0,0.0,1.0,6.0,11.0,10.0,0.909,10.0,6.0
2019,div1,ASA New York,asabrooklynavengers,home,Monroe College,L,11-7,20190424_itg4,12,1.0,0.0,1.0,0.0,1.0,7.0,11.0,4.0,0.364,11.0,9.0
2019,div1,ASA New York,asabrooklynavengers,home,Monroe College,L,3-1,20190501_amqc,11,1.0,0.0,1.0,0.0,1.0,4.0,3.0,1.0,0.333,3.0,8.0
2019,div1,ASA New York,asabrooklynavengers,home,Monroe College,L,5-3,20190423_35g6,11,1.0,0.0,1.0,0.0,1.0,6.0,5.0,4.0,0.8,3.0,4.0
2019,div1,ASA New York,asabrooklynavengers,home,Monroe College,L,6-2,20190423_49ns,15,1.0,0.0,1.0,0.0,1.0,6.0,6.0,4.0,0.667,10.0,7.0
2019,div1,ASA New York,asabrooklynavengers,home,Monroe College,L,7-0,20190404_0pk2,13,1.0,0.0,1.0,0.0,1.0,7.0,7.0,7.0,1.0,5.0,8.0
2019,div1,ASA New York,asabrooklynavengers,home,Monroe College,L,7-4,20190502_suqv,13,1.0,0.0,1.0,0.0,1.0,11.0,7.0,7.0,1.0,4.0,11.0
2019,div1,ASA New York,asabrooklynavengers,home,Morris,W,8-2,20190411_txbi,15,1.0,1.0,0.0,0.0,1.0,8.0,2.0,2.0,1.0,3.0,8.0
2019,div1,ASA New York,asabrooklynavengers,home,Nassau,W,14-3,20190317_izf5,16,1.0,1.0,0.0,0.0,1.0,6.0,3.0,3.0,1.0,3.0,6.0
2019,div1,ASA New York,asabrooklynavengers,home,RCSJ Cumberland,L,7-6,20190418_zjtk,17,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,4.0,2.0
2019,div1,ASA New York,asabrooklynavengers,home,RCSJ Gloucester,L,16-1,20190316_shww,15,1.0,0.0,1.0,0.0,1.0,11.0,16.0,4.0,0.25,8.0,1.0
2019,div1,ASA New York,asabrooklynavengers,home,RCSJ Gloucester,L,6-1,20190316_s87z,10,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0
2019,div1,ASA New York,asabrooklynavengers,home,Ulster County,W,12-2,20190329_n2q8,12,1.0,1.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,3.0,8.0
2019,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Andrew,L,14-8,20190330_hw19,14,1.0,0.0,1.0,0.0,1.0,14.0,14.0,12.0,0.857,7.0,5.0
2019,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Andrew,L,5-3,20190330_dhr7,13,1.0,0.0,1.0,0.0,1.0,7.0,5.0,2.0,0.4,3.0,9.0
2019,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Andrew,L,9-7,20190328_as0w,13,1.0,0.0,1.0,0.0,1.0,7.0,9.0,9.0,1.0,13.0,5.0
2019,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Andrew,W,12-11,20190326_fo1g,16,1.0,1.0,0.0,0.0,1.0,8.0,11.0,10.0,0.909,8.0,5.0
2019,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Andrew,W,7-4,20190430_ebdr,11,1.0,1.0,0.0,1.0,0.5,10.0,4.0,2.0,0.5,2.0,7.0
2019,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Chattahoochee Valley,L,11-7,20190215_aibb,12,0.0,0.0,1.0,0.0,1.0,12.0,11.0,9.0,0.818,3.0,6.0
2019,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,East Georgia State,L,10-3,20190404_6th4,13,1.0,0.0,0.0,0.0,,13.0,10.0,6.0,0.6,6.0,7.0
2019,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,East Georgia State,L,15-8,20190407_yovw,15,1.0,0.0,1.0,0.0,1.0,12.0,15.0,14.0,0.933,11.0,6.0
2019,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,East Georgia State,L,3-2,20190407_k1ci,11,1.0,0.0,1.0,0.0,1.0,10.0,3.0,1.0,0.333,2.0,5.0
2019,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,East Georgia State,L,6-0,20190402_3g60,13,1.0,0.0,1.0,0.0,1.0,8.0,6.0,5.0,0.833,4.0,3.0
2019,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,East Georgia State,W,15-9,20190502_abne,17,1.0,1.0,0.0,1.0,0.5,13.0,9.0,9.0,1.0,9.0,3.0
2019,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Florida State Jacksonville,L,11-2,20190218_grfk,13,1.0,0.0,1.0,0.0,1.0,12.0,11.0,10.0,0.909,4.0,4.0
2019,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Florida State Jacksonville,W,6-5,20190209_syfk,15,1.0,1.0,0.0,0.0,1.0,10.0,5.0,1.0,0.2,4.0,3.0
2019,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Florida State Jacksonville,W,9-8,20190209_e2tp,15,1.0,1.0,0.0,1.0,0.5,11.0,8.0,6.0,0.75,4.0,6.0
2019,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Georgia Highlands,L,10-1,20190310_msyg,12,1.0,0.0,1.0,0.0,1.0,9.0,10.0,6.0,0.6,7.0,3.0
2019,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Georgia Highlands,L,21-8,20190415_tpbr,13,1.0,0.0,1.0,0.0,1.0,19.0,21.0,12.0,0.571,3.0,5.0
2019,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Georgia Highlands,L,6-5,20190309_14w0,13,1.0,0.0,1.0,0.0,1.0,9.0,6.0,5.0,0.833,4.0,5.0
2019,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Georgia Highlands,L,8-1,20190310_5glv,12,1.0,0.0,1.0,0.0,1.0,10.0,8.0,8.0,1.0,4.0,1.0
2019,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Georgia Highlands,L,9-5,20190306_fou3,18,1.0,0.0,1.0,0.0,1.0,9.0,9.0,4.0,0.444,7.0,8.0
2019,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Gordon State,L,10-0,20190314_d4ba,15,1.0,0.0,1.0,0.0,1.0,8.0,10.0,9.0,0.9,6.0,0.0
2019,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Gordon State,L,10-8,20190312_we0m,12,1.0,0.0,1.0,0.0,1.0,14.0,10.0,9.0,0.9,6.0,4.0
2019,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Gordon State,L,11-4,20190316_kxep,14,1.0,0.0,1.0,0.0,1.0,13.0,11.0,11.0,1.0,10.0,3.0
2019,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Gordon State,L,13-3,20190417_2o95,13,1.0,0.0,1.0,0.0,1.0,11.0,12.0,10.0,0.833,7.0,4.0
2019,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Gordon State,W,6-5,20190316_dkfl,12,1.0,1.0,0.0,0.0,1.0,9.0,5.0,3.0,0.6,2.0,7.0
2019,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Santa Fe,L,7-0,20190220_b80o,14,1.0,0.0,1.0,0.0,1.0,7.0,7.0,6.0,0.857,7.0,1.0
2019,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Santa Fe,L,7-3,20190130_680l,13,1.0,0.0,1.0,0.0,1.0,10.0,7.0,4.0,0.571,5.0,5.0
2019,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,South Georgia State,L,12-2,20190322_809y,15,1.0,0.0,1.0,0.0,1.0,14.0,12.0,8.0,0.667,4.0,4.0
2019,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,South Georgia State,L,3-2,20190322_g67h,10,1.0,0.0,1.0,0.0,1.0,3.0,3.0,2.0,0.667,4.0,4.0
2019,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,South Georgia State,W,5-3,20190320_ayz4,13,1.0,1.0,0.0,1.0,0.5,8.0,3.0,3.0,1.0,2.0,7.0
2019,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,South Georgia State,W,8-4,20190420_px4a,12,1.0,1.0,0.0,0.0,1.0,8.0,4.0,4.0,1.0,4.0,8.0
2019,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,South Georgia State,W,8-7,20190318_svih,16,1.0,1.0,0.0,1.0,0.5,8.0,7.0,3.0,0.429,6.0,3.0
2019,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,St. Johns River State,L,11-1,20190126_hl5o,12,1.0,0.0,1.0,0.0,1.0,9.0,11.0,8.0,0.727,6.0,1.0
2019,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,St. Johns River State,L,5-3,20190126_oj0p,13,1.0,0.0,1.0,0.0,1.0,4.0,5.0,3.0,0.6,8.0,5.0
2019,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Tallahassee,L,11-4,20190206_qa64,19,1.0,0.0,1.0,0.0,1.0,7.0,11.0,3.0,0.273,7.0,7.0
2019,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Thomas University JV,L,6-5,20190214_qnqe,15,1.0,0.0,1.0,0.0,1.0,12.0,6.0,3.0,0.5,5.0,10.0
2019,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Thomas University JV,W,11-0,20190204_gjrq,13,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,4.0,8.0
2019,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Thomas University JV,W,2-1,20190204_yrss,12,1.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,7.0,6.0
2019,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Thomas University JV,W,7-3,20190214_pra3,13,1.0,1.0,0.0,1.0,0.5,4.0,3.0,3.0,1.0,5.0,11.0
