season,njcaa_division,team,team_id,location,opponent,result,score,game_id,G,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI
2021,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Andrew,L,13-2,20210411_rgh4,12,1.0,0.0,1.0,0.0,1.0,16.0,12.0,12.0,1.0,3.0,4.0
2021,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Andrew,L,17-9,20210406_wdhr,13,1.0,0.0,1.0,0.0,1.0,18.0,17.0,10.0,0.588,6.0,3.0
2021,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Andrew,L,7-3,20210406_f8qu,12,1.0,0.0,1.0,0.0,1.0,6.0,7.0,4.0,0.571,5.0,4.0
2021,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Andrew,L,8-4,20210316_sv7e,14,1.0,0.0,1.0,0.0,1.0,9.0,9.0,3.0,0.333,3.0,6.0
2021,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Andrew,L,9-3,20210411_oyed,12,1.0,0.0,1.0,0.0,1.0,13.0,9.0,6.0,0.667,4.0,4.0
2021,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Andrew,W,5-4,20210316_aggf,13,1.0,1.0,0.0,0.0,1.0,10.0,4.0,4.0,1.0,4.0,8.0
2021,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Central Florida,L,5-1,20210221_rgdk,12,1.0,0.0,1.0,0.0,1.0,8.0,5.0,5.0,1.0,6.0,7.0
2021,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Central Florida,L,6-1,20210221_nsww,15,1.0,0.0,1.0,0.0,1.0,5.0,6.0,1.0,0.167,7.0,4.0
2021,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Chattahoochee Valley,L,8-4,20210309_tr2s,15,1.0,0.0,1.0,0.0,1.0,11.0,8.0,5.0,0.625,4.0,7.0
2021,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,East Georgia State,L,10-0,20210320_7bpq,12,1.0,0.0,1.0,0.0,1.0,8.0,10.0,6.0,0.6,4.0,8.0
2021,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,East Georgia State,L,14-9,20210416_1pnd,14,1.0,0.0,1.0,0.0,1.0,17.0,14.0,10.0,0.714,5.0,3.0
2021,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,East Georgia State,L,4-1,20210416_f5vq,10,1.0,0.0,0.0,0.0,,9.0,4.0,4.0,1.0,0.0,5.0
2021,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,East Georgia State,L,6-4,20210320_cbzc,15,1.0,0.0,1.0,0.0,1.0,10.0,6.0,6.0,1.0,3.0,5.0
2021,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,East Georgia State,L,6-5,20210507_vtgn,14,1.0,0.0,1.0,0.0,1.0,11.0,6.0,5.0,0.833,2.0,6.0
2021,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,East Georgia State,W,10-9,20210413_n1k1,13,1.0,1.0,0.0,0.0,1.0,12.0,9.0,5.0,0.556,5.0,7.0
