season,njcaa_division,team,team_id,location,opponent,result,score,game_id,G,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI
2022,div1,ASA New York,asabrooklynavengers,home,Dutchess,W,16-6,20220318_v7e6,21,1.0,1.0,0.0,0.0,1.0,2.0,6.0,2.0,0.333,11.0,10.0
2022,div1,ASA New York,asabrooklynavengers,home,Dutchess,W,6-2,20220318_2zkh,20,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,4.0,10.0
2022,div1,ASA New York,asabrooklynavengers,home,Harford,L,16-0,20220423_tkoz,16,1.0,0.0,1.0,0.0,1.0,10.0,16.0,16.0,1.0,10.0,2.0
2022,div1,ASA New York,asabrooklynavengers,home,Harford,L,8-6,20220423_8zra,14,1.0,0.0,1.0,0.0,1.0,9.0,8.0,6.0,0.75,6.0,3.0
2022,div1,ASA New York,asabrooklynavengers,home,Kingsborough,W,4-1,20220310_cwzz,13,1.0,1.0,0.0,1.0,0.5,5.0,1.0,0.0,0.0,1.0,18.0
2022,div1,ASA New York,asabrooklynavengers,home,Lackawanna,L,11-1,20220321_oyud,11,1.0,0.0,1.0,0.0,1.0,12.0,11.0,11.0,1.0,4.0,9.0
2022,div1,ASA New York,asabrooklynavengers,home,Lackawanna,L,7-5,20220321_ai65,13,1.0,0.0,1.0,0.0,1.0,7.0,7.0,4.0,0.571,3.0,10.0
2022,div1,ASA New York,asabrooklynavengers,home,Mercer County,L,8-7,20220420_oyj5,11,1.0,0.0,1.0,0.0,1.0,10.0,8.0,2.0,0.25,5.0,10.0
2022,div1,ASA New York,asabrooklynavengers,home,Middlesex College,L,15-3,20220424_kfaw,14,1.0,0.0,1.0,0.0,1.0,13.0,15.0,10.0,0.667,10.0,6.0
2022,div1,ASA New York,asabrooklynavengers,home,Middlesex College,W,9-8,20220424_ykax,11,1.0,1.0,0.0,0.0,1.0,13.0,8.0,5.0,0.625,1.0,5.0
2022,div1,ASA New York,asabrooklynavengers,home,Monroe College,L,11-1,20220401_xnra,14,1.0,0.0,1.0,0.0,1.0,7.0,11.0,8.0,0.727,6.0,3.0
2022,div1,ASA New York,asabrooklynavengers,home,Monroe College,L,2-1,20220402_ork1,11,1.0,0.0,1.0,0.0,1.0,5.0,2.0,2.0,1.0,3.0,5.0
2022,div1,ASA New York,asabrooklynavengers,home,Monroe College,L,3-2,20220430_8gxz,11,1.0,0.0,1.0,0.0,1.0,3.0,3.0,2.0,0.667,5.0,6.0
2022,div1,ASA New York,asabrooklynavengers,home,Monroe College,L,6-3,20220430_a11j,13,1.0,0.0,1.0,0.0,1.0,6.0,6.0,4.0,0.667,4.0,5.0
2022,div1,ASA New York,asabrooklynavengers,home,Monroe College,L,6-4,20220505_wxcz,11,1.0,0.0,1.0,0.0,1.0,6.0,6.0,6.0,1.0,4.0,7.0
2022,div1,ASA New York,asabrooklynavengers,home,Monroe College,L,7-2,20220402_qlnm,12,1.0,0.0,1.0,0.0,1.0,5.0,7.0,6.0,0.857,4.0,6.0
2022,div1,ASA New York,asabrooklynavengers,home,Monroe College,L,7-6,20220504_ogi3,14,1.0,0.0,1.0,0.0,1.0,11.0,7.0,7.0,1.0,5.0,5.0
