season,njcaa_division,team,team_id,location,opponent,result,score,game_id,G,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI
2020,div1,ASA New York,asabrooklynavengers,home,Bronx,W,12-2,20200301_uqvj,15,1.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,7.0
2020,div1,ASA New York,asabrooklynavengers,home,Bronx,W,3-2,20200301_e0b4,11,1.0,1.0,0.0,1.0,0.5,5.0,2.0,2.0,1.0,4.0,11.0
2020,div1,ASA New York,asabrooklynavengers,home,Dakota County Tech,L,11-3,20200311_vxk0,17,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
2020,div1,ASA New York,asabrooklynavengers,home,Dakota County Tech,L,7-6,20200311_lxq5,12,1.0,0.0,1.0,0.0,1.0,4.0,7.0,2.0,0.286,8.0,9.0
2020,div1,ASA New York,asabrooklynavengers,home,Heartland,L,11-0,20200308_l3i7,12,1.0,0.0,1.0,0.0,1.0,8.0,11.0,11.0,1.0,8.0,4.0
2020,div1,ASA New York,asabrooklynavengers,home,Heartland,L,4-0,20200308_twul,12,1.0,0.0,1.0,0.0,1.0,6.0,4.0,4.0,1.0,4.0,10.0
2020,div1,ASA New York,asabrooklynavengers,home,Jackson,L,10-0,20200307_j5do,20,1.0,0.0,1.0,0.0,1.0,8.0,10.0,6.0,0.6,9.0,5.0
2020,div1,ASA New York,asabrooklynavengers,home,Minnesota State,W,13-10,20200312_7aab,16,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2020,div1,ASA New York,asabrooklynavengers,home,Prairie State,W,14-2,20200309_mw78,10,1.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.5,4.0,7.0
2020,div1,ASA New York,asabrooklynavengers,home,Prairie State,W,14-4,20200309_3mec,14,1.0,1.0,0.0,0.0,1.0,3.0,4.0,3.0,0.75,3.0,10.0
2020,div1,ASA New York,asabrooklynavengers,home,St. Cloud Tech,L,12-2,20200312_9d44,13,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0
2020,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Brewton Parker College JV,W,11-2,20200311_jmvs,18,1.0,1.0,0.0,0.0,1.0,5.0,2.0,1.0,0.5,4.0,13.0
2020,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Brewton Parker College JV,W,9-6,20200311_kykk,12,1.0,1.0,0.0,1.0,0.5,8.0,6.0,5.0,0.833,3.0,12.0
2020,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Central Florida,L,4-2,20200215_n4mk,14,1.0,0.0,0.0,0.0,,7.0,4.0,0.0,0.0,4.0,7.0
2020,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Central Florida,L,4-3,20200215_0ics,15,1.0,0.0,0.0,0.0,,4.0,4.0,1.0,0.25,4.0,5.0
2020,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Florida State Jacksonville,L,3-1,20200205_pjon,17,1.0,0.0,1.0,0.0,1.0,9.0,3.0,3.0,1.0,6.0,8.0
2020,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Florida State Jacksonville,L,7-2,20200219_5ygm,15,1.0,0.0,1.0,0.0,1.0,9.0,7.0,5.0,0.714,7.0,2.0
2020,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Morton,W,11-4,20200301_2lfy,14,1.0,1.0,0.0,0.0,1.0,8.0,4.0,4.0,1.0,4.0,6.0
2020,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Morton,W,8-4,20200301_petr,15,1.0,1.0,0.0,1.0,0.5,10.0,4.0,4.0,1.0,2.0,5.0
2020,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Santa Fe,L,12-2,20200214_9fmk,12,1.0,0.0,0.0,0.0,,11.0,12.0,5.0,0.417,4.0,8.0
2020,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,St. Johns River State,L,11-2,20200202_c93u,15,1.0,0.0,1.0,0.0,1.0,9.0,10.0,9.0,0.9,7.0,7.0
2020,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,St. Johns River State,L,5-1,20200130_fcep,17,1.0,0.0,1.0,0.0,1.0,8.0,5.0,4.0,0.8,7.0,9.0
2020,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,St. Johns River State,L,5-3,20200130_881n,15,1.0,0.0,1.0,0.0,1.0,7.0,5.0,3.0,0.6,6.0,5.0
2020,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,St. Johns River State,L,9-1,20200202_qxzz,13,1.0,0.0,1.0,0.0,1.0,10.0,9.0,8.0,0.889,5.0,3.0
2020,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Tallahassee,L,8-7,20200306_pji2,14,1.0,0.0,1.0,0.0,1.0,14.0,8.0,5.0,0.625,4.0,2.0
2020,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Tallahassee,W,10-9,20200229_k058,11,1.0,1.0,0.0,0.0,1.0,11.0,9.0,7.0,0.778,8.0,6.0
2020,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Thomas University JV,W,11-1,20200210_u6tk,14,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,6.0
