season,njcaa_division,team,team_id,location,opponent,result,score,game_id,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,TB,HBP,SH,SF,XBH,HDP,GO,FO,GO/FO,BA,OBP,SLG,OPS,OPS+,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2020,div1,ASA New York,asabrooklynavengers,home,Bronx,W,12-2,20200301_uqvj,15,34.0,25.0,12.0,10.0,1.0,1.0,1.0,9.0,1.0,0.0,8.0,2.0,16.0,1.0,0.0,0.0,3.0,0.0,3.0,8.0,0.375,0.4,0.559,0.76,1.319,144.0,0.409,0.611,0.029,0.059,0.235,-0.176,4.0
2020,div1,ASA New York,asabrooklynavengers,home,Bronx,W,3-2,20200301_e0b4,11,30.0,24.0,3.0,4.0,1.0,0.0,0.0,3.0,2.0,2.0,5.0,11.0,5.0,1.0,0.0,0.0,1.0,0.0,4.0,4.0,1.0,0.167,0.333,0.25,0.583,64.0,0.308,0.3,0.0,0.367,0.167,0.2,0.455
2020,div1,ASA New York,asabrooklynavengers,home,Dakota County Tech,L,11-3,20200311_vxk0,17,29.0,26.0,2.0,7.0,2.0,0.0,1.0,2.0,0.0,0.0,3.0,6.0,12.0,0.0,0.0,0.0,3.0,0.0,6.0,5.0,1.2,0.269,0.345,0.577,0.922,101.0,0.316,0.111,0.034,0.207,0.103,0.104,0.5
2020,div1,ASA New York,asabrooklynavengers,home,Dakota County Tech,L,7-6,20200311_lxq5,12,29.0,27.0,6.0,8.0,2.0,1.0,0.0,3.0,1.0,0.0,2.0,6.0,12.0,0.0,0.0,0.0,3.0,1.0,9.0,4.0,2.25,0.296,0.345,0.556,0.901,98.0,0.381,0.6,0.0,0.207,0.069,0.138,0.333
2020,div1,ASA New York,asabrooklynavengers,home,Heartland,L,11-0,20200308_l3i7,12,17.0,15.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.067,0.176,0.2,0.376,41.0,0.143,0.0,0.0,0.471,0.118,0.353,0.25
2020,div1,ASA New York,asabrooklynavengers,home,Heartland,L,4-0,20200308_twul,12,26.0,24.0,0.0,4.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,9.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.167,0.231,0.25,0.481,52.0,0.267,0.0,0.0,0.346,0.077,0.269,0.222
2020,div1,ASA New York,asabrooklynavengers,home,Jackson,L,10-0,20200307_j5do,20,34.0,30.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,4.0,1.0,0.0,0.0,0.0,0.0,5.0,8.0,0.625,0.133,0.235,0.133,0.368,40.0,0.235,0.0,0.0,0.382,0.088,0.294,0.231
2020,div1,ASA New York,asabrooklynavengers,home,Minnesota State,W,13-10,20200312_7aab,16,45.0,40.0,13.0,18.0,2.0,0.0,0.0,5.0,0.0,0.0,5.0,10.0,20.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.45,0.511,0.55,1.061,116.0,0.6,0.565,0.0,0.222,0.111,0.111,0.5
2020,div1,ASA New York,asabrooklynavengers,home,Prairie State,W,14-2,20200309_mw78,10,32.0,24.0,14.0,10.0,1.0,0.0,1.0,12.0,2.0,0.0,6.0,8.0,14.0,1.0,1.0,0.0,2.0,0.0,5.0,2.0,2.5,0.417,0.531,0.667,1.198,131.0,0.6,0.812,0.031,0.25,0.188,0.062,0.75
2020,div1,ASA New York,asabrooklynavengers,home,Prairie State,W,14-4,20200309_3mec,14,49.0,36.0,13.0,15.0,2.0,0.0,3.0,12.0,3.0,1.0,7.0,9.0,26.0,6.0,0.0,0.0,5.0,0.0,6.0,5.0,1.2,0.417,0.571,0.861,1.432,156.0,0.5,0.4,0.061,0.184,0.143,0.041,0.778
