season,njcaa_division,team,team_id,location,opponent,result,score,game_id,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,TB,HBP,SH,SF,XBH,HDP,GO,FO,GO/FO,BA,OBP,SLG,OPS,OPS+,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2023,div1,Delgado,delgadocommunitycollege,home,Pensacola State,W,5-2,20230212_cfh8,12,30.0,26.0,5.0,7.0,0.0,0.0,1.0,5.0,0.0,1.0,3.0,6.0,10.0,0.0,0.0,1.0,1.0,0.0,6.0,4.0,1.5,0.269,0.333,0.423,0.756,68.0,0.3,0.444,0.033,0.2,0.1,0.1,0.5
2023,div1,Delgado,delgadocommunitycollege,home,RCSJ Cumberland,W,12-8,20230316_5rk1,15,37.0,34.0,12.0,17.0,3.0,0.0,0.0,11.0,3.0,0.0,1.0,3.0,20.0,0.0,1.0,1.0,3.0,0.0,11.0,5.0,2.2,0.5,0.486,0.676,1.162,105.0,0.531,0.667,0.0,0.081,0.027,0.054,0.333
2023,div1,Delgado,delgadocommunitycollege,home,RCSJ Cumberland,W,5-3,20230316_020b,14,35.0,25.0,5.0,7.0,2.0,0.0,0.0,5.0,1.0,0.0,8.0,5.0,9.0,1.0,1.0,0.0,2.0,1.0,6.0,8.0,0.75,0.28,0.457,0.44,0.897,81.0,0.35,0.312,0.0,0.143,0.229,-0.086,1.6
2023,div1,Delgado,delgadocommunitycollege,home,San Jacinto,W,7-4,20230204_2gxa,14,32.0,29.0,7.0,9.0,0.0,0.0,0.0,5.0,2.0,0.0,2.0,10.0,9.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,1.25,0.31,0.375,0.31,0.685,62.0,0.474,0.583,0.0,0.312,0.062,0.25,0.2
2023,div1,Delgado,delgadocommunitycollege,home,Seminole State (OK),W,2-1,20230521_uh58,11,38.0,33.0,2.0,8.0,1.0,0.0,0.0,2.0,0.0,1.0,5.0,9.0,9.0,0.0,0.0,0.0,1.0,1.0,11.0,5.0,2.2,0.242,0.342,0.303,0.645,58.0,0.333,0.154,0.0,0.237,0.132,0.105,0.556
2023,div1,Delgado,delgadocommunitycollege,home,Seminole State (OK),W,3-2,20230520_ndq1,13,44.0,36.0,3.0,10.0,1.0,1.0,0.0,3.0,2.0,0.0,3.0,6.0,13.0,4.0,0.0,1.0,2.0,1.0,8.0,12.0,0.667,0.278,0.386,0.417,0.803,72.0,0.323,0.176,0.0,0.136,0.068,0.068,0.5
2023,div1,Delgado,delgadocommunitycollege,home,Triton,W,19-3,20230312_gqqh,16,36.0,25.0,19.0,14.0,4.0,0.0,0.0,15.0,1.0,0.0,10.0,5.0,18.0,0.0,0.0,1.0,4.0,0.0,2.0,5.0,0.4,0.56,0.667,0.88,1.547,139.0,0.667,0.792,0.0,0.139,0.278,-0.139,2.0
2023,div1,Delgado,delgadocommunitycollege,home,Triton,W,8-5,20230312_scn1,17,39.0,31.0,8.0,9.0,0.0,0.0,2.0,8.0,0.0,1.0,6.0,10.0,15.0,2.0,0.0,0.0,2.0,0.0,3.0,9.0,0.333,0.29,0.436,0.548,0.984,89.0,0.368,0.4,0.051,0.256,0.154,0.102,0.6
2023,div1,Delgado,delgadocommunitycollege,home,Waubonsee,W,11-0,20230318_5de5,14,29.0,23.0,11.0,10.0,1.0,0.0,2.0,12.0,0.0,0.0,5.0,3.0,17.0,1.0,0.0,0.0,3.0,0.0,2.0,7.0,0.286,0.435,0.552,0.87,1.422,128.0,0.444,0.643,0.069,0.103,0.172,-0.069,1.667
2023,div1,Delgado,delgadocommunitycollege,home,Waubonsee,W,11-5,20230318_i247,13,31.0,24.0,11.0,11.0,4.0,0.0,1.0,11.0,1.0,0.0,4.0,4.0,18.0,0.0,0.0,3.0,5.0,1.0,5.0,7.0,0.714,0.458,0.484,0.958,1.442,130.0,0.455,0.714,0.032,0.129,0.129,0.0,1.0
2023,div1,Dodge City,dodgecitycommunitycollege,home,Barton,W,3-1,20230323_tqzm,10,30.0,25.0,3.0,7.0,2.0,0.0,0.0,3.0,0.0,1.0,4.0,6.0,9.0,0.0,0.0,1.0,2.0,1.0,6.0,6.0,1.0,0.28,0.367,0.44,0.807,73.0,0.35,0.273,0.0,0.2,0.133,0.067,0.667
2023,div1,Dodge City,dodgecitycommunitycollege,home,Butler,W,7-1,20230429_up9f,11,35.0,28.0,7.0,9.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,3.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.321,0.457,0.321,0.778,70.0,0.36,0.438,0.0,0.086,0.171,-0.085,2.0
2023,div1,Dodge City,dodgecitycommunitycollege,home,Cloud County,W,1-0,20230504_xsty,10,19.0,18.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,10.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.111,0.158,0.333,0.491,44.0,0.143,0.0,0.053,0.526,0.053,0.473,0.1
2023,div1,Dodge City,dodgecitycommunitycollege,home,Cloud County,W,12-9,20230506_a1if,18,44.0,37.0,12.0,9.0,1.0,0.0,3.0,9.0,3.0,0.0,5.0,15.0,19.0,2.0,0.0,0.0,4.0,1.0,5.0,6.0,0.833,0.243,0.364,0.622,0.986,89.0,0.316,0.692,0.068,0.341,0.114,0.227,0.333
2023,div1,Dodge City,dodgecitycommunitycollege,home,Colby,W,12-5,20230401_13i7,15,51.0,40.0,12.0,13.0,6.0,0.0,1.0,11.0,1.0,0.0,6.0,10.0,22.0,4.0,0.0,1.0,7.0,0.0,10.0,6.0,1.667,0.325,0.451,0.725,1.176,106.0,0.4,0.5,0.02,0.196,0.118,0.078,0.6
2023,div1,Dodge City,dodgecitycommunitycollege,home,Colby,W,19-12,20230330_zp78,12,40.0,32.0,19.0,15.0,4.0,1.0,6.0,17.0,3.0,0.0,5.0,6.0,39.0,2.0,0.0,1.0,11.0,0.0,0.0,0.0,,0.469,0.55,1.562,2.112,190.0,0.429,0.812,0.15,0.15,0.125,0.025,0.833
2023,div1,Dodge City,dodgecitycommunitycollege,home,Colby,W,19-17,20230330_dye1,16,54.0,42.0,19.0,18.0,6.0,0.0,2.0,16.0,1.0,0.0,10.0,5.0,30.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,,0.429,0.537,0.905,1.442,130.0,0.444,0.63,0.037,0.093,0.185,-0.092,2.0
2023,div1,Dodge City,dodgecitycommunitycollege,home,East Central (MS),W,10-6,20230213_ygbh,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2023,div1,Dodge City,dodgecitycommunitycollege,home,Garden City,W,11-10,20230315_240f,13,37.0,29.0,11.0,13.0,6.0,1.0,1.0,10.0,3.0,1.0,6.0,5.0,24.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,,0.448,0.541,1.103,1.644,148.0,0.5,0.526,0.027,0.135,0.162,-0.027,1.2
2023,div1,Dodge City,dodgecitycommunitycollege,home,Garden City,W,12-5,20230318_nkcl,13,53.0,44.0,12.0,15.0,4.0,1.0,0.0,10.0,3.0,0.0,9.0,8.0,21.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,,0.341,0.453,0.591,1.044,94.0,0.417,0.5,0.0,0.151,0.17,-0.019,1.125
2023,div1,Dodge City,dodgecitycommunitycollege,home,Garden City,W,13-2,20230315_6dh9,18,34.0,31.0,13.0,12.0,2.0,0.0,4.0,12.0,0.0,0.0,3.0,4.0,26.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,,0.387,0.441,1.032,1.473,133.0,0.348,0.818,0.118,0.118,0.088,0.03,0.75
2023,div1,Dodge City,dodgecitycommunitycollege,home,Hutchinson,W,1-0,20230311_f0tz,11,33.0,29.0,1.0,7.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,6.0,8.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.241,0.303,0.31,0.613,55.0,0.304,0.1,0.0,0.182,0.061,0.121,0.333
2023,div1,Dodge City,dodgecitycommunitycollege,home,Hutchinson,W,13-7,20230309_5z7l,12,44.0,37.0,13.0,18.0,1.0,1.0,0.0,13.0,2.0,0.0,3.0,5.0,21.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.486,0.523,0.622,1.145,103.0,0.545,0.565,0.0,0.114,0.068,0.046,0.6
2023,div1,Dodge City,dodgecitycommunitycollege,home,Hutchinson,W,7-2,20230311_9659,12,28.0,25.0,7.0,7.0,2.0,0.0,0.0,5.0,1.0,1.0,1.0,7.0,9.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,,0.28,0.321,0.44,0.761,69.0,0.389,0.778,0.0,0.25,0.036,0.214,0.143
2023,div1,Dodge City,dodgecitycommunitycollege,home,Kansas City Kansas,W,10-5,20230511_2fnf,20,50.0,44.0,10.0,14.0,3.0,0.0,0.0,10.0,0.0,0.0,4.0,5.0,17.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,,0.318,0.38,0.455,0.835,75.0,0.35,0.526,0.0,0.1,0.08,0.02,0.8
2023,div1,Dodge City,dodgecitycommunitycollege,home,Louisiana Christian College,W,6-1,20230417_8auc,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2023,div1,Dodge City,dodgecitycommunitycollege,home,New Mexico,W,15-14,20230211_wyiz,18,48.0,36.0,14.0,11.0,3.0,0.0,1.0,11.0,3.0,0.0,7.0,8.0,17.0,3.0,1.0,1.0,4.0,0.0,0.0,0.0,,0.306,0.438,0.583,1.021,92.0,0.357,0.65,0.021,0.167,0.146,0.021,0.875
2023,div1,Dodge City,dodgecitycommunitycollege,home,North Central Texas,W,14-2,20230303_i5qz,13,35.0,27.0,14.0,9.0,2.0,0.0,2.0,11.0,0.0,0.0,7.0,7.0,17.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,,0.333,0.486,0.778,1.264,114.0,0.389,0.8,0.057,0.2,0.2,0.0,1.0
2023,div1,Dodge City,dodgecitycommunitycollege,home,North Central Texas,W,8-7,20230304_6aec,17,39.0,30.0,8.0,11.0,1.0,3.0,1.0,8.0,1.0,0.0,6.0,6.0,21.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,,0.367,0.487,0.867,1.354,122.0,0.417,0.389,0.026,0.154,0.154,0.0,1.0
2023,div1,Dodge City,dodgecitycommunitycollege,home,North Central Texas,W,9-3,20230304_xxvh,16,37.0,25.0,9.0,5.0,1.0,1.0,2.0,9.0,5.0,0.0,9.0,9.0,14.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,,0.2,0.459,0.72,1.179,106.0,0.214,0.467,0.054,0.243,0.243,0.0,1.0
2023,div1,Dodge City,dodgecitycommunitycollege,home,Northwestern Oklahoma State JV,W,7-1,20230403_z6aa,15,33.0,28.0,7.0,8.0,3.0,0.0,0.0,5.0,0.0,0.0,5.0,4.0,11.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.286,0.394,0.5,0.894,81.0,0.333,0.538,0.0,0.121,0.152,-0.031,1.25
2023,div1,Dodge City,dodgecitycommunitycollege,home,Otero,W,12-10,20230314_gqks,15,40.0,32.0,12.0,15.0,2.0,0.0,1.0,9.0,4.0,0.0,6.0,6.0,20.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,,0.469,0.55,0.719,1.269,114.0,0.56,0.524,0.025,0.15,0.15,0.0,1.0
2023,div1,Dodge City,dodgecitycommunitycollege,home,Otero,W,5-3,20230405_4gnq,12,26.0,23.0,5.0,5.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.217,0.308,0.217,0.525,47.0,0.25,0.625,0.0,0.115,0.115,0.0,1.0
2023,div1,Dodge City,dodgecitycommunitycollege,home,Otero,W,6-3,20230314_fk16,14,36.0,28.0,6.0,8.0,0.0,0.0,0.0,5.0,2.0,0.0,7.0,6.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.286,0.417,0.286,0.703,63.0,0.348,0.4,0.0,0.167,0.194,-0.027,1.167
2023,div1,Dodge City,dodgecitycommunitycollege,home,Pratt,W,4-3,20230413_b15p,12,41.0,32.0,5.0,6.0,2.0,0.0,0.0,3.0,1.0,0.0,4.0,9.0,8.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,,0.188,0.317,0.312,0.629,57.0,0.261,0.385,0.0,0.22,0.098,0.122,0.444
2023,div1,Dodge City,dodgecitycommunitycollege,home,Pratt,W,5-3,20230413_ob16,11,32.0,23.0,5.0,6.0,1.0,0.0,0.0,5.0,0.0,1.0,7.0,6.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.261,0.438,0.348,0.786,71.0,0.353,0.357,0.0,0.188,0.219,-0.031,1.167
2023,div1,Dodge City,dodgecitycommunitycollege,home,Pratt,W,5-4,20230416_jrqm,11,31.0,26.0,5.0,7.0,2.0,0.0,0.0,4.0,0.0,1.0,4.0,5.0,9.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,,0.269,0.355,0.423,0.778,70.0,0.333,0.455,0.0,0.161,0.129,0.032,0.8
2023,div1,Dodge City,dodgecitycommunitycollege,home,Pratt,W,9-4,20230416_en7p,12,40.0,34.0,9.0,12.0,1.0,1.0,2.0,8.0,0.0,0.0,4.0,5.0,21.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,,0.353,0.425,0.735,1.16,105.0,0.37,0.467,0.05,0.125,0.1,0.025,0.8
2023,div1,Dodge City,dodgecitycommunitycollege,home,Ranger,W,17-0,20230205_pi9q,15,42.0,31.0,18.0,13.0,3.0,0.0,0.0,13.0,2.0,0.0,6.0,3.0,16.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,,0.419,0.524,0.613,1.137,102.0,0.448,0.818,0.0,0.071,0.143,-0.072,2.0
2023,div1,Dodge City,dodgecitycommunitycollege,home,Ranger,W,9-0,20230204_a5f7,13,39.0,29.0,9.0,11.0,1.0,1.0,1.0,9.0,1.0,0.0,10.0,1.0,17.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,,0.379,0.538,0.69,1.228,111.0,0.37,0.4,0.026,0.026,0.256,-0.23,10.0
2023,div1,Dodge City,dodgecitycommunitycollege,home,Rose State,W,1-0,20230218_9ix1,11,27.0,24.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,6.0,7.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.167,0.259,0.333,0.592,53.0,0.176,0.0,0.037,0.222,0.074,0.148,0.333
2023,div1,Dodge City,dodgecitycommunitycollege,home,Seward County,W,15-12,20230423_1g1x,12,50.0,44.0,15.0,14.0,3.0,1.0,2.0,15.0,3.0,0.0,4.0,12.0,25.0,2.0,0.0,0.0,6.0,0.0,4.0,11.0,0.364,0.318,0.4,0.705,1.105,100.0,0.4,0.722,0.04,0.24,0.08,0.16,0.333
2023,div1,Dodge City,dodgecitycommunitycollege,home,St. Louis,W,6-5,20230219_0had,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2023,div1,Dodge City,dodgecitycommunitycollege,home,Triton,W,16-8,20230313_c5yp,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2023,div1,Dodge City,dodgecitycommunitycollege,home,Triton,W,6-4,20230311_upq7,1,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,0.0
2023,div1,Dodge City,dodgecitycommunitycollege,home,Triton,W,7-3,20230311_cur6,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,1.0,3.0,4.0,360.0,1.0,0.0,0.0,0.0,0.0,0.0,
2023,div1,Dyersburg State,dyersburgstatecommunitycollege,home,Cleveland State,W,3-0,20230304_vvhy,10,27.0,23.0,3.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,9.0,5.0,1.0,0.0,0.0,1.0,1.0,3.0,8.0,0.375,0.087,0.222,0.261,0.483,44.0,0.077,0.4,0.037,0.333,0.111,0.222,0.333
2023,div1,Dyersburg State,dyersburgstatecommunitycollege,home,Cleveland State,W,6-3,20230305_egkq,18,40.0,33.0,6.0,9.0,4.0,0.0,2.0,5.0,0.0,0.0,3.0,9.0,19.0,4.0,0.0,0.0,6.0,3.0,9.0,6.0,1.5,0.273,0.4,0.758,1.158,104.0,0.318,0.286,0.05,0.225,0.075,0.15,0.333
2023,div1,Dyersburg State,dyersburgstatecommunitycollege,home,Coahoma,W,12-1,20230207_1g0j,18,33.0,21.0,12.0,9.0,2.0,0.0,3.0,12.0,4.0,0.0,9.0,3.0,20.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0,,0.429,0.576,1.19,1.766,159.0,0.353,0.562,0.091,0.091,0.273,-0.182,3.0
2023,div1,Dyersburg State,dyersburgstatecommunitycollege,home,Coahoma,W,13-3,20230207_at1t,14,36.0,30.0,13.0,14.0,4.0,0.0,2.0,13.0,1.0,0.0,2.0,3.0,24.0,2.0,0.0,2.0,6.0,0.0,0.0,0.0,,0.467,0.5,1.0,1.5,135.0,0.444,0.688,0.056,0.083,0.056,0.027,0.667
2023,div1,Dyersburg State,dyersburgstatecommunitycollege,home,Columbia International College,W,7-3,20230228_67rw,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2023,div1,Dyersburg State,dyersburgstatecommunitycollege,home,Columbia State,W,2-1,20230310_4mod,13,31.0,29.0,2.0,6.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,6.0,10.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.207,0.258,0.414,0.672,61.0,0.227,0.143,0.032,0.194,0.032,0.162,0.167
2023,div1,Dyersburg State,dyersburgstatecommunitycollege,home,Columbia State,W,4-2,20230509_ldqo,13,35.0,28.0,4.0,5.0,1.0,0.0,0.0,4.0,0.0,0.0,7.0,11.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.179,0.343,0.25,0.593,53.0,0.294,0.333,0.0,0.314,0.2,0.114,0.636
2023,div1,Dyersburg State,dyersburgstatecommunitycollege,home,Florida SouthWestern State,W,5-3,20230210_gnm0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2023,div1,Dyersburg State,dyersburgstatecommunitycollege,home,Freed Hardeman University,W,5-4,20230322_w4re,17,37.0,25.0,5.0,5.0,1.0,0.0,1.0,5.0,0.0,1.0,12.0,4.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.2,0.459,0.44,0.899,81.0,0.2,0.25,0.027,0.108,0.324,-0.216,3.0
2023,div1,Dyersburg State,dyersburgstatecommunitycollege,home,Freed Hardeman University,W,9-3,20230301_nfst,17,46.0,37.0,9.0,11.0,5.0,0.0,0.0,7.0,2.0,0.0,5.0,12.0,16.0,2.0,1.0,1.0,5.0,0.0,0.0,0.0,,0.297,0.391,0.568,0.959,86.0,0.423,0.5,0.0,0.261,0.109,0.152,0.417
2023,div1,Dyersburg State,dyersburgstatecommunitycollege,home,Jackson State,W,13-3,20230402_yzc1,13,33.0,28.0,13.0,14.0,2.0,1.0,2.0,13.0,1.0,0.0,3.0,2.0,24.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,,0.5,0.515,1.036,1.551,140.0,0.462,0.733,0.061,0.061,0.091,-0.03,1.5
2023,div1,Dyersburg State,dyersburgstatecommunitycollege,home,Jackson State,W,4-3,20230402_z46w,13,33.0,27.0,4.0,8.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0,4.0,10.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,,0.296,0.364,0.444,0.808,73.0,0.32,0.333,0.0,0.121,0.03,0.091,0.25
2023,div1,Dyersburg State,dyersburgstatecommunitycollege,home,Jefferson (MO),W,2-1,20230212_4v3d,14,31.0,26.0,2.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.154,0.29,0.231,0.521,47.0,0.19,0.222,0.0,0.161,0.161,0.0,1.0
2023,div1,Dyersburg State,dyersburgstatecommunitycollege,home,John A. Logan,W,18-13,20230329_4x6c,20,58.0,42.0,18.0,16.0,3.0,0.0,1.0,17.0,3.0,0.0,11.0,7.0,22.0,3.0,0.0,2.0,4.0,0.0,0.0,0.0,,0.381,0.517,0.619,1.136,102.0,0.417,0.586,0.017,0.121,0.19,-0.069,1.571
2023,div1,Dyersburg State,dyersburgstatecommunitycollege,home,Kaskaskia,W,7-0,20230225_swoh,13,32.0,24.0,7.0,7.0,3.0,0.0,3.0,7.0,2.0,0.0,6.0,9.0,19.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,,0.292,0.438,1.042,1.48,133.0,0.308,0.364,0.094,0.281,0.188,0.093,0.667
2023,div1,Dyersburg State,dyersburgstatecommunitycollege,home,Lawson State,W,10-3,20230205_kd0j,13,40.0,31.0,10.0,10.0,3.0,0.0,0.0,7.0,2.0,0.0,5.0,9.0,13.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,,0.323,0.45,0.516,0.966,87.0,0.435,0.556,0.0,0.225,0.125,0.1,0.556
2023,div1,Dyersburg State,dyersburgstatecommunitycollege,home,Lewis & Clark,W,8-5,20230226_jjnl,15,31.0,25.0,8.0,8.0,5.0,0.0,2.0,7.0,2.0,0.0,3.0,4.0,19.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,,0.32,0.452,1.04,1.492,134.0,0.316,0.5,0.065,0.129,0.097,0.032,0.75
2023,div1,Dyersburg State,dyersburgstatecommunitycollege,home,Motlow State,W,4-2,20230410_vfc3,16,33.0,30.0,4.0,9.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,16.0,16.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.3,0.364,0.633,0.997,90.0,0.583,0.2,0.061,0.485,0.03,0.455,0.062
2023,div1,Dyersburg State,dyersburgstatecommunitycollege,home,Northeastern Oklahoma A&M,W,9-1,20230225_v5am,13,34.0,30.0,9.0,8.0,2.0,1.0,2.0,8.0,2.0,0.0,4.0,15.0,18.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,,0.267,0.353,0.767,1.12,101.0,0.462,0.7,0.059,0.441,0.118,0.323,0.267
2023,div1,Dyersburg State,dyersburgstatecommunitycollege,home,Northwest-Shoals Community College,W,7-0,20230212_hxl2,14,38.0,31.0,7.0,11.0,1.0,1.0,0.0,7.0,1.0,1.0,5.0,12.0,14.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,,0.355,0.447,0.516,0.963,87.0,0.579,0.412,0.0,0.316,0.132,0.184,0.417
2023,div1,Dyersburg State,dyersburgstatecommunitycollege,home,Olney Central,W,13-5,20230211_ou3u,15,40.0,31.0,13.0,13.0,1.0,0.0,1.0,12.0,1.0,1.0,7.0,6.0,17.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,,0.419,0.525,0.613,1.138,103.0,0.48,0.6,0.025,0.15,0.175,-0.025,1.167
2023,div1,Dyersburg State,dyersburgstatecommunitycollege,home,Rend Lake,W,18-8,20230426_i9im,16,54.0,40.0,18.0,15.0,4.0,1.0,0.0,16.0,3.0,1.0,11.0,13.0,21.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,,0.375,0.519,0.65,1.169,105.0,0.556,0.643,0.0,0.241,0.204,0.037,0.846
2023,div1,Dyersburg State,dyersburgstatecommunitycollege,home,Rend Lake,W,3-2,20230314_z0gm,16,40.0,30.0,3.0,5.0,1.0,0.0,0.0,1.0,3.0,0.0,7.0,10.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.167,0.375,0.233,0.608,55.0,0.25,0.2,0.0,0.25,0.175,0.075,0.7
2023,div1,Dyersburg State,dyersburgstatecommunitycollege,home,Roane State,W,12-0,20230415_js5l,10,31.0,21.0,12.0,10.0,3.0,0.0,1.0,11.0,0.0,0.0,5.0,2.0,16.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,,0.476,0.516,0.952,1.468,132.0,0.429,0.733,0.032,0.065,0.161,-0.096,2.5
2023,div1,Dyersburg State,dyersburgstatecommunitycollege,home,Roane State,W,5-0,20230415_lmua,14,35.0,25.0,5.0,5.0,2.0,1.0,0.0,5.0,3.0,0.0,7.0,8.0,9.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,,0.2,0.4,0.48,0.88,79.0,0.278,0.357,0.0,0.229,0.2,0.029,0.875
2023,div1,Dyersburg State,dyersburgstatecommunitycollege,home,Roane State,W,9-0,20230414_jhf4,12,37.0,30.0,9.0,9.0,2.0,1.0,1.0,8.0,1.0,0.0,4.0,3.0,16.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,,0.3,0.432,0.667,1.099,99.0,0.308,0.533,0.027,0.081,0.108,-0.027,1.333
2023,div1,Dyersburg State,dyersburgstatecommunitycollege,home,Shelton State,W,6-5,20230219_t4s1,17,34.0,32.0,6.0,10.0,4.0,0.0,0.0,5.0,1.0,0.0,1.0,9.0,14.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,,0.312,0.353,0.562,0.915,82.0,0.435,0.5,0.0,0.265,0.029,0.236,0.111
2023,div1,Dyersburg State,dyersburgstatecommunitycollege,home,Southwest Tennessee,W,14-6,20230317_tmuu,13,50.0,31.0,14.0,13.0,1.0,0.0,3.0,10.0,6.0,0.0,11.0,8.0,23.0,5.0,3.0,0.0,4.0,1.0,0.0,0.0,,0.419,0.58,0.871,1.451,131.0,0.5,0.423,0.06,0.16,0.22,-0.06,1.375
2023,div1,Dyersburg State,dyersburgstatecommunitycollege,home,Three Rivers,W,7-6,20230215_ccqv,22,37.0,30.0,7.0,8.0,3.0,0.0,2.0,7.0,0.0,1.0,4.0,6.0,17.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,,0.267,0.351,0.733,1.084,98.0,0.261,0.455,0.054,0.162,0.108,0.054,0.667
2023,div1,Dyersburg State,dyersburgstatecommunitycollege,home,Volunteer State,W,3-0,20230326_60gy,13,28.0,25.0,3.0,7.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,6.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.28,0.357,0.44,0.797,72.0,0.333,0.222,0.036,0.214,0.107,0.107,0.5
2023,div1,Dyersburg State,dyersburgstatecommunitycollege,home,Volunteer State,W,5-1,20230325_f8lp,12,37.0,32.0,5.0,11.0,5.0,0.0,1.0,5.0,0.0,0.0,4.0,7.0,19.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,,0.344,0.405,0.781,1.186,107.0,0.417,0.286,0.027,0.189,0.108,0.081,0.571
