season,njcaa_division,team,team_id,location,opponent,result,score,game_id,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,TB,HBP,SH,SF,XBH,HDP,GO,FO,GO/FO,BA,OBP,SLG,OPS,OPS+,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2021,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Andrew,L,13-2,20210411_rgh4,12,31.0,28.0,2.0,8.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,7.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.286,0.323,0.286,0.609,61.0,0.364,0.2,0.0,0.226,0.065,0.161,0.286
2021,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Andrew,L,17-9,20210406_wdhr,13,45.0,36.0,9.0,11.0,2.0,0.0,1.0,5.0,2.0,0.0,8.0,8.0,16.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,,0.306,0.444,0.528,0.972,98.0,0.37,0.421,0.022,0.178,0.178,0.0,1.0
2021,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Andrew,L,7-3,20210406_f8qu,12,32.0,29.0,3.0,9.0,2.0,0.0,0.0,3.0,1.0,1.0,3.0,4.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.31,0.375,0.448,0.823,83.0,0.36,0.25,0.0,0.125,0.094,0.031,0.75
2021,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Andrew,L,8-4,20210316_sv7e,14,29.0,25.0,4.0,7.0,1.0,0.0,0.0,4.0,0.0,0.0,3.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.28,0.345,0.36,0.705,71.0,0.389,0.4,0.0,0.276,0.103,0.173,0.375
2021,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Andrew,L,9-3,20210411_oyed,12,29.0,29.0,3.0,9.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,4.0,15.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.31,0.31,0.586,0.896,90.0,0.304,0.143,0.069,0.138,0.0,0.138,0.0
2021,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Andrew,W,5-4,20210316_aggf,13,48.0,45.0,5.0,17.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,6.0,20.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.378,0.396,0.467,0.863,87.0,0.421,0.222,0.021,0.125,0.021,0.104,0.167
2021,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Central Florida,L,5-1,20210221_rgdk,12,28.0,27.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,14.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.185,0.214,0.259,0.473,48.0,0.385,0.167,0.0,0.5,0.036,0.464,0.071
2021,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Central Florida,L,6-1,20210221_nsww,15,27.0,25.0,1.0,4.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.16,0.222,0.24,0.462,46.0,0.16,0.167,0.0,0.0,0.074,-0.074,
2021,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Chattahoochee Valley,L,8-4,20210309_tr2s,15,40.0,35.0,4.0,7.0,0.0,0.0,2.0,3.0,2.0,0.0,4.0,12.0,13.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.2,0.3,0.429,0.729,73.0,0.238,0.2,0.05,0.3,0.1,0.2,0.333
2021,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,East Georgia State,L,10-0,20210320_7bpq,12,30.0,30.0,0.0,6.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,14.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.2,0.2,0.267,0.467,47.0,0.375,0.0,0.0,0.467,0.0,0.467,0.0
2021,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,East Georgia State,L,14-9,20210416_1pnd,14,48.0,38.0,9.0,13.0,2.0,0.0,2.0,8.0,1.0,0.0,7.0,9.0,21.0,3.0,0.0,0.0,4.0,2.0,0.0,0.0,,0.342,0.479,0.658,1.137,114.0,0.407,0.333,0.042,0.188,0.146,0.042,0.778
2021,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,East Georgia State,L,4-1,20210416_f5vq,10,24.0,23.0,1.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,10.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,,0.217,0.208,0.565,0.773,78.0,0.267,0.0,0.042,0.292,0.0,0.292,0.0
2021,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,East Georgia State,L,6-4,20210320_cbzc,15,37.0,32.0,4.0,13.0,0.0,0.0,1.0,4.0,0.0,0.0,5.0,9.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.406,0.486,0.531,1.017,102.0,0.545,0.176,0.027,0.243,0.135,0.108,0.556
2021,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,East Georgia State,L,6-5,20210507_vtgn,14,36.0,34.0,5.0,8.0,1.0,0.0,1.0,5.0,1.0,1.0,2.0,11.0,12.0,0.0,0.0,0.0,2.0,0.0,8.0,7.0,1.143,0.235,0.278,0.412,0.69,69.0,0.318,0.444,0.028,0.306,0.056,0.25,0.182
2021,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,East Georgia State,W,10-9,20210413_n1k1,13,47.0,37.0,10.0,10.0,1.0,1.0,1.0,8.0,1.0,2.0,8.0,19.0,16.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.27,0.426,0.514,0.94,95.0,0.529,0.474,0.021,0.404,0.17,0.234,0.421
2021,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,East Georgia State,W,19-2,20210413_sbbo,15,44.0,32.0,19.0,16.0,5.0,0.0,2.0,17.0,1.0,0.0,7.0,7.0,27.0,4.0,0.0,1.0,7.0,0.0,0.0,0.0,,0.5,0.614,1.062,1.676,169.0,0.583,0.68,0.045,0.159,0.159,0.0,1.0
2021,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Florida State Jacksonville,L,5-2,20210211_kfjx,12,27.0,25.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,7.0,6.0,1.0,0.0,0.0,2.0,0.0,6.0,8.0,0.75,0.16,0.222,0.32,0.542,55.0,0.222,0.333,0.0,0.259,0.037,0.222,0.143
2021,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Florida State Jacksonville,W,6-2,20210211_l7tn,16,35.0,28.0,6.0,7.0,2.0,0.0,2.0,4.0,1.0,1.0,6.0,7.0,15.0,1.0,0.0,0.0,4.0,0.0,7.0,6.0,1.167,0.25,0.4,0.679,1.079,109.0,0.263,0.333,0.057,0.2,0.171,0.029,0.857
