date,location,opponent,result,score,team_score,opp_score,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 1,home,vs. Walters State,W,4-0,4,4,,,,,,,,,,,,,2014,2013-14,div1,East Georgia State,eastgeorgiacollege,zachcearleybc8p,Zach Cearley
Feb 2,away,USC Salkehatchie,W,4-2,4,4,0,0,0,0,2.0,1,0,0,0.00,1,1,0,2014,2013-14,div1,East Georgia State,eastgeorgiacollege,zachcearleybc8p,Zach Cearley
Feb 5,away,Brewton Parker JV,,,,,,,,,,,,,,,,,2014,2013-14,div1,East Georgia State,eastgeorgiacollege,zachcearleybc8p,Zach Cearley
Feb 5,away,Brewton Parker JV,,,,,,,,,,,,,,,,,2014,2013-14,div1,East Georgia State,eastgeorgiacollege,zachcearleybc8p,Zach Cearley
Feb 10,away,Brewton Parker JV,W,5-2,5,5,,,,,,,,,,,,,2014,2013-14,div1,East Georgia State,eastgeorgiacollege,zachcearleybc8p,Zach Cearley
Feb 10,away,Brewton Parker JV,W,6-0,6,6,0,1,0,0,1.0,,,,0.00,,,,2014,2013-14,div1,East Georgia State,eastgeorgiacollege,zachcearleybc8p,Zach Cearley
Feb 19,away,Brewton Parker JV,L,5-4,5,5,0,0,0,0,1.0,3,3,2,18.00,1,1,,2014,2013-14,div1,East Georgia State,eastgeorgiacollege,zachcearleybc8p,Zach Cearley
Feb 19,away,Brewton Parker JV,W,7-0,7,7,,,,,,,,,,,,,2014,2013-14,div1,East Georgia State,eastgeorgiacollege,zachcearleybc8p,Zach Cearley
Feb 22,away,Chattahoochee Valley,L,2-0,2,2,,,,,,,,,,,,,2014,2013-14,div1,East Georgia State,eastgeorgiacollege,zachcearleybc8p,Zach Cearley
Feb 22,away,Chattahoochee Valley,L,15-2,15,15,0,0,0,0,0.2,2,,,0.00,,,,2014,2013-14,div1,East Georgia State,eastgeorgiacollege,zachcearleybc8p,Zach Cearley
Feb 24,home,Chattahoochee Valley,,,,,,,,,,,,,,,,,2014,2013-14,div1,East Georgia State,eastgeorgiacollege,zachcearleybc8p,Zach Cearley
Feb 28,home,USC Salkehatchie,L,5-3,5,5,0,0,0,0,3.0,3,1,1,3.00,0,2,0,2014,2013-14,div1,East Georgia State,eastgeorgiacollege,zachcearleybc8p,Zach Cearley
Feb 28,home,USC Salkehatchie,W,6-3,6,6,,,,,,,,,,,,,2014,2013-14,div1,East Georgia State,eastgeorgiacollege,zachcearleybc8p,Zach Cearley
Mar 4,home,Georgia Perimeter,L,10-3,10,10,0,0,0,0,0.2,1,,,0.00,,1,,2014,2013-14,div1,East Georgia State,eastgeorgiacollege,zachcearleybc8p,Zach Cearley
Mar 8,away,Georgia Perimeter,L,3-1,3,3,,,,,,,,,,,,,2014,2013-14,div1,East Georgia State,eastgeorgiacollege,zachcearleybc8p,Zach Cearley
Mar 8,away,Georgia Perimeter,L,9-2,9,9,1,0,0,0,3.0,5,9,4,12.00,2,2,,2014,2013-14,div1,East Georgia State,eastgeorgiacollege,zachcearleybc8p,Zach Cearley
Mar 9,away,Georgia Perimeter,L,11-6,11,11,,,,,,,,,,,,,2014,2013-14,div1,East Georgia State,eastgeorgiacollege,zachcearleybc8p,Zach Cearley
