date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
May 12,home,Indian Hills,L,5-4,5,4,1,win,20230512_vkhw,0,0,0,0,2.0,1,,,0.00,1,,,2023,2022-23,div1,Southwestern,southwesterncommunitycollege,tylerrupemrls,Tyler Rupe
May 7,home,Des Moines Area,L,5-4,5,4,1,win,20230507_ryn1,0,0,0,0,3.0,3,1,1,3.00,1,1,,2023,2022-23,div1,Southwestern,southwesterncommunitycollege,tylerrupemrls,Tyler Rupe
May 6,home,Des Moines Area,L,7-2,7,2,5,win,20230506_u8n1,0,0,0,0,0.2,,,,0.00,1,,,2023,2022-23,div1,Southwestern,southwesterncommunitycollege,tylerrupemrls,Tyler Rupe
Apr 29,home,Marshalltown,W,3-1,3,1,2,win,20230429_zwm2,0,0,0,1,2.0,1,,,0.00,1,2,,2023,2022-23,div1,Southwestern,southwesterncommunitycollege,tylerrupemrls,Tyler Rupe
Apr 26,home,Iowa Western,L,10-7,10,7,3,win,20230426_z865,0,0,0,0,1.0,,,,0.00,,,,2023,2022-23,div1,Southwestern,southwesterncommunitycollege,tylerrupemrls,Tyler Rupe
Apr 24,home,Indian Hills,L,12-2,12,2,10,win,20230424_8b23,0,0,0,0,2.0,5,4,3,13.50,,1,,2023,2022-23,div1,Southwestern,southwesterncommunitycollege,tylerrupemrls,Tyler Rupe
Apr 21,home,Kirkwood,L,28-7,28,7,21,win,20230421_5xky,0,0,0,0,0.2,1,1,1,13.50,2,2,,2023,2022-23,div1,Southwestern,southwesterncommunitycollege,tylerrupemrls,Tyler Rupe
Apr 7,home,Northeast,L,19-4,19,4,15,win,20230407_vq28,0,0,0,0,1.0,,,,0.00,2,,,2023,2022-23,div1,Southwestern,southwesterncommunitycollege,tylerrupemrls,Tyler Rupe
Apr 6,home,Iowa Central,L,8-3,8,3,5,win,20230406_vhds,0,0,0,0,1.0,2,1,1,9.00,1,,,2023,2022-23,div1,Southwestern,southwesterncommunitycollege,tylerrupemrls,Tyler Rupe
Apr 2,home,Southeastern,L,34-10,34,10,24,win,20230402_ktk1,0,0,0,0,1.0,,,,0.00,1,1,,2023,2022-23,div1,Southwestern,southwesterncommunitycollege,tylerrupemrls,Tyler Rupe
Apr 1,home,Southeastern,L,15-7,15,7,8,win,20230401_vb0k,0,0,0,0,0.0,1,1,1,INF,,,,2023,2022-23,div1,Southwestern,southwesterncommunitycollege,tylerrupemrls,Tyler Rupe
Mar 29,home,North Iowa Area,L,11-2,11,2,9,win,20230329_yxch,0,0,0,0,1.0,,,,0.00,,1,,2023,2022-23,div1,Southwestern,southwesterncommunitycollege,tylerrupemrls,Tyler Rupe
Mar 25,home,Ellsworth,L,10-1,10,1,9,win,20230325_qsvu,0,0,0,0,3.0,4,3,3,9.00,2,2,1,2023,2022-23,div1,Southwestern,southwesterncommunitycollege,tylerrupemrls,Tyler Rupe
Mar 15,home,Iowa Central,L,7-2,7,2,5,win,20230315_dogz,0,0,0,0,1.0,,,,0.00,1,,,2023,2022-23,div1,Southwestern,southwesterncommunitycollege,tylerrupemrls,Tyler Rupe
Feb 18,home,Johnson County,L,14-4,14,4,10,win,20230218_hy85,0,0,0,0,0.1,2,2,1,27.00,,,1,2023,2022-23,div1,Southwestern,southwesterncommunitycollege,tylerrupemrls,Tyler Rupe
