date,location,opponent,result,score,team_score,opp_score,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Sep 27  #,home,vs. Seminole State (OK),,,,,,,,,,,,,,,,,2020,2019-20,div1,Barton,bartoncommunitycollege,noahgeekier2l8,Noah Geekie
Oct 10  #,home,vs. Fort Scott,,,,,,,,,,,,,,,,,2020,2019-20,div1,Barton,bartoncommunitycollege,noahgeekier2l8,Noah Geekie
Feb 8,away,Carl Albert State,W,7-2,7,7,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Barton,bartoncommunitycollege,noahgeekier2l8,Noah Geekie
Feb 8,away,Carl Albert State,L,2-0,2,2,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Barton,bartoncommunitycollege,noahgeekier2l8,Noah Geekie
Feb 9,away,Carl Albert State,W,6-0,6,6,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Barton,bartoncommunitycollege,noahgeekier2l8,Noah Geekie
Feb 9,away,Carl Albert State,W,13-4,13,13,1,1,0,0,5.0,0,0,0,0.00,2,7,,2020,2019-20,div1,Barton,bartoncommunitycollege,noahgeekier2l8,Noah Geekie
Feb 14,away,Rose State,W,14-4,14,14,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Barton,bartoncommunitycollege,noahgeekier2l8,Noah Geekie
Feb 15,away,Rose State,W,8-0,8,8,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Barton,bartoncommunitycollege,noahgeekier2l8,Noah Geekie
Feb 15,away,Rose State,L,9-5,9,9,1,0,1,0,3.1,5,3,2,5.40,2,4,1,2020,2019-20,div1,Barton,bartoncommunitycollege,noahgeekier2l8,Noah Geekie
Feb 18,away,Hesston,,,,,,,,,,,,,,,,,2020,2019-20,div1,Barton,bartoncommunitycollege,noahgeekier2l8,Noah Geekie
Feb 21,away,Western Nebraska,W,7-0,7,7,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Barton,bartoncommunitycollege,noahgeekier2l8,Noah Geekie
Feb 21,away,Western Nebraska,W,9-6,9,9,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Barton,bartoncommunitycollege,noahgeekier2l8,Noah Geekie
Feb 22,away,Western Nebraska,W,10-0,10,10,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Barton,bartoncommunitycollege,noahgeekier2l8,Noah Geekie
Feb 22,away,Western Nebraska,W,12-4,12,12,1,0,0,0,3.0,4,4,2,6.00,1,6,,2020,2019-20,div1,Barton,bartoncommunitycollege,noahgeekier2l8,Noah Geekie
Feb 26,home,Kansas Wesleyan University JV,,,,,,,,,,,,,,,,,2020,2019-20,div1,Barton,bartoncommunitycollege,noahgeekier2l8,Noah Geekie
Feb 27,home,Kansas Wesleyan University JV,W,5-0,5,5,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Barton,bartoncommunitycollege,noahgeekier2l8,Noah Geekie
Feb 27,home,Kansas Wesleyan University JV,W,14-3,14,14,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Barton,bartoncommunitycollege,noahgeekier2l8,Noah Geekie
Mar 2,away,Kansas Wesleyan University JV,W,20-5,20,20,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Barton,bartoncommunitycollege,noahgeekier2l8,Noah Geekie
Mar 2,away,Kansas Wesleyan University JV,W,12-1,12,12,1,1,0,0,2.0,0,0,0,0.00,1,3,,2020,2019-20,div1,Barton,bartoncommunitycollege,noahgeekier2l8,Noah Geekie
Mar 5,away,Hutchinson,W,4-3,4,4,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Barton,bartoncommunitycollege,noahgeekier2l8,Noah Geekie
Mar 5,away,Hutchinson,W,3-2,3,3,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Barton,bartoncommunitycollege,noahgeekier2l8,Noah Geekie
Mar 7,home,Hutchinson,W,12-1,12,12,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Barton,bartoncommunitycollege,noahgeekier2l8,Noah Geekie
Mar 7,home,Hutchinson,W,16-6,16,16,1,0,0,0,3.0,5,4,4,12.00,1,2,2,2020,2019-20,div1,Barton,bartoncommunitycollege,noahgeekier2l8,Noah Geekie
Mar 9,home,North Iowa Area,W,8-4,8,8,,,,,,,,,,,,,2020,2019-20,div1,Barton,bartoncommunitycollege,noahgeekier2l8,Noah Geekie
Mar 12,away,Colby,L,19-14,19,19,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Barton,bartoncommunitycollege,noahgeekier2l8,Noah Geekie
Mar 12,away,Colby,W,12-1,12,12,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Barton,bartoncommunitycollege,noahgeekier2l8,Noah Geekie
Mar 14,home,Colby,,,,,,,,,,,,,,,,,2020,2019-20,div1,Barton,bartoncommunitycollege,noahgeekier2l8,Noah Geekie
Mar 14,home,Colby,,,,,,,,,,,,,,,,,2020,2019-20,div1,Barton,bartoncommunitycollege,noahgeekier2l8,Noah Geekie
Mar 19,away,Dodge City,,,,,,,,,,,,,,,,,2020,2019-20,div1,Barton,bartoncommunitycollege,noahgeekier2l8,Noah Geekie
Mar 19,away,Dodge City,,,,,,,,,,,,,,,,,2020,2019-20,div1,Barton,bartoncommunitycollege,noahgeekier2l8,Noah Geekie
Mar 21,home,Dodge City,,,,,,,,,,,,,,,,,2020,2019-20,div1,Barton,bartoncommunitycollege,noahgeekier2l8,Noah Geekie
Mar 21,home,Dodge City,,,,,,,,,,,,,,,,,2020,2019-20,div1,Barton,bartoncommunitycollege,noahgeekier2l8,Noah Geekie
Mar 24,home,Redlands,,,,,,,,,,,,,,,,,2020,2019-20,div1,Barton,bartoncommunitycollege,noahgeekier2l8,Noah Geekie
Mar 24,home,Redlands,,,,,,,,,,,,,,,,,2020,2019-20,div1,Barton,bartoncommunitycollege,noahgeekier2l8,Noah Geekie
Mar 26,away,Coffeyville,,,,,,,,,,,,,,,,,2020,2019-20,div1,Barton,bartoncommunitycollege,noahgeekier2l8,Noah Geekie
Mar 26,away,Coffeyville,,,,,,,,,,,,,,,,,2020,2019-20,div1,Barton,bartoncommunitycollege,noahgeekier2l8,Noah Geekie
Mar 28,home,Coffeyville,,,,,,,,,,,,,,,,,2020,2019-20,div1,Barton,bartoncommunitycollege,noahgeekier2l8,Noah Geekie
Mar 28,home,Coffeyville,,,,,,,,,,,,,,,,,2020,2019-20,div1,Barton,bartoncommunitycollege,noahgeekier2l8,Noah Geekie
Apr 2,home,Seward County,,,,,,,,,,,,,,,,,2020,2019-20,div1,Barton,bartoncommunitycollege,noahgeekier2l8,Noah Geekie
Apr 2,home,Seward County,,,,,,,,,,,,,,,,,2020,2019-20,div1,Barton,bartoncommunitycollege,noahgeekier2l8,Noah Geekie
