date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Mar 11,home,Hinds,L,11-4,11,4,7,win,20230311_8m2s,0,0,0,0,0.2,3,2,2,27.00,1,0,1,2023,2022-23,div2,East Mississippi,eastmississippicommunitycollege,grayberryatcv,Gray Berry
Mar 4,home,Lawson State,L,5-1,5,1,4,win,20230304_gk2z,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div2,East Mississippi,eastmississippicommunitycollege,grayberryatcv,Gray Berry
Mar 4,home,Lawson State,W,11-5,11,5,6,win,20230304_g53u,0,0,0,0,2.2,3,3,3,10.13,1,2,1,2023,2022-23,div2,East Mississippi,eastmississippicommunitycollege,grayberryatcv,Gray Berry
Feb 24,home,Shelton State,W,6-4,6,4,2,win,20230224_vm1e,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div2,East Mississippi,eastmississippicommunitycollege,grayberryatcv,Gray Berry
Feb 21,home,Mississippi Delta,L,11-9,11,9,2,win,20230221_6hzu,0,0,0,0,4.0,2,,,0.00,2,3,,2023,2022-23,div2,East Mississippi,eastmississippicommunitycollege,grayberryatcv,Gray Berry
Feb 18,home,Chipola,L,11-0,11,0,11,win,20230218_7q49,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div2,East Mississippi,eastmississippicommunitycollege,grayberryatcv,Gray Berry
Feb 17,home,Miami Dade,L,14-7,14,7,7,win,20230217_036f,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div2,East Mississippi,eastmississippicommunitycollege,grayberryatcv,Gray Berry
Feb 12,home,Snead State,L,16-4,16,4,12,win,20230212_ubft,0,0,0,0,1.0,1,,,0.00,,1,,2023,2022-23,div2,East Mississippi,eastmississippicommunitycollege,grayberryatcv,Gray Berry
Feb 9,home,Snead State,W,11-9,11,9,2,win,20230209_sojf,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div2,East Mississippi,eastmississippicommunitycollege,grayberryatcv,Gray Berry
