date,location,opponent,result,score,team_score,opp_score,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 2,home,Dallas College - Eastfield,W,6-3,6,6,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,div1,Hill,hillcollege,calebdean791s,Caleb Dean
Feb 3,home,Dallas College - Cedar Valley,W,14-5,14,14,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,div1,Hill,hillcollege,calebdean791s,Caleb Dean
Feb 6,home,Bossier Parish,W,13-12,13,13,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,div1,Hill,hillcollege,calebdean791s,Caleb Dean
Feb 6,home,Bossier Parish,W,8-3,8,8,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,div1,Hill,hillcollege,calebdean791s,Caleb Dean
Feb 9,away,Murray State,L,15-14,15,15,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,div1,Hill,hillcollege,calebdean791s,Caleb Dean
Feb 12,away,Paris,L,5-0,5,5,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,div1,Hill,hillcollege,calebdean791s,Caleb Dean
Feb 12,home,vs. Cowley,L,7-5,7,7,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,div1,Hill,hillcollege,calebdean791s,Caleb Dean
Feb 16,home,Navarro,W,17-13,17,17,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,div1,Hill,hillcollege,calebdean791s,Caleb Dean
Feb 17,home,Howard Payne,W,11-2,11,11,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,div1,Hill,hillcollege,calebdean791s,Caleb Dean
Feb 17,home,Howard Payne,W,14-0,14,14,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,div1,Hill,hillcollege,calebdean791s,Caleb Dean
Feb 19,home,Paris,L,6-1,6,6,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,div1,Hill,hillcollege,calebdean791s,Caleb Dean
Feb 19,home,Paris,L,10-2,10,10,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,div1,Hill,hillcollege,calebdean791s,Caleb Dean
Feb 25,away,Bossier Parish,L,6-4,6,6,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,div1,Hill,hillcollege,calebdean791s,Caleb Dean
Feb 26,away,Northeast Texas,W,5-3,5,5,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,div1,Hill,hillcollege,calebdean791s,Caleb Dean
Feb 29,away,Concordia University,W,8-4,8,8,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,div1,Hill,hillcollege,calebdean791s,Caleb Dean
Feb 29,away,Concordia University,L,2-0,2,2,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,div1,Hill,hillcollege,calebdean791s,Caleb Dean
Mar 3,home,Indian Hills,W,11-2,11,11,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,div1,Hill,hillcollege,calebdean791s,Caleb Dean
