date,location,opponent,result,score,team_score,opp_score,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 31,away,Coastal Alabama - Monroeville,,,,,,,,,,,,,,,,,2020,2019-20,div1,Dyersburg State,dyersburgstatecommunitycollege,haydencampbellmf9q,Hayden Campbell
Feb 1,away,Coastal Alabama - Monroeville,,,,,,,,,,,,,,,,,2020,2019-20,div1,Dyersburg State,dyersburgstatecommunitycollege,haydencampbellmf9q,Hayden Campbell
Feb 1,away,Coastal Alabama - Monroeville,,,,,,,,,,,,,,,,,2020,2019-20,div1,Dyersburg State,dyersburgstatecommunitycollege,haydencampbellmf9q,Hayden Campbell
Feb 2,away,Coastal Alabama - Monroeville,W,18-11,18,18,0,0,0,1,3.0,4,3,3,9.00,,5,2,2020,2019-20,div1,Dyersburg State,dyersburgstatecommunitycollege,haydencampbellmf9q,Hayden Campbell
Feb 3,away,Coastal Alabama - Monroeville,W,9-3,9,9,,,,,,,,,,,,,2020,2019-20,div1,Dyersburg State,dyersburgstatecommunitycollege,haydencampbellmf9q,Hayden Campbell
Feb 3,away,Coastal Alabama - Monroeville,W,5-4,5,5,,,,,,,,,,,,,2020,2019-20,div1,Dyersburg State,dyersburgstatecommunitycollege,haydencampbellmf9q,Hayden Campbell
Feb 7,away,Jones,W,9-5,9,9,0,0,0,0,0.1,0,0,0,0.00,0,0,,2020,2019-20,div1,Dyersburg State,dyersburgstatecommunitycollege,haydencampbellmf9q,Hayden Campbell
Feb 8,away,Jones,W,10-4,10,10,,,,,,,,,,,,,2020,2019-20,div1,Dyersburg State,dyersburgstatecommunitycollege,haydencampbellmf9q,Hayden Campbell
Feb 8,away,Jones,L,5-3,5,5,,,,,,,,,,,,,2020,2019-20,div1,Dyersburg State,dyersburgstatecommunitycollege,haydencampbellmf9q,Hayden Campbell
Feb 14,away,Southern Union State,W,20-10,20,20,,,,,,,,,,,,,2020,2019-20,div1,Dyersburg State,dyersburgstatecommunitycollege,haydencampbellmf9q,Hayden Campbell
Feb 14,home,vs. John A. Logan,L,3-1,3,3,,,,,,,,,,,,,2020,2019-20,div1,Dyersburg State,dyersburgstatecommunitycollege,haydencampbellmf9q,Hayden Campbell
Feb 15,home,vs. Spartanburg Methodist,W,9-8,9,9,,,,,,,,,,,,,2020,2019-20,div1,Dyersburg State,dyersburgstatecommunitycollege,haydencampbellmf9q,Hayden Campbell
Feb 21,away,Chipola,L,7-5,7,7,0,0,0,0,1.2,3,,,0.00,,1,,2020,2019-20,div1,Dyersburg State,dyersburgstatecommunitycollege,haydencampbellmf9q,Hayden Campbell
Feb 21,home,vs. Gordon State,L,9-4,9,9,,,,,,,,,,,,,2020,2019-20,div1,Dyersburg State,dyersburgstatecommunitycollege,haydencampbellmf9q,Hayden Campbell
Feb 22,away,Wallace-Dothan,W,8-5,8,8,,,,,,,,,,,,,2020,2019-20,div1,Dyersburg State,dyersburgstatecommunitycollege,haydencampbellmf9q,Hayden Campbell
Feb 23,home,vs. Wabash Valley,W,6-4,6,6,,,,,,,,,,,,,2020,2019-20,div1,Dyersburg State,dyersburgstatecommunitycollege,haydencampbellmf9q,Hayden Campbell
Feb 29,home,Columbia State,L,8-2,8,8,,,,,,,,,,,,,2020,2019-20,div1,Dyersburg State,dyersburgstatecommunitycollege,haydencampbellmf9q,Hayden Campbell
Feb 29,home,Columbia State,W,4-3,4,4,,,,,,,,,,,,,2020,2019-20,div1,Dyersburg State,dyersburgstatecommunitycollege,haydencampbellmf9q,Hayden Campbell
Mar 1,home,Columbia State,W,7-5,7,7,,,,,,,,,,,,,2020,2019-20,div1,Dyersburg State,dyersburgstatecommunitycollege,haydencampbellmf9q,Hayden Campbell
