date,location,opponent,result,score,team_score,opp_score,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 16,away,Rose State,L,7-4,7,7,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Feb 16,away,Rose State,W,5-3,5,5,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Feb 23,away,Kansas City Kansas,,,,,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Feb 23,away,Kansas City Kansas,,,,,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Feb 24,away,Kansas City Kansas,,,,,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Feb 24,away,Kansas City Kansas,,,,,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Mar 3,home,Dodge City,L,6-4,6,6,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Mar 3,home,Dodge City,W,9-1,9,9,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Mar 4,home,Dodge City,W,2-1,2,2,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Mar 4,home,Dodge City,L,2-1,2,2,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Mar 7,home,Rose State,W,4-3,4,4,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Mar 7,home,Rose State,W,7-0,7,7,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Mar 8,away,Garden City,L,8-6,8,8,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Mar 8,away,Garden City,L,10-6,10,10,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Mar 9,away,Garden City,W,16-3,16,16,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Mar 9,away,Garden City,L,8-6,8,8,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Mar 13,home,Crowder,L,13-5,13,13,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Mar 16,home,vs. Western Oklahoma State,W,3-2,3,3,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Mar 16,home,vs. Western Oklahoma State,L,2-0,2,2,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Mar 19,home,Hesston,L,2-1,2,2,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Mar 20,home,Iowa Western,L,6-0,6,6,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Mar 20,home,Iowa Western,L,5-3,5,5,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Mar 22,home,Pratt,L,9-0,9,9,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Mar 22,home,Pratt,W,3-2,3,3,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Mar 26,home,Pratt,L,3-1,3,3,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Mar 26,home,Pratt,L,2-1,2,2,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Mar 29,away,Seward County,L,2-0,2,2,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Mar 29,away,Seward County,L,5-3,5,5,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Mar 30,away,Seward County,L,9-0,9,9,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Mar 30,away,Seward County,W,6-5,6,6,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Apr 4,away,Hesston,L,6-5,6,6,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Apr 6,home,Colby,L,6-2,6,6,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Apr 6,home,Colby,L,8-5,8,8,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Apr 7,home,Colby,L,4-3,4,4,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Apr 7,home,Colby,W,8-7,8,8,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Apr 9,home,MCC-Longview,L,7-5,7,7,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Apr 9,home,MCC-Longview,L,9-8,9,9,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Apr 13,away,Cloud County,W,11-1,11,11,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Apr 13,away,Cloud County,W,7-1,7,7,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Apr 14,away,Cloud County,W,8-6,8,8,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Apr 14,away,Cloud County,L,14-10,14,14,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Apr 16,away,Hesston,W,9-5,9,9,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Apr 20,home,Butler,W,9-6,9,9,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Apr 20,home,Butler,L,9-6,9,9,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Apr 21,home,Butler,W,11-0,11,11,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Apr 21,home,Butler,L,15-11,15,15,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Apr 23,away,Seminole State (OK),L,10-7,10,10,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Apr 23,away,Seminole State (OK),W,15-7,15,15,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Apr 26,away,Barton,W,8-7,8,8,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Apr 27,away,Barton,L,9-6,9,9,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Apr 27,away,Barton,W,5-1,5,5,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Apr 28,away,Barton,W,11-7,11,11,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Apr 29,away,Hesston,W,6-3,6,6,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
Apr 30,away,Pratt,W,6-5,6,6,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
May 5,away,Coffeyville,L,8-4,8,8,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
May 5,away,Coffeyville,L,5-4,5,5,,,,,,,,,,,,,2013,2012-13,div1,Hutchinson,hutchinsoncommunitycollege,dylanheathjugg,Dylan Heath
