date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
May 3,home,Cowley,L,9-6,9,6,3,win,20240503_dcto,0,0,1,0,1.0,2,2,1,9.00,3.00,1,,2024,2023-24,div1,Highland (KS),highlandcommunitycollegekansas,bradynrosesdx2,Bradyn Rose
Apr 20,home,Allen County,W,11-9,11,9,2,win,20240420_9wks,0,0,0,0,0.1,2,3,3,81.00,15.00,3,,2024,2023-24,div1,Highland (KS),highlandcommunitycollegekansas,bradynrosesdx2,Bradyn Rose
Apr 13,home,Coffeyville,L,9-7,9,7,2,win,20240413_kira,0,0,0,0,2.1,,,,0.00,,,2,2024,2023-24,div1,Highland (KS),highlandcommunitycollegekansas,bradynrosesdx2,Bradyn Rose
Apr 9,home,Southeast,L,12-10,12,10,2,win,20240409_4mmo,0,0,0,0,2.0,1,,,0.00,.50,,2,2024,2023-24,div1,Highland (KS),highlandcommunitycollegekansas,bradynrosesdx2,Bradyn Rose
Mar 28,home,Johnson County,L,6-2,6,2,4,win,20240328_9dpx,0,0,0,0,1.0,,,,0.00,,,,2024,2023-24,div1,Highland (KS),highlandcommunitycollegekansas,bradynrosesdx2,Bradyn Rose
Mar 23,home,Fort Scott,L,13-3,13,3,10,win,20240323_jszj,0,0,0,0,0.1,,,,0.00,,,,2024,2023-24,div1,Highland (KS),highlandcommunitycollegekansas,bradynrosesdx2,Bradyn Rose
Mar 16,home,Neosho County,L,25-14,25,14,11,win,20240316_tafg,0,0,0,0,1.0,1,4,4,36.00,3.00,2,1,2024,2023-24,div1,Highland (KS),highlandcommunitycollegekansas,bradynrosesdx2,Bradyn Rose
Mar 9,home,Kansas City Kansas,L,15-1,15,1,14,win,20240309_vizd,0,0,0,0,2.0,4,4,,0.00,2.50,1,2,2024,2023-24,div1,Highland (KS),highlandcommunitycollegekansas,bradynrosesdx2,Bradyn Rose
Mar 3,home,Southwestern,L,10-9,10,9,1,win,20240303_slcw,0,0,1,0,1.1,1,3,3,20.25,2.25,2,,2024,2023-24,div1,Highland (KS),highlandcommunitycollegekansas,bradynrosesdx2,Bradyn Rose
Feb 27,home,State Fair,L,21-14,21,14,7,win,20240227_kgns,0,0,0,0,0.0,,,,0.00,,,,2024,2023-24,div1,Highland (KS),highlandcommunitycollegekansas,bradynrosesdx2,Bradyn Rose
Feb 25,home,Northeast,W,9-8,9,8,1,win,20240225_mu7p,0,0,0,0,0.1,0,0,0,0.00,3.00,1,0,2024,2023-24,div1,Highland (KS),highlandcommunitycollegekansas,bradynrosesdx2,Bradyn Rose
Feb 1,home,Ottawa University JV,W,19-1,19,1,18,win,20240201_fhuw,0,0,0,0,1.0,1,,,0.00,2.00,1,1,2024,2023-24,div1,Highland (KS),highlandcommunitycollegekansas,bradynrosesdx2,Bradyn Rose
