date,location,opponent,result,score,team_score,opp_score,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 6,home,vs. IMG Academy,W,4-3,4,4,,,,,,,,,,,,,2016,2015-16,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,tylerloweryj89w,Tyler Lowery
Feb 6,away,Pensacola State,W,5-0,5,5,0,0,0,0,1.1,1,,,0.00,1,2,,2016,2015-16,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,tylerloweryj89w,Tyler Lowery
Feb 16,home,Pensacola State,W,6-5,6,6,,,,,,,,,,,,,2016,2015-16,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,tylerloweryj89w,Tyler Lowery
Feb 19,home,vs. Wallace State,L,9-1,9,9,1,0,1,0,3.1,10,9,4,10.80,2,2,1,2016,2015-16,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,tylerloweryj89w,Tyler Lowery
Feb 19,away,East Central (MS),W,13-10,13,13,,,,,,,,,,,,,2016,2015-16,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,tylerloweryj89w,Tyler Lowery
Feb 20,home,vs. Wallace State,L,5-3,5,5,,,,,,,,,,,,,2016,2015-16,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,tylerloweryj89w,Tyler Lowery
Feb 20,home,vs. Baton Rouge,W,4-3,4,4,,,,,,,,,,,,,2016,2015-16,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,tylerloweryj89w,Tyler Lowery
Feb 26,home,Wallace State,L,14-9,14,14,,,,,,,,,,,,,2016,2015-16,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,tylerloweryj89w,Tyler Lowery
Feb 27,home,Wallace State,L,8-6,8,8,,,,,,,,,,,,,2016,2015-16,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,tylerloweryj89w,Tyler Lowery
Feb 27,home,Wallace State,L,11-4,11,11,0,0,0,0,0.2,,,,0.00,,,,2016,2015-16,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,tylerloweryj89w,Tyler Lowery
Mar 3,away,Gulf Coast State,L,10-4,10,10,,,,,,,,,,,,,2016,2015-16,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,tylerloweryj89w,Tyler Lowery
Mar 3,away,Gulf Coast State,L,6-3,6,6,,,,,,,,,,,,,2016,2015-16,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,tylerloweryj89w,Tyler Lowery
Mar 4,home,Springhill College JV,W,11-1,11,11,0,0,0,0,1.0,1,,,0.00,,2,,2016,2015-16,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,tylerloweryj89w,Tyler Lowery
Mar 7,away,University of West Alabama JV,W,3-0,3,3,,,,,,,,,,,,,2016,2015-16,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,tylerloweryj89w,Tyler Lowery
Mar 7,away,University of West Alabama JV,W,1-0,1,1,1,0,0,0,5.0,1,0,0,0.00,1,4,,2016,2015-16,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,tylerloweryj89w,Tyler Lowery
Mar 10,away,Coastal Alabama - Brewton,L,6-4,6,6,,,,,,,,,,,,,2016,2015-16,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,tylerloweryj89w,Tyler Lowery
Mar 10,away,Coastal Alabama - Brewton,L,7-6,7,7,0,0,0,0,0.1,1,,,0.00,,,,2016,2015-16,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,tylerloweryj89w,Tyler Lowery
Mar 13,home,Coastal Alabama - Brewton,W,11-5,11,11,,,,,,,,,,,,,2016,2015-16,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,tylerloweryj89w,Tyler Lowery
Mar 13,home,Coastal Alabama - Brewton,W,9-5,9,9,,,,,,,,,,,,,2016,2015-16,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,tylerloweryj89w,Tyler Lowery
Mar 25,home,Lurleen B. Wallace,L,9-6,9,9,0,0,0,0,0.1,,1,1,27.00,2,,,2016,2015-16,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,tylerloweryj89w,Tyler Lowery
Mar 25,home,Lurleen B. Wallace,L,7-3,7,7,,,,,,,,,,,,,2016,2015-16,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,tylerloweryj89w,Tyler Lowery
Mar 29,away,Lurleen B. Wallace,L,7-2,7,7,,,,,,,,,,,,,2016,2015-16,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,tylerloweryj89w,Tyler Lowery
Mar 29,away,Lurleen B. Wallace,L,11-1,11,11,,,,,,,,,,,,,2016,2015-16,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,tylerloweryj89w,Tyler Lowery
Apr 2,home,Wallace-Selma,W,8-1,8,8,,,,,,,,,,,,,2016,2015-16,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,tylerloweryj89w,Tyler Lowery
Apr 2,home,Wallace-Selma,W,11-4,11,11,,,,,,,,,,,,,2016,2015-16,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,tylerloweryj89w,Tyler Lowery
Apr 3,away,Wallace-Selma,L,8-2,8,8,,,,,,,,,,,,,2016,2015-16,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,tylerloweryj89w,Tyler Lowery
Apr 3,away,Wallace-Selma,W,7-3,7,7,,,,,,,,,,,,,2016,2015-16,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,tylerloweryj89w,Tyler Lowery
Apr 7,home,Coastal Alabama - Monroeville,L,10-1,10,10,,,,,,,,,,,,,2016,2015-16,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,tylerloweryj89w,Tyler Lowery
Apr 7,home,Coastal Alabama - Monroeville,L,6-2,6,6,1,0,1,0,1.0,6,3,2,18.00,2,0,,2016,2015-16,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,tylerloweryj89w,Tyler Lowery
Apr 9,away,Coastal Alabama - Monroeville,L,3-1,3,3,,,,,,,,,,,,,2016,2015-16,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,tylerloweryj89w,Tyler Lowery
Apr 9,away,Coastal Alabama - Monroeville,W,6-3,6,6,,,,,,,,,,,,,2016,2015-16,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,tylerloweryj89w,Tyler Lowery
Apr 16,away,Enterprise State,W,8-4,8,8,,,,,,,,,,,,,2016,2015-16,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,tylerloweryj89w,Tyler Lowery
Apr 16,away,Enterprise State,W,9-0,9,9,,,,,,,,,,,,,2016,2015-16,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,tylerloweryj89w,Tyler Lowery
Apr 17,home,Enterprise State,W,10-0,10,10,,,,,,,,,,,,,2016,2015-16,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,tylerloweryj89w,Tyler Lowery
Apr 17,home,Enterprise State,W,8-5,8,8,,,,,,,,,,,,,2016,2015-16,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,tylerloweryj89w,Tyler Lowery
Apr 19,home,Delgado,W,5-4,5,5,1,0,0,0,5.2,9,4,4,6.35,2,3,1,2016,2015-16,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,tylerloweryj89w,Tyler Lowery
Apr 19,home,Delgado,L,8-1,8,8,,,,,,,,,,,,,2016,2015-16,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,tylerloweryj89w,Tyler Lowery
Apr 21,away,Wallace-Dothan,W,5-4,5,5,,,,,,,,,,,,,2016,2015-16,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,tylerloweryj89w,Tyler Lowery
Apr 21,away,Wallace-Dothan,L,7-4,7,7,,,,,,,,,,,,,2016,2015-16,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,tylerloweryj89w,Tyler Lowery
Apr 23,home,Wallace-Dothan,W,7-4,7,7,,,,,,,,,,,,,2016,2015-16,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,tylerloweryj89w,Tyler Lowery
Apr 23,home,Wallace-Dothan,W,4-3,4,4,,,,,,,,,,,,,2016,2015-16,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,tylerloweryj89w,Tyler Lowery
