date,location,opponent,result,score,team_score,opp_score,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 1,away,Northeast Texas,W,8-5,8,8,,,,,,,,,,,,,2019,2018-19,div1,Cowley,cowleycountycommunitycollege,brannonjordan8wn3,Brannon Jordan
Feb 1,away,Northeast Texas,L,3-2,3,3,1,0,0,0,2.0,0,0,0,0.00,0,5,,2019,2018-19,div1,Cowley,cowleycountycommunitycollege,brannonjordan8wn3,Brannon Jordan
Feb 2,away,Northeast Texas,W,10-3,10,10,,,,,,,,,,,,,2019,2018-19,div1,Cowley,cowleycountycommunitycollege,brannonjordan8wn3,Brannon Jordan
Feb 8,away,Paris,L,10-6,10,10,1,0,1,0,2.2,3,3,3,10.13,1,3,,2019,2018-19,div1,Cowley,cowleycountycommunitycollege,brannonjordan8wn3,Brannon Jordan
Feb 9,away,Paris,W,5-4,5,5,,,,,,,,,,,,,2019,2018-19,div1,Cowley,cowleycountycommunitycollege,brannonjordan8wn3,Brannon Jordan
Feb 14,home,vs. Eastern Oklahoma State,W,14-1,14,14,,,,,,,,,,,,,2019,2018-19,div1,Cowley,cowleycountycommunitycollege,brannonjordan8wn3,Brannon Jordan
Feb 14,home,vs. Northeastern Oklahoma A&M,W,12-8,12,12,,,,,,,,,,,,,2019,2018-19,div1,Cowley,cowleycountycommunitycollege,brannonjordan8wn3,Brannon Jordan
Feb 21,away,Eastern Oklahoma State,L,9-2,9,9,,,,,,,,,,,,,2019,2018-19,div1,Cowley,cowleycountycommunitycollege,brannonjordan8wn3,Brannon Jordan
Feb 21,away,Eastern Oklahoma State,L,7-6,7,7,,,,,,,,,,,,,2019,2018-19,div1,Cowley,cowleycountycommunitycollege,brannonjordan8wn3,Brannon Jordan
Feb 24,home,Marshalltown,W,6-5,6,6,,,,,,,,,,,,,2019,2018-19,div1,Cowley,cowleycountycommunitycollege,brannonjordan8wn3,Brannon Jordan
Feb 24,home,Marshalltown,W,12-2,12,12,,,,,,,,,,,,,2019,2018-19,div1,Cowley,cowleycountycommunitycollege,brannonjordan8wn3,Brannon Jordan
Feb 25,home,Garden City,W,15-4,15,15,,,,,,,,,,,,,2019,2018-19,div1,Cowley,cowleycountycommunitycollege,brannonjordan8wn3,Brannon Jordan
Mar 1,home,Butler,W,14-6,14,14,,,,,,,,,,,,,2019,2018-19,div1,Cowley,cowleycountycommunitycollege,brannonjordan8wn3,Brannon Jordan
