date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 28,home,Crowder,W,11-4,11,4,7,win,20230228_webt,0,1,0,0,6.0,1,4,3,4.50,5,8,1,2023,2022-23,div1,Seminole State (OK),seminolestatecollegeok,robertbavonaf9p,Robert Bavon
Feb 22,home,Grayson,W,14-7,14,7,7,win,20230222_ctnl,0,1,0,0,1.0,,,,0.00,,3,,2023,2022-23,div1,Seminole State (OK),seminolestatecollegeok,robertbavonaf9p,Robert Bavon
Feb 18,home,Colby,W,12-2,12,2,10,win,20230218_soel,0,1,0,0,4.0,4,1,1,2.25,2,6,,2023,2022-23,div1,Seminole State (OK),seminolestatecollegeok,robertbavonaf9p,Robert Bavon
Feb 12,home,Wabash Valley,W,5-2,5,2,3,win,20230212_behu,0,0,0,0,4.0,1,2,2,4.50,4,7,,2023,2022-23,div1,Seminole State (OK),seminolestatecollegeok,robertbavonaf9p,Robert Bavon
Feb 4,home,Murray State,L,10-6,10,6,4,win,20230204_uc7h,0,0,0,0,2.0,,,,0.00,1,4,,2023,2022-23,div1,Seminole State (OK),seminolestatecollegeok,robertbavonaf9p,Robert Bavon
