date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
May 3,home,Butler,L,5-3,5,3,2,win,20240503_0nw5,1,0,1,0,3.1,3,4,3,8.10,2.10,4,4,2024,2023-24,div1,Cloud County,cloudcountycommunitycollege,kevinmannellgwmr,Kevin Mannell
Apr 24,home,Garden City,W,10-0,10,0,10,win,20240424_keb6,1,1,0,0,5.0,1,0,0,0.00,.20,0,5,2024,2023-24,div1,Cloud County,cloudcountycommunitycollege,kevinmannellgwmr,Kevin Mannell
Apr 19,home,Hutchinson,L,4-3,4,3,1,win,20240419_i5cf,1,0,0,0,8.0,7,3,3,3.38,.88,0,8,2024,2023-24,div1,Cloud County,cloudcountycommunitycollege,kevinmannellgwmr,Kevin Mannell
Apr 11,home,Barton,W,7-0,7,0,7,win,20240411_bqrp,1,1,0,0,7.0,5,0,0,0.00,.86,1,7,2024,2023-24,div1,Cloud County,cloudcountycommunitycollege,kevinmannellgwmr,Kevin Mannell
Apr 4,home,Highland (KS),L,2-1,2,1,1,win,20240404_ymjv,1,0,1,0,3.0,1,2,2,6.00,1.00,2,5,2024,2023-24,div1,Cloud County,cloudcountycommunitycollege,kevinmannellgwmr,Kevin Mannell
Mar 28,home,Dodge City,W,9-2,9,2,7,win,20240328_fh1x,1,1,0,0,6.0,5,2,2,3.00,1.17,2,6,2024,2023-24,div1,Cloud County,cloudcountycommunitycollege,kevinmannellgwmr,Kevin Mannell
Mar 21,home,Seward County,W,5-1,5,1,4,win,20240321_zqsb,1,1,0,0,5.0,2,0,0,0.00,.60,1,7,2024,2023-24,div1,Cloud County,cloudcountycommunitycollege,kevinmannellgwmr,Kevin Mannell
Mar 14,home,Pratt,W,6-4,6,4,2,win,20240314_2hxp,1,1,0,0,5.0,4,0,0,0.00,1.20,2,6,2024,2023-24,div1,Cloud County,cloudcountycommunitycollege,kevinmannellgwmr,Kevin Mannell
Mar 6,home,Colby,W,9-2,9,2,7,win,20240306_pkpv,1,1,0,0,4.0,1,1,0,0.00,.25,0,6,2024,2023-24,div1,Cloud County,cloudcountycommunitycollege,kevinmannellgwmr,Kevin Mannell
Feb 29,home,Johnson County,W,7-5,7,5,2,win,20240229_4fgp,1,0,0,0,5.0,1,1,1,1.80,.40,1,6,2024,2023-24,div1,Cloud County,cloudcountycommunitycollege,kevinmannellgwmr,Kevin Mannell
Feb 22,home,Southeast,W,5-1,5,1,4,win,20240222_9rjp,1,1,0,0,6.0,2,0,0,0.00,.33,0,10,2024,2023-24,div1,Cloud County,cloudcountycommunitycollege,kevinmannellgwmr,Kevin Mannell
Feb 15,home,Northeastern Oklahoma A&M,W,5-0,5,0,5,win,20240215_6c8z,1,0,0,0,3.0,1,0,0,0.00,.33,0,5,2024,2023-24,div1,Cloud County,cloudcountycommunitycollege,kevinmannellgwmr,Kevin Mannell
Feb 1,home,Des Moines Area,W,8-2,8,2,6,win,20240201_5pxx,1,0,0,0,2.0,0,0,0,0.00,.50,1,6,2024,2023-24,div1,Cloud County,cloudcountycommunitycollege,kevinmannellgwmr,Kevin Mannell
