date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
May 12,home,Marshalltown,W,13-3,13,3,10,win,20230512_hdsw,1,1,0,0,5.0,1,3,0,0.00,8,9,,2023,2022-23,div1,Iowa Western,iowawesterncommunitycollege,derrickkuhlmanndmpn,Derrick Kuhlmann
May 3,home,Des Moines Area,L,13-3,13,3,10,win,20230503_q1zt,1,0,1,0,3.0,8,5,5,15.00,4,4,1,2023,2022-23,div1,Iowa Western,iowawesterncommunitycollege,derrickkuhlmanndmpn,Derrick Kuhlmann
Apr 26,home,Southwestern,L,2-1,2,1,1,win,20230426_9nme,1,0,1,0,5.0,3,2,2,3.60,3,7,,2023,2022-23,div1,Iowa Western,iowawesterncommunitycollege,derrickkuhlmanndmpn,Derrick Kuhlmann
Apr 20,home,Des Moines Area,L,10-4,10,4,6,win,20230420_txcl,1,0,1,0,4.0,8,4,4,9.00,3,8,,2023,2022-23,div1,Iowa Western,iowawesterncommunitycollege,derrickkuhlmanndmpn,Derrick Kuhlmann
Apr 14,home,Kirkwood,L,16-8,16,8,8,win,20230414_a49x,0,0,0,0,3.1,7,7,7,18.90,3,6,,2023,2022-23,div1,Iowa Western,iowawesterncommunitycollege,derrickkuhlmanndmpn,Derrick Kuhlmann
Apr 7,home,Southeastern,L,6-4,6,4,2,win,20230407_b0ug,0,0,1,0,3.0,3,2,2,6.00,,4,,2023,2022-23,div1,Iowa Western,iowawesterncommunitycollege,derrickkuhlmanndmpn,Derrick Kuhlmann
Apr 2,home,Ellsworth,W,7-3,7,3,4,win,20230402_yzru,0,0,0,0,1.0,,,,0.00,1,1,,2023,2022-23,div1,Iowa Western,iowawesterncommunitycollege,derrickkuhlmanndmpn,Derrick Kuhlmann
Mar 30,home,Iowa Central,W,7-4,7,4,3,win,20230330_npay,0,0,0,0,2.1,,,,0.00,2,2,,2023,2022-23,div1,Iowa Western,iowawesterncommunitycollege,derrickkuhlmanndmpn,Derrick Kuhlmann
Mar 25,home,North Iowa Area,W,9-2,9,2,7,win,20230325_rdkv,1,0,0,0,3.1,2,0,0,0.00,6,5,,2023,2022-23,div1,Iowa Western,iowawesterncommunitycollege,derrickkuhlmanndmpn,Derrick Kuhlmann
Mar 7,home,Dakota County Tech,W,3-0,3,0,3,win,20230307_y2ov,0,0,0,1,4.0,1,,,0.00,,8,,2023,2022-23,div1,Iowa Western,iowawesterncommunitycollege,derrickkuhlmanndmpn,Derrick Kuhlmann
Mar 4,home,Minnesota West,W,2-1,2,1,1,win,20230304_3x8i,0,0,0,1,1.0,,,,0.00,,,,2023,2022-23,div1,Iowa Western,iowawesterncommunitycollege,derrickkuhlmanndmpn,Derrick Kuhlmann
Feb 25,home,Dodge City,W,9-4,9,4,5,win,20230225_q0zh,1,0,0,0,3.1,4,3,3,8.10,3,6,2,2023,2022-23,div1,Iowa Western,iowawesterncommunitycollege,derrickkuhlmanndmpn,Derrick Kuhlmann
Feb 17,home,McLennan,W,8-5,8,5,3,win,20230217_f06d,1,0,0,0,2.2,7,5,5,16.88,3,4,,2023,2022-23,div1,Iowa Western,iowawesterncommunitycollege,derrickkuhlmanndmpn,Derrick Kuhlmann
