date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Apr 21,home,Erie,W,15-10,15,10,5,win,20240421_pmx1,1,0,0,0,0.2,2,5,5,67.50,10.50,5,0,2024,2023-24,div3,Genesee,geneseecommunitycollege,camdynmacdonellyq4u,Camdyn MacDonell
Apr 21,home,Erie,L,15-5,15,5,10,win,20240421_hfcy,1,0,1,0,2.0,3,6,6,27.00,5.00,7,4,2024,2023-24,div3,Genesee,geneseecommunitycollege,camdynmacdonellyq4u,Camdyn MacDonell
Apr 18,home,Onondaga,W,10-3,10,3,7,win,20240418_umhh,0,0,0,0,2.0,1,,,0.00,.50,,2,2024,2023-24,div3,Genesee,geneseecommunitycollege,camdynmacdonellyq4u,Camdyn MacDonell
Apr 16,home,SUNY Niagara,L,12-0,12,0,12,win,20240416_i879,0,0,1,0,1.0,3,2,2,18.00,4.00,1,,2024,2023-24,div3,Genesee,geneseecommunitycollege,camdynmacdonellyq4u,Camdyn MacDonell
Apr 16,home,SUNY Niagara,L,3-1,3,1,2,win,20240416_ptm4,0,0,0,0,0.0,,,,0.00,,,,2024,2023-24,div3,Genesee,geneseecommunitycollege,camdynmacdonellyq4u,Camdyn MacDonell
Apr 7,home,SUNY Broome,W,23-1,23,1,22,win,20240407_6mcy,0,0,0,0,0.0,,,,0.00,,,,2024,2023-24,div3,Genesee,geneseecommunitycollege,camdynmacdonellyq4u,Camdyn MacDonell
Apr 7,home,SUNY Broome,W,12-1,12,1,11,win,20240407_fb2z,0,1,0,0,4.0,3,1,1,2.25,1.00,1,8,2024,2023-24,div3,Genesee,geneseecommunitycollege,camdynmacdonellyq4u,Camdyn MacDonell
Apr 4,home,SUNY Niagara,L,8-0,8,0,8,win,20240404_d780,1,0,0,0,2.0,2,0,0,0.00,1.50,1,1,2024,2023-24,div3,Genesee,geneseecommunitycollege,camdynmacdonellyq4u,Camdyn MacDonell
Mar 11,home,SUNY Adirondack,W,14-1,14,1,13,win,20240311_wnrz,0,0,0,0,1.0,,,,0.00,1.00,1,,2024,2023-24,div3,Genesee,geneseecommunitycollege,camdynmacdonellyq4u,Camdyn MacDonell
Mar 8,home,Century,L,10-6,10,6,4,win,20240308_sa2j,0,0,0,0,2.0,,,,0.00,.50,1,1,2024,2023-24,div3,Genesee,geneseecommunitycollege,camdynmacdonellyq4u,Camdyn MacDonell
Mar 7,home,Lansing,L,25-3,25,3,22,win,20240307_6fcz,0,0,0,0,0.0,,,,0.00,,,,2024,2023-24,div3,Genesee,geneseecommunitycollege,camdynmacdonellyq4u,Camdyn MacDonell
Mar 6,home,Mid Michigan,L,9-8,9,8,1,win,20240306_gm8t,0,0,0,0,0.0,,,,0.00,,,,2024,2023-24,div3,Genesee,geneseecommunitycollege,camdynmacdonellyq4u,Camdyn MacDonell
