date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 19,home,RCSJ Cumberland,W,9-6,9,6,3.0,win,20170219_nzy2,0,0,0,0,0.0,,,,0.00,,,,2017,2016-17,div2,Mercer County,mercercountycommunitycollege,nickdabrioscod,Nick Dabrio
Feb 19,home,RCSJ Cumberland,W,3-2,3,2,1.0,win,20170219_jj6a,0,0,0,0,0.0,,,,0.00,,,,2017,2016-17,div2,Mercer County,mercercountycommunitycollege,nickdabrioscod,Nick Dabrio
Feb 25,home,UConn Avery Point,L,9-8,9,8,1.0,win,20170225_iwf8,0,0,0,0,0.0,,,,0.00,,,,2017,2016-17,div2,Mercer County,mercercountycommunitycollege,nickdabrioscod,Nick Dabrio
Feb 25,home,UConn Avery Point,W,16-4,16,4,12.0,win,,,,,,,,,,,,,,2017,2016-17,div2,Mercer County,mercercountycommunitycollege,nickdabrioscod,Nick Dabrio
Feb 26,home,Harford,W,7-2,7,2,5.0,win,20170226_8xvy,0,0,0,0,0.0,,,,0.00,,,,2017,2016-17,div2,Mercer County,mercercountycommunitycollege,nickdabrioscod,Nick Dabrio
Feb 26,home,Harford,W,10-1,10,1,9.0,win,,,,,,,,,,,,,,2017,2016-17,div2,Mercer County,mercercountycommunitycollege,nickdabrioscod,Nick Dabrio
Mar 3,home,CCBC Essex,,,,,9.0,win,,,,,,,,,,,,,,2017,2016-17,div2,Mercer County,mercercountycommunitycollege,nickdabrioscod,Nick Dabrio
Mar 4,home,Anne Arundel,W,4-1,4,1,3.0,win,20170304_tnmb,0,0,0,0,0.0,,,,0.00,,,,2017,2016-17,div2,Mercer County,mercercountycommunitycollege,nickdabrioscod,Nick Dabrio
Mar 4,home,Anne Arundel,W,11-1,11,1,10.0,win,,,,,,,,,,,,,,2017,2016-17,div2,Mercer County,mercercountycommunitycollege,nickdabrioscod,Nick Dabrio
Mar 5,home,Cecil,W,9-1,9,1,8.0,win,20170305_trkd,0,0,0,0,0.0,,,,0.00,,,,2017,2016-17,div2,Mercer County,mercercountycommunitycollege,nickdabrioscod,Nick Dabrio
Mar 5,home,Cecil,W,5-1,5,1,4.0,win,20170305_cgwb,0,0,0,0,0.0,,,,0.00,,,,2017,2016-17,div2,Mercer County,mercercountycommunitycollege,nickdabrioscod,Nick Dabrio
Mar 9,home,Danville Area,L,10-9,10,9,1.0,win,20170309_q00y,0,0,0,0,0.0,,,,0.00,,,,2017,2016-17,div2,Mercer County,mercercountycommunitycollege,nickdabrioscod,Nick Dabrio
Mar 10,home,John Wood,W,8-1,8,1,7.0,win,20170310_mw1z,0,0,0,0,0.0,,,,0.00,,,,2017,2016-17,div2,Mercer County,mercercountycommunitycollege,nickdabrioscod,Nick Dabrio
Mar 10,home,Kankakee,L,7-1,7,1,6.0,win,,,,,,,,,,,,,,2017,2016-17,div2,Mercer County,mercercountycommunitycollege,nickdabrioscod,Nick Dabrio
Mar 11,home,Florence-Darlington Tech,L,4-1,4,1,3.0,win,20170311_6z95,0,0,0,0,0.0,,,,0.00,,,,2017,2016-17,div2,Mercer County,mercercountycommunitycollege,nickdabrioscod,Nick Dabrio
Mar 11,home,Florence-Darlington Tech,W,3-0,3,0,3.0,win,20170311_i388,0,0,0,0,0.0,,,,0.00,,,,2017,2016-17,div2,Mercer County,mercercountycommunitycollege,nickdabrioscod,Nick Dabrio
Mar 12,home,USC Sumter,,,,,3.0,win,,,,,,,,,,,,,,2017,2016-17,div2,Mercer County,mercercountycommunitycollege,nickdabrioscod,Nick Dabrio
Mar 12,home,Genesee,W,5-2,5,2,3.0,win,20170312_zg0x,0,0,0,0,0.0,,,,0.00,,,,2017,2016-17,div2,Mercer County,mercercountycommunitycollege,nickdabrioscod,Nick Dabrio
Mar 13,home,John Wood,,,,,3.0,win,,,,,,,,,,,,,,2017,2016-17,div2,Mercer County,mercercountycommunitycollege,nickdabrioscod,Nick Dabrio
Mar 14,home,McHenry County,W,7-1,7,1,6.0,win,20170314_4xta,0,0,0,0,0.0,,,,0.00,,,,2017,2016-17,div2,Mercer County,mercercountycommunitycollege,nickdabrioscod,Nick Dabrio
