date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Sep 23,home,Alumni Team,,,,,8.0,win,,,,,,,,,,,,,,2018,2017-18,div2,Lake Region State,lakeregionstatecollegend,michaelfitzpatrickdf84,Michael Fitzpatrick
Sep 24,home,University of Mary JV,,,,,8.0,win,,,,,,,,,,,,,,2018,2017-18,div2,Lake Region State,lakeregionstatecollegend,michaelfitzpatrickdf84,Michael Fitzpatrick
Sep 24,home,University of Mary JV,,,,,8.0,win,,,,,,,,,,,,,,2018,2017-18,div2,Lake Region State,lakeregionstatecollegend,michaelfitzpatrickdf84,Michael Fitzpatrick
Oct 7  #,home,Anoka-Ramsey,,,,,8.0,win,,,,,,,,,,,,,,2018,2017-18,div2,Lake Region State,lakeregionstatecollegend,michaelfitzpatrickdf84,Michael Fitzpatrick
Mar 11,home,Minnesota State,W,10-8,10,8,2.0,win,,,,,,,,,,,,,,2018,2017-18,div2,Lake Region State,lakeregionstatecollegend,michaelfitzpatrickdf84,Michael Fitzpatrick
Mar 11,home,Minnesota State,W,13-3,13,3,10.0,win,20180311_0yrg,1,1,0,0,5.0,4,2,1,1.80,3,4,,2018,2017-18,div2,Lake Region State,lakeregionstatecollegend,michaelfitzpatrickdf84,Michael Fitzpatrick
Mar 12,home,Central Lakes,L,4-2,4,2,2.0,win,,,,,,,,,,,,,,2018,2017-18,div2,Lake Region State,lakeregionstatecollegend,michaelfitzpatrickdf84,Michael Fitzpatrick
Mar 12,home,Central Lakes,W,4-3,4,3,1.0,win,,,,,,,,,,,,,,2018,2017-18,div2,Lake Region State,lakeregionstatecollegend,michaelfitzpatrickdf84,Michael Fitzpatrick
Mar 13,home,Anoka-Ramsey,W,4-3,4,3,1.0,win,,,,,,,,,,,,,,2018,2017-18,div2,Lake Region State,lakeregionstatecollegend,michaelfitzpatrickdf84,Michael Fitzpatrick
Mar 13,home,Minnesota North College - Itasca,L,20-4,20,4,16.0,win,,,,,,,,,,,,,,2018,2017-18,div2,Lake Region State,lakeregionstatecollegend,michaelfitzpatrickdf84,Michael Fitzpatrick
