date,location,opponent,result,score,team_score,opp_score,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 26,away,Palm Beach State,W,5-0,5,5,0,0,0,1,4.0,2,,,0.00,1,6,,2018,2017-18,div1,Central Florida,collegeofcentralflorida,franklinhernandezhkf4,Franklin Hernandez
Jan 27,away,Indian River State,W,6-1,6,6,,,,,,,,,,,,,2018,2017-18,div1,Central Florida,collegeofcentralflorida,franklinhernandezhkf4,Franklin Hernandez
Jan 27,away,Indian River State,L,11-7,11,11,,,,,,,,,,,,,2018,2017-18,div1,Central Florida,collegeofcentralflorida,franklinhernandezhkf4,Franklin Hernandez
Jan 29,away,Hillsborough,W,5-4,5,5,,,,,,,,,,,,,2018,2017-18,div1,Central Florida,collegeofcentralflorida,franklinhernandezhkf4,Franklin Hernandez
Feb 2,home,South Florida State,W,12-7,12,12,,,,,,,,,,,,,2018,2017-18,div1,Central Florida,collegeofcentralflorida,franklinhernandezhkf4,Franklin Hernandez
Feb 3,home,Palm Beach State,L,6-1,6,6,0,0,0,0,3.0,1,,,0.00,1,4,,2018,2017-18,div1,Central Florida,collegeofcentralflorida,franklinhernandezhkf4,Franklin Hernandez
Feb 5,home,Hillsborough,L,8-4,8,8,,,,,,,,,,,,,2018,2017-18,div1,Central Florida,collegeofcentralflorida,franklinhernandezhkf4,Franklin Hernandez
Feb 7,away,State College of Florida,L,8-7,8,8,0,0,0,0,1.0,,,,0.00,1,2,,2018,2017-18,div1,Central Florida,collegeofcentralflorida,franklinhernandezhkf4,Franklin Hernandez
Feb 9,away,South Florida State,W,20-6,20,20,,,,,,,,,,,,,2018,2017-18,div1,Central Florida,collegeofcentralflorida,franklinhernandezhkf4,Franklin Hernandez
Feb 10,away,Eastern Florida State,W,15-5,15,15,,,,,,,,,,,,,2018,2017-18,div1,Central Florida,collegeofcentralflorida,franklinhernandezhkf4,Franklin Hernandez
Feb 14,home,State College of Florida,T,5-5,5,5,,,,,,,,,,,,,2018,2017-18,div1,Central Florida,collegeofcentralflorida,franklinhernandezhkf4,Franklin Hernandez
Feb 19,away,St. Petersburg,W,22-6,22,22,,,,,,,,,,,,,2018,2017-18,div1,Central Florida,collegeofcentralflorida,franklinhernandezhkf4,Franklin Hernandez
Feb 20,home,CCBC Catonsville,W,12-7,12,12,,,,,,,,,,,,,2018,2017-18,div1,Central Florida,collegeofcentralflorida,franklinhernandezhkf4,Franklin Hernandez
Feb 23,home,South Georgia State,L,9-7,9,9,,,,,,,,,,,,,2018,2017-18,div1,Central Florida,collegeofcentralflorida,franklinhernandezhkf4,Franklin Hernandez
Feb 24,home,South Georgia State,W,3-1,3,3,0,1,0,0,2.0,2,,,0.00,,2,,2018,2017-18,div1,Central Florida,collegeofcentralflorida,franklinhernandezhkf4,Franklin Hernandez
Feb 24,home,Florida SouthWestern State,L,17-10,17,17,,,,,,,,,,,,,2018,2017-18,div1,Central Florida,collegeofcentralflorida,franklinhernandezhkf4,Franklin Hernandez
Feb 28,home,Thomas University JV,W,13-3,13,13,,,,,,,,,,,,,2018,2017-18,div1,Central Florida,collegeofcentralflorida,franklinhernandezhkf4,Franklin Hernandez
Mar 3,away,Daytona State,W,9-1,9,9,,,,,,,,,,,,,2018,2017-18,div1,Central Florida,collegeofcentralflorida,franklinhernandezhkf4,Franklin Hernandez
Mar 5,home,Daytona State,W,11-3,11,11,,,,,,,,,,,,,2018,2017-18,div1,Central Florida,collegeofcentralflorida,franklinhernandezhkf4,Franklin Hernandez
Mar 6,home,Lincoln Land,W,12-9,12,12,,,,,,,,,,,,,2018,2017-18,div1,Central Florida,collegeofcentralflorida,franklinhernandezhkf4,Franklin Hernandez
Mar 7,away,Daytona State,W,3-0,3,3,0,0,0,1,1.0,2,,,0.00,,2,,2018,2017-18,div1,Central Florida,collegeofcentralflorida,franklinhernandezhkf4,Franklin Hernandez
Mar 9,home,Seminole State (FL),W,9-7,9,9,,,,,,,,,,,,,2018,2017-18,div1,Central Florida,collegeofcentralflorida,franklinhernandezhkf4,Franklin Hernandez
Mar 10,away,Seminole State (FL),W,11-1,11,11,,,,,,,,,,,,,2018,2017-18,div1,Central Florida,collegeofcentralflorida,franklinhernandezhkf4,Franklin Hernandez
Mar 12,home,Seminole State (FL),W,13-7,13,13,,,,,,,,,,,,,2018,2017-18,div1,Central Florida,collegeofcentralflorida,franklinhernandezhkf4,Franklin Hernandez
Mar 14,away,Florida State Jacksonville,W,5-1,5,5,,,,,,,,,,,,,2018,2017-18,div1,Central Florida,collegeofcentralflorida,franklinhernandezhkf4,Franklin Hernandez
Mar 16,home,Florida State Jacksonville,W,12-4,12,12,,,,,,,,,,,,,2018,2017-18,div1,Central Florida,collegeofcentralflorida,franklinhernandezhkf4,Franklin Hernandez
Mar 17,away,Florida State Jacksonville,L,3-0,3,3,0,0,0,0,1.0,2,1,,0.00,1,,,2018,2017-18,div1,Central Florida,collegeofcentralflorida,franklinhernandezhkf4,Franklin Hernandez
Mar 21,home,Santa Fe,L,11-1,11,11,,,,,,,,,,,,,2018,2017-18,div1,Central Florida,collegeofcentralflorida,franklinhernandezhkf4,Franklin Hernandez
Mar 23,away,Santa Fe,L,12-11,12,12,0,0,1,0,1.1,3,2,2,13.50,1,1,,2018,2017-18,div1,Central Florida,collegeofcentralflorida,franklinhernandezhkf4,Franklin Hernandez
Mar 24,home,Santa Fe,L,10-8,10,10,,,,,,,,,,,,,2018,2017-18,div1,Central Florida,collegeofcentralflorida,franklinhernandezhkf4,Franklin Hernandez
Mar 26,home,St. Johns River State,L,8-5,8,8,,,,,,,,,,,,,2018,2017-18,div1,Central Florida,collegeofcentralflorida,franklinhernandezhkf4,Franklin Hernandez
Mar 28,away,St. Johns River State,W,20-6,20,20,,,,,,,,,,,,,2018,2017-18,div1,Central Florida,collegeofcentralflorida,franklinhernandezhkf4,Franklin Hernandez
Mar 30,home,St. Johns River State,W,13-9,13,13,0,1,0,0,3.1,7,6,2,5.40,6,3,,2018,2017-18,div1,Central Florida,collegeofcentralflorida,franklinhernandezhkf4,Franklin Hernandez
Apr 2,away,Southeastern University JV,W,13-2,13,13,,,,,,,,,,,,,2018,2017-18,div1,Central Florida,collegeofcentralflorida,franklinhernandezhkf4,Franklin Hernandez
Apr 4,home,Pasco-Hernando State,L,15-2,15,15,,,,,,,,,,,,,2018,2017-18,div1,Central Florida,collegeofcentralflorida,franklinhernandezhkf4,Franklin Hernandez
Apr 7,home,Lake-Sumter State,W,14-4,14,14,0,0,0,0,1.0,,,,0.00,,1,,2018,2017-18,div1,Central Florida,collegeofcentralflorida,franklinhernandezhkf4,Franklin Hernandez
Apr 9,home,Lake-Sumter State,W,4-1,4,4,0,0,0,1,1.0,,,,0.00,1,,,2018,2017-18,div1,Central Florida,collegeofcentralflorida,franklinhernandezhkf4,Franklin Hernandez
Apr 11,away,Lake-Sumter State,W,8-4,8,8,,,,,,,,,,,,,2018,2017-18,div1,Central Florida,collegeofcentralflorida,franklinhernandezhkf4,Franklin Hernandez
Apr 13,home,Daytona State,W,11-6,11,11,,,,,,,,,,,,,2018,2017-18,div1,Central Florida,collegeofcentralflorida,franklinhernandezhkf4,Franklin Hernandez
Apr 14,away,Seminole State (FL),W,10-0,10,10,1,1,0,0,5.0,4,0,0,0.00,2,10,,2018,2017-18,div1,Central Florida,collegeofcentralflorida,franklinhernandezhkf4,Franklin Hernandez
Apr 16,home,Florida State Jacksonville,W,13-3,13,13,,,,,,,,,,,,,2018,2017-18,div1,Central Florida,collegeofcentralflorida,franklinhernandezhkf4,Franklin Hernandez
Apr 18,away,Santa Fe,L,15-7,15,15,,,,,,,,,,,,,2018,2017-18,div1,Central Florida,collegeofcentralflorida,franklinhernandezhkf4,Franklin Hernandez
Apr 20,away,St. Johns River State,W,7-3,7,7,1,0,0,0,7.1,7,1,0,0.00,0,3,,2018,2017-18,div1,Central Florida,collegeofcentralflorida,franklinhernandezhkf4,Franklin Hernandez
Apr 23,away,Lake-Sumter State,,,,,,,,,,,,,,,,,2018,2017-18,div1,Central Florida,collegeofcentralflorida,franklinhernandezhkf4,Franklin Hernandez
Apr 28,home,Lake-Sumter State,W,7-6,7,7,1,0,0,0,6.1,7,4,4,5.68,2,8,,2018,2017-18,div1,Central Florida,collegeofcentralflorida,franklinhernandezhkf4,Franklin Hernandez
Apr 29,away,Lake-Sumter State,W,11-1,11,11,,,,,,,,,,,,,2018,2017-18,div1,Central Florida,collegeofcentralflorida,franklinhernandezhkf4,Franklin Hernandez
May 11,home,vs. Broward,L,9-5,9,9,1,0,0,0,4.0,3,1,1,2.25,5,2,,2018,2017-18,div1,Central Florida,collegeofcentralflorida,franklinhernandezhkf4,Franklin Hernandez
May 12,home,vs. Tallahassee,L,12-4,12,12,,,,,,,,,,,,,2018,2017-18,div1,Central Florida,collegeofcentralflorida,franklinhernandezhkf4,Franklin Hernandez
