date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 27,home,Webber International University JV,W,9-6,9,6,3,win,20230227_tftg,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div1,Daytona State,daytonastatecollege,scottedwardsoa4d,Scott Edwards
Feb 25,home,Inspiration Academy,W,12-1,12,1,11,win,20230225_car9,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div1,Daytona State,daytonastatecollege,scottedwardsoa4d,Scott Edwards
Feb 24,home,CCBC Catonsville,W,11-4,11,4,7,win,20230224_i9ok,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div1,Daytona State,daytonastatecollege,scottedwardsoa4d,Scott Edwards
Feb 18,home,Florida State Jacksonville,W,7-3,7,3,4,win,20230218_ewn6,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div1,Daytona State,daytonastatecollege,scottedwardsoa4d,Scott Edwards
Feb 15,home,St. Johns River State,L,10-7,10,7,3,win,20230215_7glj,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div1,Daytona State,daytonastatecollege,scottedwardsoa4d,Scott Edwards
Feb 8,home,Lake-Sumter State,W,13-10,13,10,3,win,20230208_gk0e,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div1,Daytona State,daytonastatecollege,scottedwardsoa4d,Scott Edwards
Feb 6,home,Lake-Sumter State,W,12-4,12,4,8,win,20230206_al60,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div1,Daytona State,daytonastatecollege,scottedwardsoa4d,Scott Edwards
Feb 1,home,Lake-Sumter State,L,5-4,5,4,1,win,20230201_f77g,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div1,Daytona State,daytonastatecollege,scottedwardsoa4d,Scott Edwards
Jan 28,home,Florida State Jacksonville,L,4-2,4,2,2,win,20230128_xk53,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div1,Daytona State,daytonastatecollege,scottedwardsoa4d,Scott Edwards
Jan 27,home,Florida State Jacksonville,W,7-4,7,4,3,win,20230127_x69p,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div1,Daytona State,daytonastatecollege,scottedwardsoa4d,Scott Edwards
