date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Apr 22,home,Amarillo College,W,8-6,8,6,2,win,20230422_ugew,0,0,0,0,3.2,9,4,4,9.82,2,1,,2023,2022-23,div1,Odessa,odessacollege,colinhunter0q7e,Colin Hunter
Apr 14,home,Clarendon,W,15-7,15,7,8,win,20230414_mez8,1,0,0,0,2.1,5,7,1,3.86,2,2,,2023,2022-23,div1,Odessa,odessacollege,colinhunter0q7e,Colin Hunter
Apr 6,home,New Mexico Military,L,10-9,10,9,1,win,20230406_b1v1,1,0,0,0,4.0,4,5,5,11.25,2,4,1,2023,2022-23,div1,Odessa,odessacollege,colinhunter0q7e,Colin Hunter
Apr 1,home,Frank Phillips,W,19-8,19,8,11,win,20230401_q08d,1,0,0,0,0.0,4,6,4,INF,1,0,,2023,2022-23,div1,Odessa,odessacollege,colinhunter0q7e,Colin Hunter
Mar 25,home,Midland,L,8-0,8,0,8,win,20230325_uiad,1,0,1,0,3.2,6,4,3,7.36,2,3,1,2023,2022-23,div1,Odessa,odessacollege,colinhunter0q7e,Colin Hunter
Mar 17,home,Howard (TX),W,16-3,16,3,13,win,20230317_6qu8,1,1,0,0,6.0,7,3,2,3.00,4,5,,2023,2022-23,div1,Odessa,odessacollege,colinhunter0q7e,Colin Hunter
Mar 10,home,New Mexico,L,5-1,5,1,4,win,20230310_a3e8,1,0,0,0,5.0,11,5,5,9.00,1,5,1,2023,2022-23,div1,Odessa,odessacollege,colinhunter0q7e,Colin Hunter
Mar 3,home,Colby,L,10-4,10,4,6,win,20230303_57ti,1,0,0,0,4.2,10,6,6,11.57,1,4,,2023,2022-23,div1,Odessa,odessacollege,colinhunter0q7e,Colin Hunter
Feb 17,home,Seward County,W,5-4,5,4,1,win,20230217_txfd,1,1,0,0,7.0,7,4,2,2.57,2,7,1,2023,2022-23,div1,Odessa,odessacollege,colinhunter0q7e,Colin Hunter
Feb 9,home,Alvin,L,10-8,10,8,2,win,20230209_iekq,1,0,0,0,3.2,5,4,4,9.82,1,3,2,2023,2022-23,div1,Odessa,odessacollege,colinhunter0q7e,Colin Hunter
Feb 3,home,Navarro,W,9-6,9,6,3,win,20230203_opxg,1,1,0,0,6.2,5,4,4,5.40,2,4,,2023,2022-23,div1,Odessa,odessacollege,colinhunter0q7e,Colin Hunter
