date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Mar 5,home,John A. Logan,L,15-14,15,14,1.0,win,,,,,,,,,,,,,,2022,2021-22,div2,Illinois Central,illinoiscentralcollege,wesleeframe4b9c,Weslee Frame
Mar 5,home,Kankakee,L,12-2,12,2,10.0,win,,,,,,,,,,,,,,2022,2021-22,div2,Illinois Central,illinoiscentralcollege,wesleeframe4b9c,Weslee Frame
Mar 9,home,Kankakee,W,5-4,5,4,1.0,win,,,,,,,,,,,,,,2022,2021-22,div2,Illinois Central,illinoiscentralcollege,wesleeframe4b9c,Weslee Frame
Mar 9,home,Kankakee,W,7-3,7,3,4.0,win,,,,,,,,,,,,,,2022,2021-22,div2,Illinois Central,illinoiscentralcollege,wesleeframe4b9c,Weslee Frame
Mar 10,home,Kankakee,L,6-5,6,5,1.0,win,,,,,,,,,,,,,,2022,2021-22,div2,Illinois Central,illinoiscentralcollege,wesleeframe4b9c,Weslee Frame
Mar 15,home,Southwestern Illinois,L,11-6,11,6,5.0,win,20220315_aeqy,0,0,0,0,1.0,1,,,0.00,2,,,2022,2021-22,div2,Illinois Central,illinoiscentralcollege,wesleeframe4b9c,Weslee Frame
Mar 20,home,Parkland,L,8-7,8,7,1.0,win,,,,,,,,,,,,,,2022,2021-22,div2,Illinois Central,illinoiscentralcollege,wesleeframe4b9c,Weslee Frame
Mar 20,home,Parkland,W,16-9,16,9,7.0,win,,,,,,,,,,,,,,2022,2021-22,div2,Illinois Central,illinoiscentralcollege,wesleeframe4b9c,Weslee Frame
Mar 21,home,Parkland,W,5-2,5,2,3.0,win,,,,,,,,,,,,,,2022,2021-22,div2,Illinois Central,illinoiscentralcollege,wesleeframe4b9c,Weslee Frame
Mar 21,home,Parkland,L,14-2,14,2,12.0,win,20220321_4idk,0,0,0,0,0.2,1,1,1,13.50,2,2,,2022,2021-22,div2,Illinois Central,illinoiscentralcollege,wesleeframe4b9c,Weslee Frame
Mar 29,home,St. Charles,W,13-11,13,11,2.0,win,,,,,,,,,,,,,,2022,2021-22,div2,Illinois Central,illinoiscentralcollege,wesleeframe4b9c,Weslee Frame
Apr 1,home,Heartland,L,9-1,9,1,8.0,win,20220401_4ya0,0,0,0,0,0.0,4,2,2,INF,0,0,1,2022,2021-22,div2,Illinois Central,illinoiscentralcollege,wesleeframe4b9c,Weslee Frame
Apr 1,home,Heartland,L,7-1,7,1,6.0,win,,,,,,,,,,,,,,2022,2021-22,div2,Illinois Central,illinoiscentralcollege,wesleeframe4b9c,Weslee Frame
Apr 3,home,Heartland,L,11-4,11,4,7.0,win,,,,,,,,,,,,,,2022,2021-22,div2,Illinois Central,illinoiscentralcollege,wesleeframe4b9c,Weslee Frame
Apr 3,home,Heartland,L,14-1,14,1,13.0,win,,,,,,,,,,,,,,2022,2021-22,div2,Illinois Central,illinoiscentralcollege,wesleeframe4b9c,Weslee Frame
Apr 9,home,Lincoln Land,L,14-9,14,9,5.0,win,20220409_c7ms,0,0,0,0,1.0,2,3,2,18.00,1,1,,2022,2021-22,div2,Illinois Central,illinoiscentralcollege,wesleeframe4b9c,Weslee Frame
Apr 9,home,Lincoln Land,L,7-3,7,3,4.0,win,,,,,,,,,,,,,,2022,2021-22,div2,Illinois Central,illinoiscentralcollege,wesleeframe4b9c,Weslee Frame
Apr 10,home,Lincoln Land,L,15-0,15,0,15.0,win,,,,,,,,,,,,,,2022,2021-22,div2,Illinois Central,illinoiscentralcollege,wesleeframe4b9c,Weslee Frame
Apr 10,home,Lincoln Land,L,18-8,18,8,10.0,win,20220410_jnje,0,0,0,0,0.0,3,5,3,INF,2,,,2022,2021-22,div2,Illinois Central,illinoiscentralcollege,wesleeframe4b9c,Weslee Frame
Apr 15,home,Lewis & Clark,W,3-1,3,1,2.0,win,,,,,,,,,,,,,,2022,2021-22,div2,Illinois Central,illinoiscentralcollege,wesleeframe4b9c,Weslee Frame
Apr 15,home,Lewis & Clark,L,2-1,2,1,1.0,win,,,,,,,,,,,,,,2022,2021-22,div2,Illinois Central,illinoiscentralcollege,wesleeframe4b9c,Weslee Frame
Apr 16,home,Lewis & Clark,L,8-6,8,6,2.0,win,,,,,,,,,,,,,,2022,2021-22,div2,Illinois Central,illinoiscentralcollege,wesleeframe4b9c,Weslee Frame
Apr 16,home,Lewis & Clark,W,14-6,14,6,8.0,win,,,,,,,,,,,,,,2022,2021-22,div2,Illinois Central,illinoiscentralcollege,wesleeframe4b9c,Weslee Frame
Apr 21,home,Carl Sandburg,W,8-6,8,6,2.0,win,20220421_mz6i,0,0,0,0,1.0,1,1,1,9.00,,3,1,2022,2021-22,div2,Illinois Central,illinoiscentralcollege,wesleeframe4b9c,Weslee Frame
Apr 22,home,Vincennes,L,11-3,11,3,8.0,win,,,,,,,,,,,,,,2022,2021-22,div2,Illinois Central,illinoiscentralcollege,wesleeframe4b9c,Weslee Frame
Apr 22,home,Vincennes,W,5-4,5,4,1.0,win,,,,,,,,,,,,,,2022,2021-22,div2,Illinois Central,illinoiscentralcollege,wesleeframe4b9c,Weslee Frame
Apr 23,home,Vincennes,L,11-10,11,10,1.0,win,,,,,,,,,,,,,,2022,2021-22,div2,Illinois Central,illinoiscentralcollege,wesleeframe4b9c,Weslee Frame
Apr 23,home,Vincennes,W,9-1,9,1,8.0,win,,,,,,,,,,,,,,2022,2021-22,div2,Illinois Central,illinoiscentralcollege,wesleeframe4b9c,Weslee Frame
Apr 26,home,Southeastern,L,10-4,10,4,6.0,win,,,,,,,,,,,,,,2022,2021-22,div2,Illinois Central,illinoiscentralcollege,wesleeframe4b9c,Weslee Frame
Apr 28,home,Carl Sandburg,L,11-10,11,10,1.0,win,20220428_cnzl,1,0,0,0,4.1,5,5,4,8.31,1,2,3,2022,2021-22,div2,Illinois Central,illinoiscentralcollege,wesleeframe4b9c,Weslee Frame
May 1,home,Danville Area,L,14-13,14,13,1.0,win,,,,,,,,,,,,,,2022,2021-22,div2,Illinois Central,illinoiscentralcollege,wesleeframe4b9c,Weslee Frame
May 1,home,Danville Area,L,3-0,3,0,3.0,win,,,,,,,,,,,,,,2022,2021-22,div2,Illinois Central,illinoiscentralcollege,wesleeframe4b9c,Weslee Frame
May 2,home,Danville Area,L,6-3,6,3,3.0,win,,,,,,,,,,,,,,2022,2021-22,div2,Illinois Central,illinoiscentralcollege,wesleeframe4b9c,Weslee Frame
May 2,home,Danville Area,W,8-7,8,7,1.0,win,,,,,,,,,,,,,,2022,2021-22,div2,Illinois Central,illinoiscentralcollege,wesleeframe4b9c,Weslee Frame
May 7,home,John Wood,W,4-1,4,1,3.0,win,,,,,,,,,,,,,,2022,2021-22,div2,Illinois Central,illinoiscentralcollege,wesleeframe4b9c,Weslee Frame
May 7,home,John Wood,W,2-0,2,0,2.0,win,,,,,,,,,,,,,,2022,2021-22,div2,Illinois Central,illinoiscentralcollege,wesleeframe4b9c,Weslee Frame
May 8,home,John Wood,W,9-3,9,3,6.0,win,,,,,,,,,,,,,,2022,2021-22,div2,Illinois Central,illinoiscentralcollege,wesleeframe4b9c,Weslee Frame
May 8,home,John Wood,L,9-4,9,4,5.0,win,20220508_0pez,0,0,0,0,1.0,,,,0.00,,,,2022,2021-22,div2,Illinois Central,illinoiscentralcollege,wesleeframe4b9c,Weslee Frame
May 11,home,Carl Sandburg,L,7-6,7,6,1.0,win,,,,,,,,,,,,,,2022,2021-22,div2,Illinois Central,illinoiscentralcollege,wesleeframe4b9c,Weslee Frame
May 13,home,Spoon River,W,14-3,14,3,11.0,win,,,,,,,,,,,,,,2022,2021-22,div2,Illinois Central,illinoiscentralcollege,wesleeframe4b9c,Weslee Frame
May 13,home,Spoon River,W,18-8,18,8,10.0,win,,,,,,,,,,,,,,2022,2021-22,div2,Illinois Central,illinoiscentralcollege,wesleeframe4b9c,Weslee Frame
May 14,home,Spoon River,W,13-2,13,2,11.0,win,,,,,,,,,,,,,,2022,2021-22,div2,Illinois Central,illinoiscentralcollege,wesleeframe4b9c,Weslee Frame
May 14,home,Spoon River,L,15-3,15,3,12.0,win,,,,,,,,,,,,,,2022,2021-22,div2,Illinois Central,illinoiscentralcollege,wesleeframe4b9c,Weslee Frame
May 18,home,Lincoln Land,L,10-0,10,0,10.0,win,,,,,,,,,,,,,,2022,2021-22,div2,Illinois Central,illinoiscentralcollege,wesleeframe4b9c,Weslee Frame
May 18,home,Lewis & Clark,W,5-3,5,3,2.0,win,,,,,,,,,,,,,,2022,2021-22,div2,Illinois Central,illinoiscentralcollege,wesleeframe4b9c,Weslee Frame
May 19,home,Danville Area,W,7-6,7,6,1.0,win,,,,,,,,,,,,,,2022,2021-22,div2,Illinois Central,illinoiscentralcollege,wesleeframe4b9c,Weslee Frame
May 20,home,Parkland,W,12-3,12,3,9.0,win,,,,,,,,,,,,,,2022,2021-22,div2,Illinois Central,illinoiscentralcollege,wesleeframe4b9c,Weslee Frame
May 20,home,Lincoln Land,L,11-1,11,1,10.0,win,20220520_qwto,0,0,0,0,1.2,4,3,3,16.20,3,2,,2022,2021-22,div2,Illinois Central,illinoiscentralcollege,wesleeframe4b9c,Weslee Frame
