date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 25,home,Seminole State (FL),L,3-0,3,0,3.0,win,20190125_onah,0,0,0,0,2.1,,,,0.00,2,3,,2019,2018-19,div1,Northwest Florida State,northwestfloridastatecollege,mattboswellrocw,Matt Boswell
Jan 26,home,Lake-Sumter State,L,4-3,4,3,1.0,win,,,,,,,,,,,,,,2019,2018-19,div1,Northwest Florida State,northwestfloridastatecollege,mattboswellrocw,Matt Boswell
Jan 26,home,Lake-Sumter State,W,6-3,6,3,3.0,win,,,,,,,,,,,,,,2019,2018-19,div1,Northwest Florida State,northwestfloridastatecollege,mattboswellrocw,Matt Boswell
Feb 1,home,West Georgia Tech,L,1-0,1,0,1.0,win,,,,,,,,,,,,,,2019,2018-19,div1,Northwest Florida State,northwestfloridastatecollege,mattboswellrocw,Matt Boswell
Feb 1,home,West Georgia Tech,W,7-0,7,0,7.0,win,,,,,,,,,,,,,,2019,2018-19,div1,Northwest Florida State,northwestfloridastatecollege,mattboswellrocw,Matt Boswell
Feb 2,home,West Georgia Tech,W,17-0,17,0,17.0,win,20190202_gn8t,0,0,0,0,1.0,,,,0.00,,2,,2019,2018-19,div1,Northwest Florida State,northwestfloridastatecollege,mattboswellrocw,Matt Boswell
Feb 7,home,St. Johns River State,W,5-3,5,3,2.0,win,,,,,,,,,,,,,,2019,2018-19,div1,Northwest Florida State,northwestfloridastatecollege,mattboswellrocw,Matt Boswell
Feb 8,home,Florence-Darlington Tech,W,10-6,10,6,4.0,win,20190208_spqn,0,0,0,0,4.1,1,,,0.00,1,4,,2019,2018-19,div1,Northwest Florida State,northwestfloridastatecollege,mattboswellrocw,Matt Boswell
Feb 8,home,Miami Dade,W,6-2,6,2,4.0,win,,,,,,,,,,,,,,2019,2018-19,div1,Northwest Florida State,northwestfloridastatecollege,mattboswellrocw,Matt Boswell
Feb 9,home,Miami Dade,W,10-0,10,0,10.0,win,,,,,,,,,,,,,,2019,2018-19,div1,Northwest Florida State,northwestfloridastatecollege,mattboswellrocw,Matt Boswell
Feb 12,home,Thomas University,,,,,10.0,win,,,,,,,,,,,,,,2019,2018-19,div1,Northwest Florida State,northwestfloridastatecollege,mattboswellrocw,Matt Boswell
Feb 15,home,Mississippi Gulf Coast,W,10-9,10,9,1.0,win,,,,,,,,,,,,,,2019,2018-19,div1,Northwest Florida State,northwestfloridastatecollege,mattboswellrocw,Matt Boswell
Feb 15,home,Mississippi Gulf Coast,W,7-3,7,3,4.0,win,20190215_u99j,1,1,0,0,7.0,6,3,3,3.86,2,5,1,2019,2018-19,div1,Northwest Florida State,northwestfloridastatecollege,mattboswellrocw,Matt Boswell
Feb 16,home,Coastal Alabama - Bay Minette,L,3-2,3,2,1.0,win,,,,,,,,,,,,,,2019,2018-19,div1,Northwest Florida State,northwestfloridastatecollege,mattboswellrocw,Matt Boswell
Feb 16,home,Coastal Alabama - Bay Minette,L,9-7,9,7,2.0,win,,,,,,,,,,,,,,2019,2018-19,div1,Northwest Florida State,northwestfloridastatecollege,mattboswellrocw,Matt Boswell
Feb 19,home,Enterprise State,W,5-0,5,0,5.0,win,,,,,,,,,,,,,,2019,2018-19,div1,Northwest Florida State,northwestfloridastatecollege,mattboswellrocw,Matt Boswell
Feb 20,home,Coastal Alabama - Monroeville,,,,,5.0,win,,,,,,,,,,,,,,2019,2018-19,div1,Northwest Florida State,northwestfloridastatecollege,mattboswellrocw,Matt Boswell
Feb 22,home,Santa Fe,W,11-1,11,1,10.0,win,20190222_8cr9,1,1,0,0,7.0,5,1,0,0.00,4,5,,2019,2018-19,div1,Northwest Florida State,northwestfloridastatecollege,mattboswellrocw,Matt Boswell
Feb 23,home,Motlow State,W,11-0,11,0,11.0,win,,,,,,,,,,,,,,2019,2018-19,div1,Northwest Florida State,northwestfloridastatecollege,mattboswellrocw,Matt Boswell
Feb 23,home,East Mississippi,W,11-1,11,1,10.0,win,,,,,,,,,,,,,,2019,2018-19,div1,Northwest Florida State,northwestfloridastatecollege,mattboswellrocw,Matt Boswell
Feb 26,home,Coastal Alabama - Brewton,W,19-0,19,0,19.0,win,,,,,,,,,,,,,,2019,2018-19,div1,Northwest Florida State,northwestfloridastatecollege,mattboswellrocw,Matt Boswell
Feb 27,home,Lurleen B. Wallace,W,13-5,13,5,8.0,win,,,,,,,,,,,,,,2019,2018-19,div1,Northwest Florida State,northwestfloridastatecollege,mattboswellrocw,Matt Boswell
Mar 1,home,Shelton State,W,7-1,7,1,6.0,win,20190301_awnx,1,1,0,0,7.0,3,1,1,1.29,0,11,,2019,2018-19,div1,Northwest Florida State,northwestfloridastatecollege,mattboswellrocw,Matt Boswell
Mar 2,home,Shelton State,W,8-2,8,2,6.0,win,,,,,,,,,,,,,,2019,2018-19,div1,Northwest Florida State,northwestfloridastatecollege,mattboswellrocw,Matt Boswell
Mar 2,home,Shelton State,W,4-0,4,0,4.0,win,,,,,,,,,,,,,,2019,2018-19,div1,Northwest Florida State,northwestfloridastatecollege,mattboswellrocw,Matt Boswell
Mar 5,home,Coastal Alabama - Monroeville,W,11-1,11,1,10.0,win,,,,,,,,,,,,,,2019,2018-19,div1,Northwest Florida State,northwestfloridastatecollege,mattboswellrocw,Matt Boswell
Mar 7,home,Pensacola State,L,4-1,4,1,3.0,win,20190307_a8qx,1,0,1,0,8.0,12,4,4,4.50,1,7,,2019,2018-19,div1,Northwest Florida State,northwestfloridastatecollege,mattboswellrocw,Matt Boswell
Mar 8,home,Pensacola State,W,9-0,9,0,9.0,win,,,,,,,,,,,,,,2019,2018-19,div1,Northwest Florida State,northwestfloridastatecollege,mattboswellrocw,Matt Boswell
Mar 8,home,Pensacola State,W,10-1,10,1,9.0,win,,,,,,,,,,,,,,2019,2018-19,div1,Northwest Florida State,northwestfloridastatecollege,mattboswellrocw,Matt Boswell
Mar 12,home,Pensacola State,W,9-1,9,1,8.0,win,,,,,,,,,,,,,,2019,2018-19,div1,Northwest Florida State,northwestfloridastatecollege,mattboswellrocw,Matt Boswell
Mar 14,home,Gulf Coast State,W,5-2,5,2,3.0,win,20190314_yp3x,1,1,0,0,7.0,1,2,1,1.29,3,4,,2019,2018-19,div1,Northwest Florida State,northwestfloridastatecollege,mattboswellrocw,Matt Boswell
Mar 16,home,Gulf Coast State,W,8-0,8,0,8.0,win,,,,,,,,,,,,,,2019,2018-19,div1,Northwest Florida State,northwestfloridastatecollege,mattboswellrocw,Matt Boswell
Mar 16,home,Gulf Coast State,W,10-0,10,0,10.0,win,,,,,,,,,,,,,,2019,2018-19,div1,Northwest Florida State,northwestfloridastatecollege,mattboswellrocw,Matt Boswell
Mar 19,home,Gulf Coast State,W,7-5,7,5,2.0,win,,,,,,,,,,,,,,2019,2018-19,div1,Northwest Florida State,northwestfloridastatecollege,mattboswellrocw,Matt Boswell
Mar 21,home,Tallahassee,W,7-5,7,5,2.0,win,20190321_u49x,1,0,0,0,1.2,5,5,3,16.20,1,3,,2019,2018-19,div1,Northwest Florida State,northwestfloridastatecollege,mattboswellrocw,Matt Boswell
Mar 23,home,Tallahassee,L,4-3,4,3,1.0,win,,,,,,,,,,,,,,2019,2018-19,div1,Northwest Florida State,northwestfloridastatecollege,mattboswellrocw,Matt Boswell
Mar 23,home,Tallahassee,W,8-3,8,3,5.0,win,,,,,,,,,,,,,,2019,2018-19,div1,Northwest Florida State,northwestfloridastatecollege,mattboswellrocw,Matt Boswell
Mar 26,home,Tallahassee,W,7-5,7,5,2.0,win,20190326_zmfw,1,1,0,0,7.0,9,4,4,5.14,0,6,1,2019,2018-19,div1,Northwest Florida State,northwestfloridastatecollege,mattboswellrocw,Matt Boswell
Mar 28,home,Chipola,W,12-1,12,1,11.0,win,,,,,,,,,,,,,,2019,2018-19,div1,Northwest Florida State,northwestfloridastatecollege,mattboswellrocw,Matt Boswell
Mar 30,home,Chipola,W,5-3,5,3,2.0,win,,,,,,,,,,,,,,2019,2018-19,div1,Northwest Florida State,northwestfloridastatecollege,mattboswellrocw,Matt Boswell
Mar 30,home,Chipola,W,7-4,7,4,3.0,win,,,,,,,,,,,,,,2019,2018-19,div1,Northwest Florida State,northwestfloridastatecollege,mattboswellrocw,Matt Boswell
Apr 2,home,Chipola,L,2-0,2,0,2.0,win,20190402_v7mw,1,0,1,0,4.1,3,2,2,4.15,2,2,,2019,2018-19,div1,Northwest Florida State,northwestfloridastatecollege,mattboswellrocw,Matt Boswell
Apr 12,home,Pensacola State,W,11-3,11,3,8.0,win,,,,,,,,,,,,,,2019,2018-19,div1,Northwest Florida State,northwestfloridastatecollege,mattboswellrocw,Matt Boswell
