date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Apr 30,home,Jefferson (MO),W,13-12,13,12,1,win,20230430_171c,0,0,0,0,1.1,2,,,0.00,,,,2023,2022-23,div1,Metropolitan,metropolitancommunitycollege,hardydougan3gx9,Hardy Dougan
Apr 29,home,St. Charles,L,12-2,12,2,10,win,20230429_fzu8,0,0,0,0,1.0,1,2,,0.00,2,3,,2023,2022-23,div1,Metropolitan,metropolitancommunitycollege,hardydougan3gx9,Hardy Dougan
Apr 20,home,St. Louis,L,6-4,6,4,2,win,20230420_uf6m,0,0,0,0,3.0,2,,,0.00,3,5,,2023,2022-23,div1,Metropolitan,metropolitancommunitycollege,hardydougan3gx9,Hardy Dougan
Apr 18,home,Moberly Area,L,4-1,4,1,3,win,20230418_9giz,0,0,0,0,1.0,,,,0.00,1,1,,2023,2022-23,div1,Metropolitan,metropolitancommunitycollege,hardydougan3gx9,Hardy Dougan
Apr 14,home,State Fair,L,13-8,13,8,5,win,20230414_eekf,0,0,0,0,1.0,2,1,1,9.00,,,,2023,2022-23,div1,Metropolitan,metropolitancommunitycollege,hardydougan3gx9,Hardy Dougan
Apr 8,home,Mineral Area,L,7-5,7,5,2,win,20230408_eope,0,0,1,0,2.0,4,4,4,18.00,3,4,1,2023,2022-23,div1,Metropolitan,metropolitancommunitycollege,hardydougan3gx9,Hardy Dougan
Apr 7,home,Mineral Area,W,3-1,3,1,2,win,20230407_kz6k,0,0,0,0,2.0,1,,,0.00,,,,2023,2022-23,div1,Metropolitan,metropolitancommunitycollege,hardydougan3gx9,Hardy Dougan
Apr 4,home,Kansas City Kansas,L,17-2,17,2,15,win,20230404_mkxh,0,0,0,0,0.2,,,,0.00,1,1,,2023,2022-23,div1,Metropolitan,metropolitancommunitycollege,hardydougan3gx9,Hardy Dougan
Apr 1,home,Crowder,L,17-7,17,7,10,win,20230401_j98u,0,0,1,0,0.2,5,6,4,54.00,2,,2,2023,2022-23,div1,Metropolitan,metropolitancommunitycollege,hardydougan3gx9,Hardy Dougan
Mar 25,home,Three Rivers,L,15-7,15,7,8,win,20230325_bgh8,0,0,1,0,2.1,4,5,5,19.29,3,2,,2023,2022-23,div1,Metropolitan,metropolitancommunitycollege,hardydougan3gx9,Hardy Dougan
Mar 22,home,Northeastern Oklahoma A&M,L,13-3,13,3,10,win,20230322_8zl5,0,0,0,0,1.2,5,4,2,10.80,,2,,2023,2022-23,div1,Metropolitan,metropolitancommunitycollege,hardydougan3gx9,Hardy Dougan
Mar 15,home,Jefferson (MO),L,27-4,27,4,23,win,20230315_eter,0,0,1,0,1.1,5,8,6,40.50,2,1,,2023,2022-23,div1,Metropolitan,metropolitancommunitycollege,hardydougan3gx9,Hardy Dougan
Mar 10,home,St. Charles,L,6-4,6,4,2,win,20230310_gv6i,0,0,0,0,4.2,7,6,2,3.86,2,5,,2023,2022-23,div1,Metropolitan,metropolitancommunitycollege,hardydougan3gx9,Hardy Dougan
Mar 4,home,Southwestern,L,5-2,5,2,3,win,20230304_re49,0,0,1,0,3.0,3,3,3,9.00,3,4,,2023,2022-23,div1,Metropolitan,metropolitancommunitycollege,hardydougan3gx9,Hardy Dougan
Feb 25,home,Neosho County,L,10-0,10,0,10,win,20230225_93qi,0,0,0,0,2.1,7,7,3,11.57,4,1,,2023,2022-23,div1,Metropolitan,metropolitancommunitycollege,hardydougan3gx9,Hardy Dougan
Feb 18,home,Ellsworth,W,5-4,5,4,1,win,20230218_gkus,0,0,0,0,2.2,3,4,1,3.38,4,4,1,2023,2022-23,div1,Metropolitan,metropolitancommunitycollege,hardydougan3gx9,Hardy Dougan
Feb 11,home,Northeastern Oklahoma A&M,L,5-2,5,2,3,win,20230211_7b5w,0,0,1,0,3.0,4,5,3,9.00,3,4,,2023,2022-23,div1,Metropolitan,metropolitancommunitycollege,hardydougan3gx9,Hardy Dougan
