date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Mar 29,home,Paris,W,14-8,14,8,6,win,20230329_6ah2,1,1,0,0,4.0,6,5,4,9.00,3,1,,2023,2022-23,div1,Bossier Parish,bossierparishcommunitycollege,sethgurr1l65,Seth Gurr
Mar 25,home,Baton Rouge,W,9-3,9,3,6,win,20230325_ws5g,1,0,0,0,3.0,4,2,2,6.00,1,4,,2023,2022-23,div1,Bossier Parish,bossierparishcommunitycollege,sethgurr1l65,Seth Gurr
Mar 18,home,Panola,L,8-7,8,7,1,win,20230318_i041,1,0,0,0,5.1,7,4,4,6.75,2,6,,2023,2022-23,div1,Bossier Parish,bossierparishcommunitycollege,sethgurr1l65,Seth Gurr
Mar 11,home,Northeast Texas,W,8-0,8,0,8,win,20230311_xwql,1,1,0,0,6.0,4,0,0,0.00,2,5,,2023,2022-23,div1,Bossier Parish,bossierparishcommunitycollege,sethgurr1l65,Seth Gurr
Mar 4,home,Paris,W,7-6,7,6,1,win,20230304_1s8t,0,1,0,0,3.2,2,,,0.00,1,3,,2023,2022-23,div1,Bossier Parish,bossierparishcommunitycollege,sethgurr1l65,Seth Gurr
Feb 28,home,SAU Tech,W,16-3,16,3,13,win,20230228_sod1,1,0,0,0,4.0,4,3,3,6.75,0,7,1,2023,2022-23,div1,Bossier Parish,bossierparishcommunitycollege,sethgurr1l65,Seth Gurr
Feb 22,home,Panola,W,4-1,4,1,3,win,20230222_lm0q,1,1,0,0,6.0,3,1,1,1.50,2,5,1,2023,2022-23,div1,Bossier Parish,bossierparishcommunitycollege,sethgurr1l65,Seth Gurr
Feb 18,home,Tyler,L,13-5,13,5,8,win,20230218_uo7t,0,0,0,0,0.0,3,4,4,INF,1,,,2023,2022-23,div1,Bossier Parish,bossierparishcommunitycollege,sethgurr1l65,Seth Gurr
Feb 5,home,South Arkansas,W,5-2,5,2,3,win,20230205_4ioy,0,0,0,0,2.1,3,,,0.00,2,3,,2023,2022-23,div1,Bossier Parish,bossierparishcommunitycollege,sethgurr1l65,Seth Gurr
