date,location,opponent,result,score,team_score,opp_score,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 1,away,Polk State,,,,,,,,,,,,,,,,,2014,2013-14,div1,Lake-Sumter State,lakesumterstatecollege,jackcurtistyd8,Jack Curtis
Feb 3,away,University of Tampa JV,L,14-1,14,14,0,0,0,0,0.0,0,0,0,0.00,0,0,0,2014,2013-14,div1,Lake-Sumter State,lakesumterstatecollege,jackcurtistyd8,Jack Curtis
Feb 5,home,Pasco-Hernando State,W,10-0,10,10,0,0,0,0,0.0,,,,0.00,,,,2014,2013-14,div1,Lake-Sumter State,lakesumterstatecollege,jackcurtistyd8,Jack Curtis
Feb 9,home,South Florida State,W,11-3,11,11,0,0,0,0,0.0,0,0,0,0.00,0,0,0,2014,2013-14,div1,Lake-Sumter State,lakesumterstatecollege,jackcurtistyd8,Jack Curtis
Feb 10,home,Polk State,W,4-3,4,4,0,0,0,0,0.0,,,,0.00,,,,2014,2013-14,div1,Lake-Sumter State,lakesumterstatecollege,jackcurtistyd8,Jack Curtis
Feb 14,home,vs. Hillsborough,L,11-3,11,11,0,0,0,0,0.0,,,,0.00,,,,2014,2013-14,div1,Lake-Sumter State,lakesumterstatecollege,jackcurtistyd8,Jack Curtis
Feb 15,away,Rollins College JV,W,9-1,9,9,0,0,0,0,0.0,0,0,0,0.00,0,0,0,2014,2013-14,div1,Lake-Sumter State,lakesumterstatecollege,jackcurtistyd8,Jack Curtis
Feb 16,home,Broward,W,6-5,6,6,0,0,0,0,0.0,,,,0.00,,,,2014,2013-14,div1,Lake-Sumter State,lakesumterstatecollege,jackcurtistyd8,Jack Curtis
Feb 17,away,Webber International University JV,W,3-2,3,3,0,0,0,0,0.0,0,0,0,0.00,0,0,0,2014,2013-14,div1,Lake-Sumter State,lakesumterstatecollege,jackcurtistyd8,Jack Curtis
Feb 19,home,CCBC Dundalk,W,9-2,9,9,0,0,0,0,0.0,0,0,0,0.00,0,0,0,2014,2013-14,div1,Lake-Sumter State,lakesumterstatecollege,jackcurtistyd8,Jack Curtis
