date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 4,home,St. Johns River State,W,14-4,14,4,10.0,win,,,,,,,,,,,,,,2022,2021-22,div1,Wallace State,wallacestatecommunitycollegehancevil,colbymastersj18h,Colby Masters
Feb 5,home,Gulf Coast State,W,3-1,3,1,2.0,win,,,,,,,,,,,,,,2022,2021-22,div1,Wallace State,wallacestatecommunitycollegehancevil,colbymastersj18h,Colby Masters
Feb 5,home,Florida SouthWestern State,L,5-2,5,2,3.0,win,20220205_u2p3,0,0,0,0,0.2,2,1,1,13.50,1,1,,2022,2021-22,div1,Wallace State,wallacestatecommunitycollegehancevil,colbymastersj18h,Colby Masters
Feb 6,home,Chipola,L,13-0,13,0,13.0,win,,,,,,,,,,,,,,2022,2021-22,div1,Wallace State,wallacestatecommunitycollegehancevil,colbymastersj18h,Colby Masters
Feb 9,home,Cleveland State,W,6-5,6,5,1.0,win,,,,,,,,,,,,,,2022,2021-22,div1,Wallace State,wallacestatecommunitycollegehancevil,colbymastersj18h,Colby Masters
Feb 15,home,Motlow State,W,17-7,17,7,10.0,win,20220215_tccw,0,1,0,0,1.2,2,1,1,5.40,3,3,,2022,2021-22,div1,Wallace State,wallacestatecommunitycollegehancevil,colbymastersj18h,Colby Masters
Feb 18,home,Mississippi Gulf Coast,W,3-2,3,2,1.0,win,,,,,,,,,,,,,,2022,2021-22,div1,Wallace State,wallacestatecommunitycollegehancevil,colbymastersj18h,Colby Masters
Feb 18,home,Lincoln Trail,W,15-6,15,6,9.0,win,,,,,,,,,,,,,,2022,2021-22,div1,Wallace State,wallacestatecommunitycollegehancevil,colbymastersj18h,Colby Masters
Feb 19,home,Lincoln Trail,W,11-1,11,1,10.0,win,,,,,,,,,,,,,,2022,2021-22,div1,Wallace State,wallacestatecommunitycollegehancevil,colbymastersj18h,Colby Masters
Feb 19,home,East Central (MS),W,18-6,18,6,12.0,win,,,,,,,,,,,,,,2022,2021-22,div1,Wallace State,wallacestatecommunitycollegehancevil,colbymastersj18h,Colby Masters
Feb 26,home,Northwest Mississippi,W,5-2,5,2,3.0,win,,,,,,,,,,,,,,2022,2021-22,div1,Wallace State,wallacestatecommunitycollegehancevil,colbymastersj18h,Colby Masters
Feb 26,home,Northwest Mississippi,L,4-3,4,3,1.0,win,,,,,,,,,,,,,,2022,2021-22,div1,Wallace State,wallacestatecommunitycollegehancevil,colbymastersj18h,Colby Masters
Feb 27,home,Georgia Highlands,,,,,1.0,win,,,,,,,,,,,,,,2022,2021-22,div1,Wallace State,wallacestatecommunitycollegehancevil,colbymastersj18h,Colby Masters
Mar 1,home,Columbia State,L,9-8,9,8,1.0,win,,,,,,,,,,,,,,2022,2021-22,div1,Wallace State,wallacestatecommunitycollegehancevil,colbymastersj18h,Colby Masters
Mar 1,home,Columbia State,L,13-12,13,12,1.0,win,,,,,,,,,,,,,,2022,2021-22,div1,Wallace State,wallacestatecommunitycollegehancevil,colbymastersj18h,Colby Masters
Mar 4,home,Coastal Alabama - Bay Minette,W,11-5,11,5,6.0,win,20220304_63v7,0,0,0,0,0.2,2,1,,0.00,,2,,2022,2021-22,div1,Wallace State,wallacestatecommunitycollegehancevil,colbymastersj18h,Colby Masters
Mar 4,home,Coastal Alabama - Bay Minette,L,7-6,7,6,1.0,win,,,,,,,,,,,,,,2022,2021-22,div1,Wallace State,wallacestatecommunitycollegehancevil,colbymastersj18h,Colby Masters
Mar 5,home,Coastal Alabama - Bay Minette,W,8-6,8,6,2.0,win,,,,,,,,,,,,,,2022,2021-22,div1,Wallace State,wallacestatecommunitycollegehancevil,colbymastersj18h,Colby Masters
Mar 5,home,Coastal Alabama - Bay Minette,W,8-7,8,7,1.0,win,,,,,,,,,,,,,,2022,2021-22,div1,Wallace State,wallacestatecommunitycollegehancevil,colbymastersj18h,Colby Masters
Mar 10,home,Bevill State,W,11-1,11,1,10.0,win,,,,,,,,,,,,,,2022,2021-22,div1,Wallace State,wallacestatecommunitycollegehancevil,colbymastersj18h,Colby Masters
Mar 10,home,Bevill State,L,4-0,4,0,4.0,win,,,,,,,,,,,,,,2022,2021-22,div1,Wallace State,wallacestatecommunitycollegehancevil,colbymastersj18h,Colby Masters
Mar 12,home,Bevill State,,,,,4.0,win,,,,,,,,,,,,,,2022,2021-22,div1,Wallace State,wallacestatecommunitycollegehancevil,colbymastersj18h,Colby Masters
Mar 12,home,Bevill State,,,,,4.0,win,,,,,,,,,,,,,,2022,2021-22,div1,Wallace State,wallacestatecommunitycollegehancevil,colbymastersj18h,Colby Masters
Mar 13,home,Bevill State,L,9-4,9,4,5.0,win,20220313_cu05,0,0,0,0,1.0,,,,0.00,2,,,2022,2021-22,div1,Wallace State,wallacestatecommunitycollegehancevil,colbymastersj18h,Colby Masters
Mar 13,home,Bevill State,W,2-1,2,1,1.0,win,,,,,,,,,,,,,,2022,2021-22,div1,Wallace State,wallacestatecommunitycollegehancevil,colbymastersj18h,Colby Masters
Mar 17,home,Lawson State,L,6-4,6,4,2.0,win,,,,,,,,,,,,,,2022,2021-22,div1,Wallace State,wallacestatecommunitycollegehancevil,colbymastersj18h,Colby Masters
Mar 17,home,Lawson State,W,6-3,6,3,3.0,win,,,,,,,,,,,,,,2022,2021-22,div1,Wallace State,wallacestatecommunitycollegehancevil,colbymastersj18h,Colby Masters
Mar 19,home,Lawson State,W,7-2,7,2,5.0,win,,,,,,,,,,,,,,2022,2021-22,div1,Wallace State,wallacestatecommunitycollegehancevil,colbymastersj18h,Colby Masters
Mar 19,home,Lawson State,L,1-0,1,0,1.0,win,,,,,,,,,,,,,,2022,2021-22,div1,Wallace State,wallacestatecommunitycollegehancevil,colbymastersj18h,Colby Masters
Mar 24,home,Southern Union State,W,7-3,7,3,4.0,win,,,,,,,,,,,,,,2022,2021-22,div1,Wallace State,wallacestatecommunitycollegehancevil,colbymastersj18h,Colby Masters
Mar 24,home,Southern Union State,W,7-1,7,1,6.0,win,,,,,,,,,,,,,,2022,2021-22,div1,Wallace State,wallacestatecommunitycollegehancevil,colbymastersj18h,Colby Masters
Mar 26,home,Southern Union State,L,6-5,6,5,1.0,win,,,,,,,,,,,,,,2022,2021-22,div1,Wallace State,wallacestatecommunitycollegehancevil,colbymastersj18h,Colby Masters
Mar 26,home,Southern Union State,W,7-6,7,6,1.0,win,,,,,,,,,,,,,,2022,2021-22,div1,Wallace State,wallacestatecommunitycollegehancevil,colbymastersj18h,Colby Masters
Mar 31,home,Marion Military,W,11-1,11,1,10.0,win,,,,,,,,,,,,,,2022,2021-22,div1,Wallace State,wallacestatecommunitycollegehancevil,colbymastersj18h,Colby Masters
Mar 31,home,Marion Military,W,12-0,12,0,12.0,win,,,,,,,,,,,,,,2022,2021-22,div1,Wallace State,wallacestatecommunitycollegehancevil,colbymastersj18h,Colby Masters
Apr 2,home,Marion Military,W,5-4,5,4,1.0,win,,,,,,,,,,,,,,2022,2021-22,div1,Wallace State,wallacestatecommunitycollegehancevil,colbymastersj18h,Colby Masters
Apr 2,home,Marion Military,W,3-1,3,1,2.0,win,,,,,,,,,,,,,,2022,2021-22,div1,Wallace State,wallacestatecommunitycollegehancevil,colbymastersj18h,Colby Masters
Apr 4,home,Motlow State,W,6-5,6,5,1.0,win,20220404_7abh,0,1,0,0,5.1,3,1,1,1.69,1,6,,2022,2021-22,div1,Wallace State,wallacestatecommunitycollegehancevil,colbymastersj18h,Colby Masters
Apr 5,home,Columbia State,,,,,1.0,win,,,,,,,,,,,,,,2022,2021-22,div1,Wallace State,wallacestatecommunitycollegehancevil,colbymastersj18h,Colby Masters
Apr 6,home,Cleveland State,W,11-8,11,8,3.0,win,,,,,,,,,,,,,,2022,2021-22,div1,Wallace State,wallacestatecommunitycollegehancevil,colbymastersj18h,Colby Masters
Apr 11,home,Columbia State,,,,,3.0,win,,,,,,,,,,,,,,2022,2021-22,div1,Wallace State,wallacestatecommunitycollegehancevil,colbymastersj18h,Colby Masters
Apr 14,home,Snead State,W,5-2,5,2,3.0,win,,,,,,,,,,,,,,2022,2021-22,div1,Wallace State,wallacestatecommunitycollegehancevil,colbymastersj18h,Colby Masters
