date,location,opponent,result,score,team_score,opp_score,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 8,away,Odessa,L,8-4,8,8,,,,,,,,,,,,,2014,2013-14,div1,Butler,butlercommunitycollegeks,loganbeardp5sn,Logan Beard
Feb 8,away,Odessa,L,5-4,5,5,,,,,,,,,,,,,2014,2013-14,div1,Butler,butlercommunitycollegeks,loganbeardp5sn,Logan Beard
Feb 9,away,Western Texas,L,10-4,10,10,,,,,,,,,,,,,2014,2013-14,div1,Butler,butlercommunitycollegeks,loganbeardp5sn,Logan Beard
Feb 9,away,Western Texas,W,8-7,8,8,,,,,,,,,,,,,2014,2013-14,div1,Butler,butlercommunitycollegeks,loganbeardp5sn,Logan Beard
Feb 18,home,Independence,W,15-7,15,15,0,0,0,0,0.0,,,,0.00,,,,2014,2013-14,div1,Butler,butlercommunitycollegeks,loganbeardp5sn,Logan Beard
Feb 20,away,Independence,W,9-6,9,9,,,,,,,,,,,,,2014,2013-14,div1,Butler,butlercommunitycollegeks,loganbeardp5sn,Logan Beard
Feb 22,home,Southeast,L,3-2,3,3,,,,,,,,,,,,,2014,2013-14,div1,Butler,butlercommunitycollegeks,loganbeardp5sn,Logan Beard
Feb 22,home,Southeast,W,5-1,5,5,,,,,,,,,,,,,2014,2013-14,div1,Butler,butlercommunitycollegeks,loganbeardp5sn,Logan Beard
Feb 23,home,Southeast,W,11-1,11,11,0,0,0,0,0.0,,,,0.00,,,,2014,2013-14,div1,Butler,butlercommunitycollegeks,loganbeardp5sn,Logan Beard
Feb 24,home,Northern Oklahoma Enid,L,11-10,11,11,0,0,0,0,0.0,,,,0.00,,,,2014,2013-14,div1,Butler,butlercommunitycollegeks,loganbeardp5sn,Logan Beard
Feb 24,home,Northern Oklahoma Enid,L,9-7,9,9,,,,,,,,,,,,,2014,2013-14,div1,Butler,butlercommunitycollegeks,loganbeardp5sn,Logan Beard
Feb 28,away,Colby,L,6-5,6,6,,,,,,,,,,,,,2014,2013-14,div1,Butler,butlercommunitycollegeks,loganbeardp5sn,Logan Beard
Feb 28,away,Colby,W,8-6,8,8,,,,,,,,,,,,,2014,2013-14,div1,Butler,butlercommunitycollegeks,loganbeardp5sn,Logan Beard
