date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Mar 11,home,North Arkansas,L,11-8,11,8,3.0,win,,,,,,,,,,,,,,2013,2012-13,div2,Moraine Valley,morainevalleycommunitycollege,bobwilmsend0dt,Bob Wilmsen
Mar 11,home,Western Tech,L,9-7,9,7,2.0,win,,,,,,,,,,,,,,2013,2012-13,div2,Moraine Valley,morainevalleycommunitycollege,bobwilmsend0dt,Bob Wilmsen
Mar 12,home,Western Tech,W,12-7,12,7,5.0,win,,,,,,,,,,,,,,2013,2012-13,div2,Moraine Valley,morainevalleycommunitycollege,bobwilmsend0dt,Bob Wilmsen
Mar 12,home,North Arkansas,L,7-3,7,3,4.0,win,,,,,,,,,,,,,,2013,2012-13,div2,Moraine Valley,morainevalleycommunitycollege,bobwilmsend0dt,Bob Wilmsen
Mar 13,home,Northeastern Oklahoma A&M,L,11-3,11,3,8.0,win,,,,,,,,,,,,,,2013,2012-13,div2,Moraine Valley,morainevalleycommunitycollege,bobwilmsend0dt,Bob Wilmsen
Mar 13,home,Northeastern Oklahoma A&M,L,9-1,9,1,8.0,win,,,,,,,,,,,,,,2013,2012-13,div2,Moraine Valley,morainevalleycommunitycollege,bobwilmsend0dt,Bob Wilmsen
Mar 14,home,Crowder,L,19-9,19,9,10.0,win,20130314_5zmd,0,0,1,0,3.0,11,8,3,9.00,1,1,,2013,2012-13,div2,Moraine Valley,morainevalleycommunitycollege,bobwilmsend0dt,Bob Wilmsen
Mar 14,home,Crowder,L,8-2,8,2,6.0,win,,,,,,,,,,,,,,2013,2012-13,div2,Moraine Valley,morainevalleycommunitycollege,bobwilmsend0dt,Bob Wilmsen
Mar 27,home,South Suburban,L,4-3,4,3,1.0,win,,,,,,,,,,,,,,2013,2012-13,div2,Moraine Valley,morainevalleycommunitycollege,bobwilmsend0dt,Bob Wilmsen
Mar 29,home,Kankakee,L,10-1,10,1,9.0,win,,,,,,,,,,,,,,2013,2012-13,div2,Moraine Valley,morainevalleycommunitycollege,bobwilmsend0dt,Bob Wilmsen
Mar 31,home,Kankakee,L,5-1,5,1,4.0,win,,,,,,,,,,,,,,2013,2012-13,div2,Moraine Valley,morainevalleycommunitycollege,bobwilmsend0dt,Bob Wilmsen
Mar 31,home,Kankakee,L,12-1,12,1,11.0,win,,,,,,,,,,,,,,2013,2012-13,div2,Moraine Valley,morainevalleycommunitycollege,bobwilmsend0dt,Bob Wilmsen
Apr 1,home,McHenry County,L,8-7,8,7,1.0,win,,,,,,,,,,,,,,2013,2012-13,div2,Moraine Valley,morainevalleycommunitycollege,bobwilmsend0dt,Bob Wilmsen
Apr 1,home,McHenry County,L,5-1,5,1,4.0,win,20130401_367o,0,0,1,0,6.0,9,5,4,6.00,1,,,2013,2012-13,div2,Moraine Valley,morainevalleycommunitycollege,bobwilmsend0dt,Bob Wilmsen
Apr 2,home,Prairie State,L,9-6,9,6,3.0,win,,,,,,,,,,,,,,2013,2012-13,div2,Moraine Valley,morainevalleycommunitycollege,bobwilmsend0dt,Bob Wilmsen
Apr 2,home,Prairie State,L,5-1,5,1,4.0,win,,,,,,,,,,,,,,2013,2012-13,div2,Moraine Valley,morainevalleycommunitycollege,bobwilmsend0dt,Bob Wilmsen
Apr 4,home,Triton,L,15-2,15,2,13.0,win,,,,,,,,,,,,,,2013,2012-13,div2,Moraine Valley,morainevalleycommunitycollege,bobwilmsend0dt,Bob Wilmsen
Apr 4,home,Triton,W,19-6,19,6,13.0,win,,,,,,,,,,,,,,2013,2012-13,div2,Moraine Valley,morainevalleycommunitycollege,bobwilmsend0dt,Bob Wilmsen
Apr 6,home,Elgin,W,8-7,8,7,1.0,win,,,,,,,,,,,,,,2013,2012-13,div2,Moraine Valley,morainevalleycommunitycollege,bobwilmsend0dt,Bob Wilmsen
Apr 6,home,Elgin,W,15-14,15,14,1.0,win,,,,,,,,,,,,,,2013,2012-13,div2,Moraine Valley,morainevalleycommunitycollege,bobwilmsend0dt,Bob Wilmsen
Apr 7,home,Illinois Valley,W,10-0,10,0,10.0,win,,,,,,,,,,,,,,2013,2012-13,div2,Moraine Valley,morainevalleycommunitycollege,bobwilmsend0dt,Bob Wilmsen
Apr 7,home,Illinois Valley,W,13-3,13,3,10.0,win,,,,,,,,,,,,,,2013,2012-13,div2,Moraine Valley,morainevalleycommunitycollege,bobwilmsend0dt,Bob Wilmsen
Apr 9,home,Waubonsee,L,7-6,7,6,1.0,win,,,,,,,,,,,,,,2013,2012-13,div2,Moraine Valley,morainevalleycommunitycollege,bobwilmsend0dt,Bob Wilmsen
Apr 9,home,Waubonsee,L,11-10,11,10,1.0,win,,,,,,,,,,,,,,2013,2012-13,div2,Moraine Valley,morainevalleycommunitycollege,bobwilmsend0dt,Bob Wilmsen
Apr 13,home,Oakton,L,7-0,7,0,7.0,win,20130413_pg47,0,0,1,0,7.0,9,7,3,3.86,4,3,,2013,2012-13,div2,Moraine Valley,morainevalleycommunitycollege,bobwilmsend0dt,Bob Wilmsen
Apr 13,home,Oakton,L,12-0,12,0,12.0,win,,,,,,,,,,,,,,2013,2012-13,div2,Moraine Valley,morainevalleycommunitycollege,bobwilmsend0dt,Bob Wilmsen
Apr 14,home,Joliet,W,11-2,11,2,9.0,win,,,,,,,,,,,,,,2013,2012-13,div2,Moraine Valley,morainevalleycommunitycollege,bobwilmsend0dt,Bob Wilmsen
Apr 16,home,Morton,L,8-7,8,7,1.0,win,,,,,,,,,,,,,,2013,2012-13,div2,Moraine Valley,morainevalleycommunitycollege,bobwilmsend0dt,Bob Wilmsen
Apr 16,home,Morton,W,11-0,11,0,11.0,win,,,,,,,,,,,,,,2013,2012-13,div2,Moraine Valley,morainevalleycommunitycollege,bobwilmsend0dt,Bob Wilmsen
Apr 21,home,Olive-Harvey,W,20-0,20,0,20.0,win,20130421_7sj0,0,0,0,0,0.0,,,,0.00,,,,2013,2012-13,div2,Moraine Valley,morainevalleycommunitycollege,bobwilmsend0dt,Bob Wilmsen
Apr 22,home,Lake County,L,5-3,5,3,2.0,win,20130422_0jha,1,0,1,0,5.1,8,5,5,8.44,1,,,2013,2012-13,div2,Moraine Valley,morainevalleycommunitycollege,bobwilmsend0dt,Bob Wilmsen
