date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
May 14,home,Gaston College,L,12-2,12,2,10,win,20230514_yqe6,1,0,1,0,2.0,1,3,1,4.50,2,0,0,2023,2022-23,div1,Florence-Darlington Tech,florencedarlingtontechnicalcollege,landenthurstonltrp,Landen Thurston
May 12,home,Harford,W,6-5,6,5,1,win,20230512_rb59,1,0,0,0,2.2,4,5,3,10.13,3,3,,2023,2022-23,div1,Florence-Darlington Tech,florencedarlingtontechnicalcollege,landenthurstonltrp,Landen Thurston
May 5,home,USC Salkehatchie,W,12-2,12,2,10,win,20230505_2np1,1,1,0,0,5.0,7,2,2,3.60,1,5,1,2023,2022-23,div1,Florence-Darlington Tech,florencedarlingtontechnicalcollege,landenthurstonltrp,Landen Thurston
Apr 22,home,Gaston College,W,14-5,14,5,9,win,20230422_f5ve,1,1,0,0,5.0,8,5,4,7.20,4,2,0,2023,2022-23,div1,Florence-Darlington Tech,florencedarlingtontechnicalcollege,landenthurstonltrp,Landen Thurston
Apr 15,home,USC Union,W,12-11,12,11,1,win,20230415_z6yi,1,1,0,0,4.1,9,9,7,14.54,1,0,3,2023,2022-23,div1,Florence-Darlington Tech,florencedarlingtontechnicalcollege,landenthurstonltrp,Landen Thurston
Apr 7,home,Spartanburg Methodist,W,6-4,6,4,2,win,20230407_5v3i,1,1,0,0,5.0,8,3,3,5.40,1,4,0,2023,2022-23,div1,Florence-Darlington Tech,florencedarlingtontechnicalcollege,landenthurstonltrp,Landen Thurston
Apr 1,home,USC Lancaster,W,8-3,8,3,5,win,20230401_v5qj,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div1,Florence-Darlington Tech,florencedarlingtontechnicalcollege,landenthurstonltrp,Landen Thurston
Apr 1,home,USC Lancaster,W,14-4,14,4,10,win,20230401_h3m9,1,1,0,0,5.0,5,4,4,7.20,4,5,1,2023,2022-23,div1,Florence-Darlington Tech,florencedarlingtontechnicalcollege,landenthurstonltrp,Landen Thurston
Mar 25,home,USC Sumter,W,3-0,3,0,3,win,20230325_2au0,1,1,0,0,7.0,2,0,0,0.00,2,3,0,2023,2022-23,div1,Florence-Darlington Tech,florencedarlingtontechnicalcollege,landenthurstonltrp,Landen Thurston
Mar 18,home,Louisburg,W,8-0,8,0,8,win,20230318_129s,1,1,0,0,7.0,7,0,0,0.00,2,3,0,2023,2022-23,div1,Florence-Darlington Tech,florencedarlingtontechnicalcollege,landenthurstonltrp,Landen Thurston
Mar 11,home,USC Salkehatchie,W,10-0,10,0,10,win,20230311_djd2,1,1,0,0,5.0,1,0,0,0.00,0,5,0,2023,2022-23,div1,Florence-Darlington Tech,florencedarlingtontechnicalcollege,landenthurstonltrp,Landen Thurston
Mar 4,home,Lackawanna,W,12-1,12,1,11,win,20230304_bed9,1,1,0,0,4.0,4,1,1,2.25,0,2,1,2023,2022-23,div1,Florence-Darlington Tech,florencedarlingtontechnicalcollege,landenthurstonltrp,Landen Thurston
Feb 25,home,Monroe College,W,11-3,11,3,8,win,20230225_egy8,1,1,0,0,5.0,7,3,3,5.40,1,3,,2023,2022-23,div1,Florence-Darlington Tech,florencedarlingtontechnicalcollege,landenthurstonltrp,Landen Thurston
Feb 18,home,Southeastern-Whiteville,W,6-2,6,2,4,win,20230218_9wtb,1,1,0,0,7.0,3,2,2,2.57,1,3,1,2023,2022-23,div1,Florence-Darlington Tech,florencedarlingtontechnicalcollege,landenthurstonltrp,Landen Thurston
Feb 11,home,Miami Dade,W,4-0,4,0,4,win,20230211_704v,1,1,0,0,7.0,5,0,0,0.00,2,1,,2023,2022-23,div1,Florence-Darlington Tech,florencedarlingtontechnicalcollege,landenthurstonltrp,Landen Thurston
Feb 3,home,Coastal Alabama - Bay Minette,W,7-5,7,5,2,win,20230203_zk96,1,0,0,0,4.1,5,4,3,6.23,1,3,,2023,2022-23,div1,Florence-Darlington Tech,florencedarlingtontechnicalcollege,landenthurstonltrp,Landen Thurston
Jan 28,home,Bryant & Stratton (VA),W,8-6,8,6,2,win,20230128_qz9m,1,0,0,0,3.2,3,4,2,4.91,0,4,1,2023,2022-23,div1,Florence-Darlington Tech,florencedarlingtontechnicalcollege,landenthurstonltrp,Landen Thurston
