date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 22  #,home,Bergen,,,,,15.0,win,,,,,,,,,,,,,,2019,2018-19,div2,Raritan Valley,raritanvalleycommunitycollege,jasoncuba9faq,Jason Cuba
Mar 4,home,Camden County,,,,,15.0,win,,,,,,,,,,,,,,2019,2018-19,div2,Raritan Valley,raritanvalleycommunitycollege,jasoncuba9faq,Jason Cuba
Mar 7,home,Camden County,L,15-2,15,2,13.0,win,20190307_6kqr,0,0,0,0,1.0,1,1,,0.00,1,,,2019,2018-19,div2,Raritan Valley,raritanvalleycommunitycollege,jasoncuba9faq,Jason Cuba
Mar 12,home,Ocean County,L,19-1,19,1,18.0,win,20190312_c8wq,0,0,0,0,1.0,2,3,1,9.00,1,1,,2019,2018-19,div2,Raritan Valley,raritanvalleycommunitycollege,jasoncuba9faq,Jason Cuba
Mar 16,home,Atlantic Cape,L,14-0,14,0,14.0,win,20190316_t6hy,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,div2,Raritan Valley,raritanvalleycommunitycollege,jasoncuba9faq,Jason Cuba
Mar 16,home,Atlantic Cape,L,14-1,14,1,13.0,win,20190316_6sbo,0,0,0,0,1.0,2,2,1,9.00,,1,,2019,2018-19,div2,Raritan Valley,raritanvalleycommunitycollege,jasoncuba9faq,Jason Cuba
Mar 17,home,Monroe College - Bronx,W,6-2,6,2,4.0,win,20190317_bu3v,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,div2,Raritan Valley,raritanvalleycommunitycollege,jasoncuba9faq,Jason Cuba
Mar 17,home,Monroe College - Bronx,W,12-4,12,4,8.0,win,20190317_wb8l,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,div2,Raritan Valley,raritanvalleycommunitycollege,jasoncuba9faq,Jason Cuba
Mar 21,home,Luzerne County,,,,,8.0,win,,,,,,,,,,,,,,2019,2018-19,div2,Raritan Valley,raritanvalleycommunitycollege,jasoncuba9faq,Jason Cuba
Mar 24,home,Delaware Tech,L,14-13,14,13,1.0,win,20190324_85gg,0,0,1,0,1.0,6,5,5,45.00,1,,,2019,2018-19,div2,Raritan Valley,raritanvalleycommunitycollege,jasoncuba9faq,Jason Cuba
Mar 24,home,Delaware Tech,W,6-5,6,5,1.0,win,20190324_fv06,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,div2,Raritan Valley,raritanvalleycommunitycollege,jasoncuba9faq,Jason Cuba
Mar 26,home,Sussex County,L,17-1,17,1,16.0,win,20190326_gkwc,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,div2,Raritan Valley,raritanvalleycommunitycollege,jasoncuba9faq,Jason Cuba
Mar 26,home,Sussex County,L,4-3,4,3,1.0,win,20190326_zqrf,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,div2,Raritan Valley,raritanvalleycommunitycollege,jasoncuba9faq,Jason Cuba
Mar 27,home,Orange County,L,13-10,13,10,3.0,win,20190327_ur9z,0,0,1,0,5.0,6,6,3,5.40,3,2,,2019,2018-19,div2,Raritan Valley,raritanvalleycommunitycollege,jasoncuba9faq,Jason Cuba
Mar 30,home,Morris,L,15-0,15,0,15.0,win,20190330_4bjx,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,div2,Raritan Valley,raritanvalleycommunitycollege,jasoncuba9faq,Jason Cuba
Mar 30,home,Morris,L,8-0,8,0,8.0,win,20190330_qo4u,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,div2,Raritan Valley,raritanvalleycommunitycollege,jasoncuba9faq,Jason Cuba
