date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Mar 26,home,Mercer County,W,12-4,12,4,8,win,20240326_o2i5,0,0,0,1,4.1,4,,,0.00,1.15,1,8,2024,2023-24,div3,RCSJ Gloucester,rowancollegesouthjerseygloucester,zachstichweh1flj,Zach Stichweh
Mar 22,home,Northampton,L,6-3,6,3,3,win,20240322_h7lm,1,0,0,0,0.0,0,2,2,INF,,2,0,2024,2023-24,div3,RCSJ Gloucester,rowancollegesouthjerseygloucester,zachstichweh1flj,Zach Stichweh
Mar 17,home,Luzerne County,W,37-4,37,4,33,win,20240317_w8sc,1,1,0,0,4.0,0,0,0,0.00,.25,1,9,2024,2023-24,div3,RCSJ Gloucester,rowancollegesouthjerseygloucester,zachstichweh1flj,Zach Stichweh
Mar 4,home,Middlesex College,W,14-0,14,0,14,win,20240304_l0mj,0,1,0,0,2.2,,,,0.00,1.13,3,2,2024,2023-24,div3,RCSJ Gloucester,rowancollegesouthjerseygloucester,zachstichweh1flj,Zach Stichweh
Feb 26,home,Camden County,W,8-6,8,6,2,win,20240226_z27y,1,0,0,0,1.0,2,2,2,18.00,4.00,2,2,2024,2023-24,div3,RCSJ Gloucester,rowancollegesouthjerseygloucester,zachstichweh1flj,Zach Stichweh
Feb 18,home,Southern Maryland,W,8-1,8,1,7,win,20240218_hvj0,0,1,0,0,4.0,1,1,,0.00,.25,,3,2024,2023-24,div3,RCSJ Gloucester,rowancollegesouthjerseygloucester,zachstichweh1flj,Zach Stichweh
