date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
May 4,home,DuPage,L,9-8,9,8,1,win,20240504_rhyb,0,0,0,0,1.0,2,2,1,9.00,4.00,2,,2024,2023-24,div2,Sauk Valley,saukvalleycommunitycollege,bradyrichardstwux,Brady Richards
May 1,home,Harper,W,22-0,22,0,22,win,20240501_74ya,0,1,0,0,5.0,1,,,0.00,.80,3,4,2024,2023-24,div2,Sauk Valley,saukvalleycommunitycollege,bradyrichardstwux,Brady Richards
Apr 25,home,McHenry County,L,5-2,5,2,3,win,20240425_8m0m,0,0,1,0,5.0,6,3,1,1.80,1.60,2,4,2024,2023-24,div2,Sauk Valley,saukvalleycommunitycollege,bradyrichardstwux,Brady Richards
Apr 21,home,DuPage,L,8-5,8,5,3,win,20240421_aa95,0,0,0,0,2.0,5,2,2,9.00,2.50,,,2024,2023-24,div2,Sauk Valley,saukvalleycommunitycollege,bradyrichardstwux,Brady Richards
Apr 16,home,Highland (IL),L,11-3,11,3,8,win,20240416_w77p,0,0,1,0,1.1,7,9,7,47.25,7.50,3,1,2024,2023-24,div2,Sauk Valley,saukvalleycommunitycollege,bradyrichardstwux,Brady Richards
Apr 14,home,Kankakee,L,6-4,6,4,2,win,20240414_ajdj,0,0,0,0,1.0,,,,0.00,,,1,2024,2023-24,div2,Sauk Valley,saukvalleycommunitycollege,bradyrichardstwux,Brady Richards
Apr 11,home,Waubonsee,W,7-5,7,5,2,win,20240411_b325,0,1,0,0,5.0,2,5,2,3.60,1.20,4,5,2024,2023-24,div2,Sauk Valley,saukvalleycommunitycollege,bradyrichardstwux,Brady Richards
Apr 4,home,Morton,L,9-7,9,7,2,win,20240404_7jmw,0,0,0,0,5.0,3,5,2,3.60,1.20,3,4,2024,2023-24,div2,Sauk Valley,saukvalleycommunitycollege,bradyrichardstwux,Brady Richards
Mar 16,home,Kennedy-King,W,16-0,16,0,16,win,20240316_ajcf,0,1,0,0,5.0,3,,,0.00,1.00,2,9,2024,2023-24,div2,Sauk Valley,saukvalleycommunitycollege,bradyrichardstwux,Brady Richards
Mar 10,home,Lyon College JV,L,8-3,8,3,5,win,20240310_u3z2,0,0,1,0,3.1,6,6,2,5.40,2.70,3,5,2024,2023-24,div2,Sauk Valley,saukvalleycommunitycollege,bradyrichardstwux,Brady Richards
Feb 27,home,Spoon River,L,9-2,9,2,7,win,20240227_exi9,0,0,0,0,1.2,5,5,5,27.00,3.60,1,1,2024,2023-24,div2,Sauk Valley,saukvalleycommunitycollege,bradyrichardstwux,Brady Richards
