date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
May 7,home,Dyersburg State,L,14-9,14,9,5,win,20240507_dlin,0,0,0,0,0.1,,,,0.00,,,,2024,2023-24,div1,Columbia State,columbiastatecommunitycollege,drewsharpeeo5,Drew Sharp
Apr 23,home,Calhoun,W,21-10,21,10,11,win,20240423_hf1v,0,0,0,0,1.0,3,3,3,27.00,4.00,1,1,2024,2023-24,div1,Columbia State,columbiastatecommunitycollege,drewsharpeeo5,Drew Sharp
Apr 16,home,Snead State,W,13-9,13,9,4,win,20240416_rubk,1,0,0,0,3.1,4,4,4,10.80,1.80,2,3,2024,2023-24,div1,Columbia State,columbiastatecommunitycollege,drewsharpeeo5,Drew Sharp
Mar 29,home,Jackson State,W,13-1,13,1,12,win,20240329_lkis,0,0,0,0,2.0,2,1,1,4.50,1.00,,2,2024,2023-24,div1,Columbia State,columbiastatecommunitycollege,drewsharpeeo5,Drew Sharp
Mar 19,home,Calhoun,W,10-6,10,6,4,win,20240319_8zbs,1,0,0,0,3.0,7,4,4,12.00,2.67,1,3,2024,2023-24,div1,Columbia State,columbiastatecommunitycollege,drewsharpeeo5,Drew Sharp
Mar 12,home,Northwest-Shoals Community College,W,9-6,9,6,3,win,20240312_2ka1,1,0,0,0,4.1,5,2,2,4.15,1.62,2,5,2024,2023-24,div1,Columbia State,columbiastatecommunitycollege,drewsharpeeo5,Drew Sharp
Mar 4,home,Wabash Valley,W,6-4,6,4,2,win,20240304_7w7h,1,0,0,0,3.0,3,3,2,6.00,1.67,2,2,2024,2023-24,div1,Columbia State,columbiastatecommunitycollege,drewsharpeeo5,Drew Sharp
Feb 21,home,Wallace State,L,6-3,6,3,3,win,20240221_blju,0,0,0,0,5.0,5,1,1,1.80,1.80,4,6,2024,2023-24,div1,Columbia State,columbiastatecommunitycollege,drewsharpeeo5,Drew Sharp
Feb 13,home,Olney Central,W,11-10,11,10,1,win,20240213_ht5a,0,0,0,0,2.0,2,1,,0.00,2.00,2,2,2024,2023-24,div1,Columbia State,columbiastatecommunitycollege,drewsharpeeo5,Drew Sharp
Feb 7,home,Wallace State,W,6-3,6,3,3,win,20240207_jzfr,1,0,0,0,3.0,3,2,2,6.00,1.67,2,2,2024,2023-24,div1,Columbia State,columbiastatecommunitycollege,drewsharpeeo5,Drew Sharp
