date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 24,home,Pitt,,,,,4.0,win,,,,,,,,,,,,,,2016,2015-16,div2,Lenoir,lenoircommunitycollege,stephenumphlettr3dn,Stephen Umphlett
Feb 26,home,Allegany Maryland,W,12-4,12,4,8.0,win,,,,,,,,,,,,,,2016,2015-16,div2,Lenoir,lenoircommunitycollege,stephenumphlettr3dn,Stephen Umphlett
Feb 27,home,Allegany Maryland,L,10-4,10,4,6.0,win,,,,,,,,,,,,,,2016,2015-16,div2,Lenoir,lenoircommunitycollege,stephenumphlettr3dn,Stephen Umphlett
Feb 27,home,Allegany Maryland,W,6-2,6,2,4.0,win,,,,,,,,,,,,,,2016,2015-16,div2,Lenoir,lenoircommunitycollege,stephenumphlettr3dn,Stephen Umphlett
Feb 28,home,Allegany Maryland,W,7-0,7,0,7.0,win,20160228_py66,1,1,0,0,6.0,1,0,0,0.00,2,4,,2016,2015-16,div2,Lenoir,lenoircommunitycollege,stephenumphlettr3dn,Stephen Umphlett
Mar 2,home,Pitt,L,13-7,13,7,6.0,win,20160302_k7ce,0,0,0,0,0.2,1,,,0.00,,1,,2016,2015-16,div2,Lenoir,lenoircommunitycollege,stephenumphlettr3dn,Stephen Umphlett
Mar 5,home,Louisburg,L,12-2,12,2,10.0,win,,,,,,,,,,,,,,2016,2015-16,div2,Lenoir,lenoircommunitycollege,stephenumphlettr3dn,Stephen Umphlett
Mar 5,home,Louisburg,L,4-1,4,1,3.0,win,,,,,,,,,,,,,,2016,2015-16,div2,Lenoir,lenoircommunitycollege,stephenumphlettr3dn,Stephen Umphlett
Mar 6,home,Louisburg,L,8-0,8,0,8.0,win,20160306_rxm4,1,0,1,0,5.0,9,5,4,7.20,3,3,,2016,2015-16,div2,Lenoir,lenoircommunitycollege,stephenumphlettr3dn,Stephen Umphlett
Mar 9,home,Spartanburg Methodist,L,10-1,10,1,9.0,win,,,,,,,,,,,,,,2016,2015-16,div2,Lenoir,lenoircommunitycollege,stephenumphlettr3dn,Stephen Umphlett
Mar 10,home,Spartanburg Methodist,L,11-0,11,0,11.0,win,,,,,,,,,,,,,,2016,2015-16,div2,Lenoir,lenoircommunitycollege,stephenumphlettr3dn,Stephen Umphlett
Mar 10,home,Spartanburg Methodist,L,13-1,13,1,12.0,win,,,,,,,,,,,,,,2016,2015-16,div2,Lenoir,lenoircommunitycollege,stephenumphlettr3dn,Stephen Umphlett
Mar 12,home,CCBC Catonsville,L,7-1,7,1,6.0,win,,,,,,,,,,,,,,2016,2015-16,div2,Lenoir,lenoircommunitycollege,stephenumphlettr3dn,Stephen Umphlett
Mar 12,home,CCBC Catonsville,L,5-3,5,3,2.0,win,,,,,,,,,,,,,,2016,2015-16,div2,Lenoir,lenoircommunitycollege,stephenumphlettr3dn,Stephen Umphlett
Mar 13,home,CCBC Catonsville,L,13-0,13,0,13.0,win,20160313_p384,1,0,1,0,3.1,11,8,6,16.20,2,1,,2016,2015-16,div2,Lenoir,lenoircommunitycollege,stephenumphlettr3dn,Stephen Umphlett
Mar 15,home,Cuyahoga,W,5-4,5,4,1.0,win,,,,,,,,,,,,,,2016,2015-16,div2,Lenoir,lenoircommunitycollege,stephenumphlettr3dn,Stephen Umphlett
Mar 15,home,Cuyahoga,W,5-2,5,2,3.0,win,,,,,,,,,,,,,,2016,2015-16,div2,Lenoir,lenoircommunitycollege,stephenumphlettr3dn,Stephen Umphlett
Mar 16,home,Pitt,L,17-3,17,3,14.0,win,,,,,,,,,,,,,,2016,2015-16,div2,Lenoir,lenoircommunitycollege,stephenumphlettr3dn,Stephen Umphlett
Mar 22,home,Orange County,L,6-4,6,4,2.0,win,20160322_9olz,0,0,0,0,0.2,3,4,4,54.00,2,,,2016,2015-16,div2,Lenoir,lenoircommunitycollege,stephenumphlettr3dn,Stephen Umphlett
Mar 23,home,Orange County,W,7-4,7,4,3.0,win,,,,,,,,,,,,,,2016,2015-16,div2,Lenoir,lenoircommunitycollege,stephenumphlettr3dn,Stephen Umphlett
Mar 23,home,Orange County,W,10-0,10,0,10.0,win,,,,,,,,,,,,,,2016,2015-16,div2,Lenoir,lenoircommunitycollege,stephenumphlettr3dn,Stephen Umphlett
Mar 24,home,Sullivan County,L,14-2,14,2,12.0,win,,,,,,,,,,,,,,2016,2015-16,div2,Lenoir,lenoircommunitycollege,stephenumphlettr3dn,Stephen Umphlett
Mar 24,home,Sullivan County,L,4-3,4,3,1.0,win,,,,,,,,,,,,,,2016,2015-16,div2,Lenoir,lenoircommunitycollege,stephenumphlettr3dn,Stephen Umphlett
Mar 25,home,Catawba Valley,L,11-3,11,3,8.0,win,,,,,,,,,,,,,,2016,2015-16,div2,Lenoir,lenoircommunitycollege,stephenumphlettr3dn,Stephen Umphlett
Mar 25,home,Catawba Valley,L,7-0,7,0,7.0,win,,,,,,,,,,,,,,2016,2015-16,div2,Lenoir,lenoircommunitycollege,stephenumphlettr3dn,Stephen Umphlett
Mar 26,home,Catawba Valley,L,6-3,6,3,3.0,win,,,,,,,,,,,,,,2016,2015-16,div2,Lenoir,lenoircommunitycollege,stephenumphlettr3dn,Stephen Umphlett
Mar 30,home,NC Wesleyan JV,L,9-4,9,4,5.0,win,,,,,,,,,,,,,,2016,2015-16,div2,Lenoir,lenoircommunitycollege,stephenumphlettr3dn,Stephen Umphlett
Apr 2,home,New River,W,12-1,12,1,11.0,win,,,,,,,,,,,,,,2016,2015-16,div2,Lenoir,lenoircommunitycollege,stephenumphlettr3dn,Stephen Umphlett
Apr 2,home,New River,W,15-2,15,2,13.0,win,,,,,,,,,,,,,,2016,2015-16,div2,Lenoir,lenoircommunitycollege,stephenumphlettr3dn,Stephen Umphlett
Apr 3,home,New River,L,10-9,10,9,1.0,win,,,,,,,,,,,,,,2016,2015-16,div2,Lenoir,lenoircommunitycollege,stephenumphlettr3dn,Stephen Umphlett
Apr 6,home,NC Wesleyan JV,W,7-0,7,0,7.0,win,20160406_siga,1,1,0,0,8.0,3,0,0,0.00,2,3,,2016,2015-16,div2,Lenoir,lenoircommunitycollege,stephenumphlettr3dn,Stephen Umphlett
Apr 9,home,Southeastern-Whiteville,L,11-9,11,9,2.0,win,,,,,,,,,,,,,,2016,2015-16,div2,Lenoir,lenoircommunitycollege,stephenumphlettr3dn,Stephen Umphlett
Apr 9,home,Southeastern-Whiteville,L,2-1,2,1,1.0,win,,,,,,,,,,,,,,2016,2015-16,div2,Lenoir,lenoircommunitycollege,stephenumphlettr3dn,Stephen Umphlett
Apr 10,home,Southeastern-Whiteville,L,6-5,6,5,1.0,win,,,,,,,,,,,,,,2016,2015-16,div2,Lenoir,lenoircommunitycollege,stephenumphlettr3dn,Stephen Umphlett
Apr 13,home,Pitt,L,6-4,6,4,2.0,win,,,,,,,,,,,,,,2016,2015-16,div2,Lenoir,lenoircommunitycollege,stephenumphlettr3dn,Stephen Umphlett
Apr 16,home,Patrick & Henry,L,11-1,11,1,10.0,win,20160416_tslo,1,0,1,0,4.2,5,7,7,13.50,4,1,1,2016,2015-16,div2,Lenoir,lenoircommunitycollege,stephenumphlettr3dn,Stephen Umphlett
Apr 16,home,Patrick & Henry,L,14-0,14,0,14.0,win,,,,,,,,,,,,,,2016,2015-16,div2,Lenoir,lenoircommunitycollege,stephenumphlettr3dn,Stephen Umphlett
Apr 17,home,Patrick & Henry,L,15-8,15,8,7.0,win,,,,,,,,,,,,,,2016,2015-16,div2,Lenoir,lenoircommunitycollege,stephenumphlettr3dn,Stephen Umphlett
Apr 23,home,Wake Tech,L,11-1,11,1,10.0,win,,,,,,,,,,,,,,2016,2015-16,div2,Lenoir,lenoircommunitycollege,stephenumphlettr3dn,Stephen Umphlett
Apr 23,home,Wake Tech,L,7-1,7,1,6.0,win,,,,,,,,,,,,,,2016,2015-16,div2,Lenoir,lenoircommunitycollege,stephenumphlettr3dn,Stephen Umphlett
Apr 24,home,Wake Tech,L,3-2,3,2,1.0,win,20160424_snzr,1,0,0,0,6.0,5,2,2,3.00,4,1,,2016,2015-16,div2,Lenoir,lenoircommunitycollege,stephenumphlettr3dn,Stephen Umphlett
Apr 30,home,Surry,L,6-3,6,3,3.0,win,,,,,,,,,,,,,,2016,2015-16,div2,Lenoir,lenoircommunitycollege,stephenumphlettr3dn,Stephen Umphlett
Apr 30,home,Surry,W,6-5,6,5,1.0,win,,,,,,,,,,,,,,2016,2015-16,div2,Lenoir,lenoircommunitycollege,stephenumphlettr3dn,Stephen Umphlett
May 1,home,Surry,L,12-3,12,3,9.0,win,20160501_y4ki,1,0,1,0,4.2,8,5,3,5.79,2,1,,2016,2015-16,div2,Lenoir,lenoircommunitycollege,stephenumphlettr3dn,Stephen Umphlett
May 4,home,Louisburg,,,,,9.0,win,,,,,,,,,,,,,,2016,2015-16,div2,Lenoir,lenoircommunitycollege,stephenumphlettr3dn,Stephen Umphlett
