date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 17,home,Cowley,W,6-1,6,1,5,win,20230217_tdc1,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div1,Grayson,graysoncollege,braddenkesey0vu7,Bradden Kesey
Feb 12,home,Howard (TX),W,8-7,8,7,1,win,20230212_alow,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div1,Grayson,graysoncollege,braddenkesey0vu7,Bradden Kesey
Feb 11,home,Wharton County,W,2-1,2,1,1,win,20230211_r7m9,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div1,Grayson,graysoncollege,braddenkesey0vu7,Bradden Kesey
Feb 11,home,Alvin,W,9-8,9,8,1,win,20230211_6p99,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div1,Grayson,graysoncollege,braddenkesey0vu7,Bradden Kesey
Feb 5,home,Odessa,L,7-3,7,3,4,win,20230205_pckz,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div1,Grayson,graysoncollege,braddenkesey0vu7,Bradden Kesey
Feb 5,home,Howard (TX),L,10-7,10,7,3,win,20230205_3clb,0,0,0,0,0.0,,,,0.00,,,,2023,2022-23,div1,Grayson,graysoncollege,braddenkesey0vu7,Bradden Kesey
