date,location,opponent,result,score,team_score,opp_score,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 1,home,Northwest Florida State,,,,,,,,,,,,,,,,,2014,2013-14,div1,Daytona State,daytonastatecollege,erikdowsefujx,Erik Dowse
Feb 1,home,Northwest Florida State,,,,,,,,,,,,,,,,,2014,2013-14,div1,Daytona State,daytonastatecollege,erikdowsefujx,Erik Dowse
Feb 3,home,Flagler College JV,W,13-5,13,13,0,0,0,0,1.0,3,2,2,18.00,1,1,0,2014,2013-14,div1,Daytona State,daytonastatecollege,erikdowsefujx,Erik Dowse
Feb 5,home,vs. Hillsborough,T,0-0,0,0,,,,,,,,,,,,,2014,2013-14,div1,Daytona State,daytonastatecollege,erikdowsefujx,Erik Dowse
Feb 8,away,Polk State,W,9-7,9,9,,,,,,,,,,,,,2014,2013-14,div1,Daytona State,daytonastatecollege,erikdowsefujx,Erik Dowse
Feb 10,away,Flagler College JV,W,3-1,3,3,,,,,,,,,,,,,2014,2013-14,div1,Daytona State,daytonastatecollege,erikdowsefujx,Erik Dowse
Feb 11,home,Polk State,L,6-0,6,6,0,0,0,0,1.0,,,,0.00,,,,2014,2013-14,div1,Daytona State,daytonastatecollege,erikdowsefujx,Erik Dowse
Feb 12,home,Hillsborough,L,4-2,4,4,,,,,,,,,,,,,2014,2013-14,div1,Daytona State,daytonastatecollege,erikdowsefujx,Erik Dowse
Feb 19,home,Eastern Florida State,L,10-4,10,10,0,0,0,0,1.0,3,2,,0.00,1,1,,2014,2013-14,div1,Daytona State,daytonastatecollege,erikdowsefujx,Erik Dowse
Feb 20,home,CCBC Catonsville,W,10-0,10,10,0,0,0,0,1.0,,,,0.00,1,1,,2014,2013-14,div1,Daytona State,daytonastatecollege,erikdowsefujx,Erik Dowse
Feb 21,away,South Florida State,W,7-6,7,7,,,,,,,,,,,,,2014,2013-14,div1,Daytona State,daytonastatecollege,erikdowsefujx,Erik Dowse
Feb 22,home,CCBC Catonsville,L,6-4,6,6,,,,,,,,,,,,,2014,2013-14,div1,Daytona State,daytonastatecollege,erikdowsefujx,Erik Dowse
Feb 24,away,Eastern Florida State,W,5-2,5,5,,,,,,,,,,,,,2014,2013-14,div1,Daytona State,daytonastatecollege,erikdowsefujx,Erik Dowse
Feb 28,home,Rollins College JV,W,9-0,9,9,0,0,0,0,1.0,,,,0.00,,2,,2014,2013-14,div1,Daytona State,daytonastatecollege,erikdowsefujx,Erik Dowse
Mar 5,home,Lake-Sumter State,L,5-3,5,5,,,,,,,,,,,,,2014,2013-14,div1,Daytona State,daytonastatecollege,erikdowsefujx,Erik Dowse
Mar 7,away,Lake-Sumter State,W,5-3,5,5,,,,,,,,,,,,,2014,2013-14,div1,Daytona State,daytonastatecollege,erikdowsefujx,Erik Dowse
Mar 8,home,Lake-Sumter State,W,4-3,4,4,,,,,,,,,,,,,2014,2013-14,div1,Daytona State,daytonastatecollege,erikdowsefujx,Erik Dowse
Mar 10,home,South Florida State,L,14-5,14,14,0,0,0,0,0.2,4,6,5,67.50,1,,,2014,2013-14,div1,Daytona State,daytonastatecollege,erikdowsefujx,Erik Dowse
Mar 15,away,Santa Fe,W,6-4,6,6,,,,,,,,,,,,,2014,2013-14,div1,Daytona State,daytonastatecollege,erikdowsefujx,Erik Dowse
Mar 19,away,Santa Fe,L,3-2,3,3,,,,,,,,,,,,,2014,2013-14,div1,Daytona State,daytonastatecollege,erikdowsefujx,Erik Dowse
Mar 21,home,Florida State Jacksonville,W,7-6,7,7,,,,,,,,,,,,,2014,2013-14,div1,Daytona State,daytonastatecollege,erikdowsefujx,Erik Dowse
Mar 22,away,Florida State Jacksonville,L,7-3,7,7,,,,,,,,,,,,,2014,2013-14,div1,Daytona State,daytonastatecollege,erikdowsefujx,Erik Dowse
Mar 24,home,Florida State Jacksonville,W,2-0,2,2,,,,,,,,,,,,,2014,2013-14,div1,Daytona State,daytonastatecollege,erikdowsefujx,Erik Dowse
Mar 26,home,Santa Fe,L,14-2,14,14,0,0,0,0,0.2,,,,0.00,,1,,2014,2013-14,div1,Daytona State,daytonastatecollege,erikdowsefujx,Erik Dowse
Mar 28,away,St. Johns River State,L,9-6,9,9,,,,,,,,,,,,,2014,2013-14,div1,Daytona State,daytonastatecollege,erikdowsefujx,Erik Dowse
Mar 30,home,St. Johns River State,W,7-6,7,7,,,,,,,,,,,,,2014,2013-14,div1,Daytona State,daytonastatecollege,erikdowsefujx,Erik Dowse
Mar 31,away,St. Johns River State,L,9-4,9,9,0,0,0,0,1.1,2,,,0.00,,1,,2014,2013-14,div1,Daytona State,daytonastatecollege,erikdowsefujx,Erik Dowse
Apr 2,home,Central Florida,L,8-4,8,8,,,,,,,,,,,,,2014,2013-14,div1,Daytona State,daytonastatecollege,erikdowsefujx,Erik Dowse
Apr 4,away,Central Florida,L,11-5,11,11,0,0,0,0,1.0,,,,0.00,,1,,2014,2013-14,div1,Daytona State,daytonastatecollege,erikdowsefujx,Erik Dowse
