date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Mar 29,home,Monroe College JV,W,22-3,22,3,19,win,20240329_pkj3,0,0,0,0,0.0,,,,0.00,,,,2024,2023-24,div3,Suffolk County,suffolkcc,kevinjerancm4g,Kevin Jeran
Mar 27,home,Monroe College JV,W,14-1,14,1,13,win,20240327_g4yf,0,0,0,0,0.0,,,,0.00,,,,2024,2023-24,div3,Suffolk County,suffolkcc,kevinjerancm4g,Kevin Jeran
Mar 24,home,Queensborough,L,7-5,7,5,2,win,20240324_z439,0,0,0,0,0.0,,,,0.00,,,,2024,2023-24,div3,Suffolk County,suffolkcc,kevinjerancm4g,Kevin Jeran
Mar 22,home,Queensborough,W,30-3,30,3,27,win,20240322_mbjs,0,0,0,0,0.0,,,,0.00,,,,2024,2023-24,div3,Suffolk County,suffolkcc,kevinjerancm4g,Kevin Jeran
Mar 19,home,Queensborough,W,17-7,17,7,10,win,20240319_v32y,0,0,0,0,0.0,,,,0.00,,,,2024,2023-24,div3,Suffolk County,suffolkcc,kevinjerancm4g,Kevin Jeran
Mar 17,home,Northern Essex,W,13-4,13,4,9,win,20240317_drpj,0,0,0,0,0.0,,,,0.00,,,,2024,2023-24,div3,Suffolk County,suffolkcc,kevinjerancm4g,Kevin Jeran
Mar 9,home,Jamestown,W,3-2,3,2,1,win,20240309_b672,0,0,0,0,0.0,,,,0.00,,,,2024,2023-24,div3,Suffolk County,suffolkcc,kevinjerancm4g,Kevin Jeran
Mar 8,home,Jamestown,W,6-0,6,0,6,win,20240308_hp7b,0,0,0,0,0.0,,,,0.00,,,,2024,2023-24,div3,Suffolk County,suffolkcc,kevinjerancm4g,Kevin Jeran
Mar 3,home,Raritan Valley,W,13-2,13,2,11,win,20240303_tss8,0,0,0,0,0.0,,,,0.00,,,,2024,2023-24,div3,Suffolk County,suffolkcc,kevinjerancm4g,Kevin Jeran
Mar 3,home,Raritan Valley,L,11-8,11,8,3,win,20240303_qp99,0,0,0,0,0.0,,,,0.00,,,,2024,2023-24,div3,Suffolk County,suffolkcc,kevinjerancm4g,Kevin Jeran
Feb 25,home,Mercer County,L,13-5,13,5,8,win,20240225_1ih6,0,0,0,0,0.0,,,,0.00,,,,2024,2023-24,div3,Suffolk County,suffolkcc,kevinjerancm4g,Kevin Jeran
Feb 18,home,Surry,L,8-0,8,0,8,win,20240218_psfy,0,0,0,0,0.0,,,,0.00,,,,2024,2023-24,div3,Suffolk County,suffolkcc,kevinjerancm4g,Kevin Jeran
Feb 17,home,Surry,L,11-6,11,6,5,win,20240217_s3mw,0,0,0,0,0.0,,,,0.00,,,,2024,2023-24,div3,Suffolk County,suffolkcc,kevinjerancm4g,Kevin Jeran
