date,location,opponent,result,score,team_score,opp_score,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 7,home,Oklahoma Wesleyan,W,5-2,5,5,1,1,0,0,5.0,1,2,0,0.00,3,8,0,2022,2021-22,div1,Connors State,connorsstatecollege,aaronhosackz081,Aaron Hosack
Feb 7,home,Oklahoma Wesleyan,W,11-1,11,11,,,,,,,,,,,,,2022,2021-22,div1,Connors State,connorsstatecollege,aaronhosackz081,Aaron Hosack
Feb 9,home,Ozarks University,W,4-0,4,4,,,,,,,,,,,,,2022,2021-22,div1,Connors State,connorsstatecollege,aaronhosackz081,Aaron Hosack
Feb 9,home,Ozarks University,W,13-3,13,13,,,,,,,,,,,,,2022,2021-22,div1,Connors State,connorsstatecollege,aaronhosackz081,Aaron Hosack
Feb 11,home,Murray State,W,14-10,14,14,1,0,0,0,3.2,6,6,4,9.82,3,3,2,2022,2021-22,div1,Connors State,connorsstatecollege,aaronhosackz081,Aaron Hosack
Feb 11,home,Murray State,W,8-7,8,8,,,,,,,,,,,,,2022,2021-22,div1,Connors State,connorsstatecollege,aaronhosackz081,Aaron Hosack
Feb 16,home,North Central Texas,L,13-10,13,13,,,,,,,,,,,,,2022,2021-22,div1,Connors State,connorsstatecollege,aaronhosackz081,Aaron Hosack
Feb 16,home,North Central Texas,W,6-5,6,6,,,,,,,,,,,,,2022,2021-22,div1,Connors State,connorsstatecollege,aaronhosackz081,Aaron Hosack
Feb 19,home,TCS Postgrad,W,11-1,11,11,1,1,0,0,5.0,4,1,1,1.80,0,7,0,2022,2021-22,div1,Connors State,connorsstatecollege,aaronhosackz081,Aaron Hosack
Feb 19,home,TCS Postgrad,W,11-0,11,11,,,,,,,,,,,,,2022,2021-22,div1,Connors State,connorsstatecollege,aaronhosackz081,Aaron Hosack
Feb 21,home,Arkansas Tech,W,7-3,7,7,,,,,,,,,,,,,2022,2021-22,div1,Connors State,connorsstatecollege,aaronhosackz081,Aaron Hosack
Feb 21,home,Arkansas Tech,L,8-6,8,8,,,,,,,,,,,,,2022,2021-22,div1,Connors State,connorsstatecollege,aaronhosackz081,Aaron Hosack
Feb 28,home,Oklahoma Christian,W,10-0,10,10,,,,,,,,,,,,,2022,2021-22,div1,Connors State,connorsstatecollege,aaronhosackz081,Aaron Hosack
Feb 28,home,Oklahoma Christian,W,7-6,7,7,,,,,,,,,,,,,2022,2021-22,div1,Connors State,connorsstatecollege,aaronhosackz081,Aaron Hosack
Mar 1,away,Oklahoma Christian,W,7-2,7,7,,,,,,,,,,,,,2022,2021-22,div1,Connors State,connorsstatecollege,aaronhosackz081,Aaron Hosack
Mar 3,home,Eastern Oklahoma State,L,13-4,13,13,1,0,1,0,5.0,6,4,4,7.20,0,3,1,2022,2021-22,div1,Connors State,connorsstatecollege,aaronhosackz081,Aaron Hosack
Mar 5,away,Eastern Oklahoma State,L,3-0,3,3,,,,,,,,,,,,,2022,2021-22,div1,Connors State,connorsstatecollege,aaronhosackz081,Aaron Hosack
Mar 5,away,Eastern Oklahoma State,L,14-11,14,14,,,,,,,,,,,,,2022,2021-22,div1,Connors State,connorsstatecollege,aaronhosackz081,Aaron Hosack
Mar 7,away,Oklahoma Christian,W,12-6,12,12,,,,,,,,,,,,,2022,2021-22,div1,Connors State,connorsstatecollege,aaronhosackz081,Aaron Hosack
Mar 15,home,Carl Albert State,W,7-3,7,7,,,,,,,,,,,,,2022,2021-22,div1,Connors State,connorsstatecollege,aaronhosackz081,Aaron Hosack
Mar 17,away,Northeastern Oklahoma A&M,W,13-4,13,13,1,1,0,0,6.2,6,4,2,2.70,3,5,,2022,2021-22,div1,Connors State,connorsstatecollege,aaronhosackz081,Aaron Hosack
Mar 19,home,Northeastern Oklahoma A&M,W,8-3,8,8,,,,,,,,,,,,,2022,2021-22,div1,Connors State,connorsstatecollege,aaronhosackz081,Aaron Hosack
Mar 19,home,Northeastern Oklahoma A&M,W,6-2,6,6,,,,,,,,,,,,,2022,2021-22,div1,Connors State,connorsstatecollege,aaronhosackz081,Aaron Hosack
Mar 24,away,Rose State,W,5-4,5,5,1,1,0,0,6.1,8,4,3,4.26,2,8,,2022,2021-22,div1,Connors State,connorsstatecollege,aaronhosackz081,Aaron Hosack
Mar 26,home,Rose State,W,12-2,12,12,,,,,,,,,,,,,2022,2021-22,div1,Connors State,connorsstatecollege,aaronhosackz081,Aaron Hosack
Mar 26,home,Rose State,W,14-4,14,14,,,,,,,,,,,,,2022,2021-22,div1,Connors State,connorsstatecollege,aaronhosackz081,Aaron Hosack
Mar 29,home,Crowder,W,6-5,6,6,,,,,,,,,,,,,2022,2021-22,div1,Connors State,connorsstatecollege,aaronhosackz081,Aaron Hosack
Mar 31,home,Seminole State (OK),L,6-5,6,6,1,0,1,0,7.0,9,6,5,6.43,1,6,,2022,2021-22,div1,Connors State,connorsstatecollege,aaronhosackz081,Aaron Hosack
Apr 2,away,Seminole State (OK),L,10-8,10,10,,,,,,,,,,,,,2022,2021-22,div1,Connors State,connorsstatecollege,aaronhosackz081,Aaron Hosack
Apr 2,away,Seminole State (OK),L,7-6,7,7,,,,,,,,,,,,,2022,2021-22,div1,Connors State,connorsstatecollege,aaronhosackz081,Aaron Hosack
Apr 5,home,Oklahoma Christian,W,9-1,9,9,,,,,,,,,,,,,2022,2021-22,div1,Connors State,connorsstatecollege,aaronhosackz081,Aaron Hosack
Apr 5,home,Oklahoma Christian,W,7-3,7,7,,,,,,,,,,,,,2022,2021-22,div1,Connors State,connorsstatecollege,aaronhosackz081,Aaron Hosack
Apr 7,away,Eastern Oklahoma State,W,17-6,17,17,1,1,0,0,5.0,5,6,4,7.20,4,2,2,2022,2021-22,div1,Connors State,connorsstatecollege,aaronhosackz081,Aaron Hosack
Apr 9,home,Eastern Oklahoma State,L,6-1,6,6,,,,,,,,,,,,,2022,2021-22,div1,Connors State,connorsstatecollege,aaronhosackz081,Aaron Hosack
Apr 9,home,Eastern Oklahoma State,L,10-7,10,10,,,,,,,,,,,,,2022,2021-22,div1,Connors State,connorsstatecollege,aaronhosackz081,Aaron Hosack
