date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 26,home,Abraham Baldwin,W,5-3,5,3,2.0,win,20190126_oj0p,1,1,0,0,5.0,7,3,3,5.40,1,5,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Jan 26,home,Abraham Baldwin,W,11-1,11,1,10.0,win,,,,,,,,,,,,,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Jan 27,home,Abraham Baldwin,,,,,10.0,win,,,,,,,,,,,,,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Jan 27,home,Abraham Baldwin,,,,,10.0,win,,,,,,,,,,,,,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Jan 31,home,Gulf Coast State,W,10-0,10,0,10.0,win,,,,,,,,,,,,,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Feb 1,home,Gordon State,W,3-2,3,2,1.0,win,20190201_hrke,1,0,0,0,6.0,4,1,0,0.00,0,12,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Feb 2,home,Andrew,W,6-2,6,2,4.0,win,,,,,,,,,,,,,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Feb 3,home,Gordon State,W,3-2,3,2,1.0,win,,,,,,,,,,,,,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Feb 5,home,Polk State,W,9-5,9,5,4.0,win,,,,,,,,,,,,,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Feb 7,home,Northwest Florida State,L,5-3,5,3,2.0,win,,,,,,,,,,,,,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Feb 8,home,Broward,W,7-1,7,1,6.0,win,20190208_hqi2,1,1,0,0,5.0,3,1,0,0.00,2,9,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Feb 9,home,Miami Dade,L,4-2,4,2,2.0,win,,,,,,,,,,,,,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Feb 10,home,Florence-Darlington Tech,L,12-11,12,11,1.0,win,,,,,,,,,,,,,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Feb 13,home,Polk State,,,,,1.0,win,,,,,,,,,,,,,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Feb 15,home,South Georgia State,W,7-4,7,4,3.0,win,20190215_lu1h,1,0,0,0,6.0,2,3,1,1.50,4,8,1,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Feb 15,home,South Georgia State,W,4-0,4,0,4.0,win,,,,,,,,,,,,,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Feb 17,home,South Georgia State,W,11-5,11,5,6.0,win,,,,,,,,,,,,,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Feb 17,home,South Georgia State,W,5-4,5,4,1.0,win,,,,,,,,,,,,,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Feb 20,home,Thomas Univeristy,W,9-5,9,5,4.0,win,,,,,,,,,,,,,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Feb 20,home,Thomas University,L,3-2,3,2,1.0,win,,,,,,,,,,,,,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Feb 22,home,Hillsborough,L,7-0,7,0,7.0,win,,,,,,,,,,,,,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Feb 23,home,State College of Florida,L,4-2,4,2,2.0,win,,,,,,,,,,,,,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Feb 23,home,East Georgia State,W,6-5,6,5,1.0,win,,,,,,,,,,,,,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Feb 24,home,Chipola,W,6-4,6,4,2.0,win,20190224_16n7,1,1,0,0,4.0,3,0,0,0.00,0,8,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Feb 28,home,Tallahassee,W,9-1,9,1,8.0,win,,,,,,,,,,,,,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Mar 2,home,Lake-Sumter State,L,12-4,12,4,8.0,win,,,,,,,,,,,,,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Mar 4,home,Lake-Sumter State,W,5-2,5,2,3.0,win,20190304_v7lo,1,1,0,0,6.0,1,1,1,1.50,4,13,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Mar 6,home,Lake-Sumter State,W,6-5,6,5,1.0,win,20190306_5usx,0,1,0,0,5.0,,,,0.00,2,3,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Mar 8,home,Seminole State (FL),L,11-2,11,2,9.0,win,,,,,,,,,,,,,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Mar 9,home,Seminole State (FL),L,11-3,11,3,8.0,win,20190309_e8rl,1,0,1,0,4.2,8,8,5,9.64,2,4,3,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Mar 11,home,Seminole State (FL),W,5-3,5,3,2.0,win,,,,,,,,,,,,,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Mar 13,home,Daytona State,W,4-3,4,3,1.0,win,,,,,,,,,,,,,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Mar 15,home,Daytona State,W,10-0,10,0,10.0,win,20190315_g9p9,1,1,0,0,5.0,2,0,0,0.00,1,12,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Mar 16,home,Daytona State,W,6-2,6,2,4.0,win,,,,,,,,,,,,,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Mar 20,home,Santa Fe,L,6-5,6,5,1.0,win,,,,,,,,,,,,,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Mar 22,home,Santa Fe,L,6-5,6,5,1.0,win,20190322_jzgf,1,0,0,0,5.2,6,3,2,3.18,1,5,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Mar 23,home,Santa Fe,W,3-2,3,2,1.0,win,,,,,,,,,,,,,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Mar 25,home,Central Florida,L,9-5,9,5,4.0,win,,,,,,,,,,,,,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Mar 27,home,Central Florida,W,10-0,10,0,10.0,win,20190327_8sgg,1,1,0,0,6.0,3,0,0,0.00,1,5,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Mar 29,home,Central Florida,L,2-1,2,1,1.0,win,,,,,,,,,,,,,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Mar 30,home,Pasco-Hernando State,W,7-2,7,2,5.0,win,,,,,,,,,,,,,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Apr 3,home,Pasco-Hernando State,W,6-5,6,5,1.0,win,,,,,,,,,,,,,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Apr 3,home,Pasco-Hernando State,W,4-1,4,1,3.0,win,,,,,,,,,,,,,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Apr 6,home,Florida State Jacksonville,W,8-3,8,3,5.0,win,20190406_u56r,1,1,0,0,5.2,6,3,3,4.76,2,4,1,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Apr 8,home,Florida State Jacksonville,W,5-1,5,1,4.0,win,,,,,,,,,,,,,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Apr 10,home,Florida State Jacksonville,W,11-3,11,3,8.0,win,,,,,,,,,,,,,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Apr 12,home,Lake-Sumter State,W,9-6,9,6,3.0,win,20190412_rjvt,1,0,0,0,2.0,4,2,2,9.00,1,0,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Apr 13,home,Seminole State (FL),L,4-3,4,3,1.0,win,,,,,,,,,,,,,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Apr 15,home,Daytona State,W,4-1,4,1,3.0,win,,,,,,,,,,,,,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Apr 17,home,Santa Fe,W,7-4,7,4,3.0,win,20190417_405n,1,0,0,0,6.2,12,4,4,5.40,2,4,1,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Apr 19,home,Central Florida,,,,,3.0,win,,,,,,,,,,,,,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Apr 22,home,Florida State Jacksonville,W,10-1,10,1,9.0,win,,,,,,,,,,,,,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Apr 23,home,Central Florida,L,6-3,6,3,3.0,win,20190423_svtn,0,0,0,0,1.1,2,1,1,6.75,,1,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Apr 27,home,Seminole State (FL),W,10-2,10,2,8.0,win,20190427_41ra,1,0,0,0,3.1,8,2,2,5.40,2,2,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Apr 28,home,Santa Fe,L,7-4,7,4,3.0,win,,,,,,,,,,,,,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
Apr 29,home,Santa Fe,W,3-1,3,1,2.0,win,,,,,,,,,,,,,,2019,2018-19,div1,St. Johns River State,stjohnsriverstatecollege,elijahgill5akc,Elijah Gill
