date,location,opponent,result,score,team_score,opp_score,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 8,home,Coffeyville,,,,,,,,,,,,,,,,2014,2013-14,div1,Hutchinson,hutchinsoncommunitycollege,kylesimondsc93p,Kyle Simonds
Feb 8,home,Coffeyville,,,,,,,,,,,,,,,,2014,2013-14,div1,Hutchinson,hutchinsoncommunitycollege,kylesimondsc93p,Kyle Simonds
Feb 9,home,Coffeyville,,,,,,,,,,,,,,,,2014,2013-14,div1,Hutchinson,hutchinsoncommunitycollege,kylesimondsc93p,Kyle Simonds
Feb 14,away,Rose State,W,8-0,8,8,1,1,0,0,7.0,2,,,0.00,1,3,2014,2013-14,div1,Hutchinson,hutchinsoncommunitycollege,kylesimondsc93p,Kyle Simonds
Feb 15,away,Rose State,W,14-6,14,14,,,,,,,,,,,,2014,2013-14,div1,Hutchinson,hutchinsoncommunitycollege,kylesimondsc93p,Kyle Simonds
Feb 16,away,Rose State,W,24-10,24,24,,,,,,,,,,,,2014,2013-14,div1,Hutchinson,hutchinsoncommunitycollege,kylesimondsc93p,Kyle Simonds
Feb 21,away,Northeast Texas,W,9-6,9,9,1,1,0,0,7.0,6,3,3,3.86,,10,2014,2013-14,div1,Hutchinson,hutchinsoncommunitycollege,kylesimondsc93p,Kyle Simonds
Feb 22,away,Northeast Texas,W,4-3,4,4,,,,,,,,,,,,2014,2013-14,div1,Hutchinson,hutchinsoncommunitycollege,kylesimondsc93p,Kyle Simonds
Feb 22,away,Northeast Texas,L,5-4,5,5,,,,,,,,,,,,2014,2013-14,div1,Hutchinson,hutchinsoncommunitycollege,kylesimondsc93p,Kyle Simonds
Feb 23,away,Northeast Texas,W,8-7,8,8,,,,,,,,,,,,2014,2013-14,div1,Hutchinson,hutchinsoncommunitycollege,kylesimondsc93p,Kyle Simonds
Feb 27,home,Garden City,W,5-4,5,5,1,1,0,0,8.0,8,4,4,4.50,0,10,2014,2013-14,div1,Hutchinson,hutchinsoncommunitycollege,kylesimondsc93p,Kyle Simonds
Feb 27,home,Garden City,W,5-3,5,5,,,,,,,,,,,,2014,2013-14,div1,Hutchinson,hutchinsoncommunitycollege,kylesimondsc93p,Kyle Simonds
Feb 28,home,Garden City,L,5-2,5,5,,,,,,,,,,,,2014,2013-14,div1,Hutchinson,hutchinsoncommunitycollege,kylesimondsc93p,Kyle Simonds
Feb 28,home,Garden City,W,7-3,7,7,,,,,,,,,,,,2014,2013-14,div1,Hutchinson,hutchinsoncommunitycollege,kylesimondsc93p,Kyle Simonds
Mar 9,home,vs. MCC-Longview,W,7-1,7,7,1,1,0,0,7.0,3,1,,0.00,1,5,2014,2013-14,div1,Hutchinson,hutchinsoncommunitycollege,kylesimondsc93p,Kyle Simonds
Mar 9,home,vs. MCC-Longview,W,11-1,11,11,,,,,,,,,,,,2014,2013-14,div1,Hutchinson,hutchinsoncommunitycollege,kylesimondsc93p,Kyle Simonds
Mar 10,home,vs. MCC-Longview,L,9-3,9,9,,,,,,,,,,,,2014,2013-14,div1,Hutchinson,hutchinsoncommunitycollege,kylesimondsc93p,Kyle Simonds
Mar 10,home,vs. MCC-Longview,L,7-6,7,7,,,,,,,,,,,,2014,2013-14,div1,Hutchinson,hutchinsoncommunitycollege,kylesimondsc93p,Kyle Simonds
Mar 11,away,Northern Oklahoma Tonkawa,W,11-5,11,11,,,,,,,,,,,,2014,2013-14,div1,Hutchinson,hutchinsoncommunitycollege,kylesimondsc93p,Kyle Simonds
Mar 11,away,Northern Oklahoma Tonkawa,W,12-2,12,12,,,,,,,,,,,,2014,2013-14,div1,Hutchinson,hutchinsoncommunitycollege,kylesimondsc93p,Kyle Simonds
Mar 14,away,Pratt,W,10-6,10,10,1,1,0,0,8.0,7,5,2,2.25,,10,2014,2013-14,div1,Hutchinson,hutchinsoncommunitycollege,kylesimondsc93p,Kyle Simonds
Mar 15,away,Pratt,L,4-0,4,4,,,,,,,,,,,,2014,2013-14,div1,Hutchinson,hutchinsoncommunitycollege,kylesimondsc93p,Kyle Simonds
