date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 9,home,USC Sumter,W,15-0,15,0,15.0,win,20190209_7ivp,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div2,Pitt,pittcommunitycollege,garretttyndall1ksd,Garrett Tyndall
Feb 9,home,USC Sumter,W,4-2,4,2,2.0,win,,,,,,,,,,,,,2019,2018-19,div2,Pitt,pittcommunitycollege,garretttyndall1ksd,Garrett Tyndall
Feb 10,home,USC Sumter,W,6-3,6,3,3.0,win,,,,,,,,,,,,,2019,2018-19,div2,Pitt,pittcommunitycollege,garretttyndall1ksd,Garrett Tyndall
Feb 10,home,USC Sumter,L,4-3,4,3,1.0,win,20190210_mt32,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div2,Pitt,pittcommunitycollege,garretttyndall1ksd,Garrett Tyndall
Feb 13,home,Mt. Olive (JV),L,13-0,13,0,13.0,win,20190213_59wf,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div2,Pitt,pittcommunitycollege,garretttyndall1ksd,Garrett Tyndall
Feb 15,home,Louisburg,W,6-0,6,0,6.0,win,20190215_0yij,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div2,Pitt,pittcommunitycollege,garretttyndall1ksd,Garrett Tyndall
Feb 15,home,Louisburg,W,10-9,10,9,1.0,win,20190215_b3go,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div2,Pitt,pittcommunitycollege,garretttyndall1ksd,Garrett Tyndall
Feb 26,home,Mt.Olive (JV),T,9-9,9,9,0.0,tie,20190226_9ncp,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div2,Pitt,pittcommunitycollege,garretttyndall1ksd,Garrett Tyndall
Mar 2,home,Catawba Valley,W,2-1,2,1,1.0,win,20190302_rofg,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div2,Pitt,pittcommunitycollege,garretttyndall1ksd,Garrett Tyndall
Mar 2,home,Catawba Valley,L,3-1,3,1,2.0,win,,,,,,,,,,,,,2019,2018-19,div2,Pitt,pittcommunitycollege,garretttyndall1ksd,Garrett Tyndall
Mar 3,home,Catawba Valley,W,6-3,6,3,3.0,win,20190303_aztf,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div2,Pitt,pittcommunitycollege,garretttyndall1ksd,Garrett Tyndall
Mar 9,home,Brunswick,W,3-2,3,2,1.0,win,,,,,,,,,,,,,2019,2018-19,div2,Pitt,pittcommunitycollege,garretttyndall1ksd,Garrett Tyndall
Mar 9,home,Brunswick,L,4-0,4,0,4.0,win,20190309_93al,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div2,Pitt,pittcommunitycollege,garretttyndall1ksd,Garrett Tyndall
Mar 10,home,Brunswick,L,9-8,9,8,1.0,win,,,,,,,,,,,,,2019,2018-19,div2,Pitt,pittcommunitycollege,garretttyndall1ksd,Garrett Tyndall
Mar 13,home,Methodist (JV),W,7-6,7,6,1.0,win,20190313_8rhw,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div2,Pitt,pittcommunitycollege,garretttyndall1ksd,Garrett Tyndall
Mar 16,home,Lenoir,W,10-4,10,4,6.0,win,20190316_cqul,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div2,Pitt,pittcommunitycollege,garretttyndall1ksd,Garrett Tyndall
Mar 16,home,Lenoir,W,8-1,8,1,7.0,win,,,,,,,,,,,,,2019,2018-19,div2,Pitt,pittcommunitycollege,garretttyndall1ksd,Garrett Tyndall
Mar 17,home,Lenoir,L,5-1,5,1,4.0,win,20190317_wuff,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div2,Pitt,pittcommunitycollege,garretttyndall1ksd,Garrett Tyndall
Mar 23,home,Bryant & Stratton (VA),W,11-1,11,1,10.0,win,20190323_0n6w,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div2,Pitt,pittcommunitycollege,garretttyndall1ksd,Garrett Tyndall
Mar 23,home,Bryant & Stratton (VA),W,5-2,5,2,3.0,win,20190323_ezst,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div2,Pitt,pittcommunitycollege,garretttyndall1ksd,Garrett Tyndall
Mar 24,home,Bryant & Stratton (VA),W,8-0,8,0,8.0,win,,,,,,,,,,,,,2019,2018-19,div2,Pitt,pittcommunitycollege,garretttyndall1ksd,Garrett Tyndall
Mar 27,home,NC Wesleyan (JV),W,13-1,13,1,12.0,win,20190327_as4t,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div2,Pitt,pittcommunitycollege,garretttyndall1ksd,Garrett Tyndall
Mar 30,home,Southeastern-Whiteville,L,8-7,8,7,1.0,win,20190330_7f0o,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div2,Pitt,pittcommunitycollege,garretttyndall1ksd,Garrett Tyndall
Mar 30,home,Southeastern-Whiteville,L,13-8,13,8,5.0,win,20190330_8j17,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div2,Pitt,pittcommunitycollege,garretttyndall1ksd,Garrett Tyndall
Mar 31,home,Southeastern-Whiteville,W,16-1,16,1,15.0,win,20190331_tpkr,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div2,Pitt,pittcommunitycollege,garretttyndall1ksd,Garrett Tyndall
Apr 3,home,Barton (JV),W,14-4,14,4,10.0,win,20190403_01x0,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div2,Pitt,pittcommunitycollege,garretttyndall1ksd,Garrett Tyndall
Apr 7,home,Fayetteville Tech,W,8-1,8,1,7.0,win,20190407_v9yg,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div2,Pitt,pittcommunitycollege,garretttyndall1ksd,Garrett Tyndall
Apr 7,home,Fayetteville Tech,W,14-10,14,10,4.0,win,20190407_vikn,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div2,Pitt,pittcommunitycollege,garretttyndall1ksd,Garrett Tyndall
Apr 13,home,Camp,,,,,4.0,win,,,,,,,,,,,,,2019,2018-19,div2,Pitt,pittcommunitycollege,garretttyndall1ksd,Garrett Tyndall
Apr 14,home,Camp,,,,,4.0,win,,,,,,,,,,,,,2019,2018-19,div2,Pitt,pittcommunitycollege,garretttyndall1ksd,Garrett Tyndall
Apr 14,home,Camp,,,,,4.0,win,,,,,,,,,,,,,2019,2018-19,div2,Pitt,pittcommunitycollege,garretttyndall1ksd,Garrett Tyndall
