date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 1,home,Univeristy of Arizona Club,W,7-2,7,2,5.0,win,20130201_973e,0,1,0,0,2.0,2,1,1,4.50,2,2,2013,2012-13,div2,Chandler-Gilbert,chandlergilbertcommunitycollege,connorkellysok1,Connor Kelly
Feb 4,home,Arizona State University Club,W,8-1,8,1,7.0,win,,,,,,,,,,,,,2013,2012-13,div2,Chandler-Gilbert,chandlergilbertcommunitycollege,connorkellysok1,Connor Kelly
Feb 7,home,Southern Nevada,W,6-5,6,5,1.0,win,20130207_h5oj,0,0,0,0,2.0,3,4,2,9.00,1,1,2013,2012-13,div2,Chandler-Gilbert,chandlergilbertcommunitycollege,connorkellysok1,Connor Kelly
Feb 8,home,GateWay (AZ),L,4-3,4,3,1.0,win,,,,,,,,,,,,,2013,2012-13,div2,Chandler-Gilbert,chandlergilbertcommunitycollege,connorkellysok1,Connor Kelly
Feb 8,home,South Mountain,L,7-5,7,5,2.0,win,,,,,,,,,,,,,2013,2012-13,div2,Chandler-Gilbert,chandlergilbertcommunitycollege,connorkellysok1,Connor Kelly
Feb 9,home,Paradise Valley,L,4-1,4,1,3.0,win,,,,,,,,,,,,,2013,2012-13,div2,Chandler-Gilbert,chandlergilbertcommunitycollege,connorkellysok1,Connor Kelly
Feb 11,home,Arizona State University Club,W,6-1,6,1,5.0,win,20130211_sk6t,0,0,0,0,1.0,0,0,0,0.00,0,1,2013,2012-13,div2,Chandler-Gilbert,chandlergilbertcommunitycollege,connorkellysok1,Connor Kelly
Feb 13,home,Dutch National Team (WBC),W,4-3,4,3,1.0,win,,,,,,,,,,,,,2013,2012-13,div2,Chandler-Gilbert,chandlergilbertcommunitycollege,connorkellysok1,Connor Kelly
Feb 15,home,Scottsdale,L,3-2,3,2,1.0,win,20130215_lfr4,0,0,0,0,3.0,2,0,0,0.00,0,2,2013,2012-13,div2,Chandler-Gilbert,chandlergilbertcommunitycollege,connorkellysok1,Connor Kelly
Feb 16,home,Scottsdale,L,7-4,7,4,3.0,win,,,,,,,,,,,,,2013,2012-13,div2,Chandler-Gilbert,chandlergilbertcommunitycollege,connorkellysok1,Connor Kelly
Feb 19,home,GateWay (AZ),L,8-5,8,5,3.0,win,20130219_ueec,0,0,0,0,2.0,2,2,2,9.00,2,1,2013,2012-13,div2,Chandler-Gilbert,chandlergilbertcommunitycollege,connorkellysok1,Connor Kelly
Feb 19,home,Okanagan College (Canada),W,7-2,7,2,5.0,win,,,,,,,,,,,,,2013,2012-13,div2,Chandler-Gilbert,chandlergilbertcommunitycollege,connorkellysok1,Connor Kelly
