date,location,opponent,result,score,team_score,opp_score,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 29,home,Yavapai,W,4-2,4,4,,,,,,,,,,,,2016,2015-16,div1,Southern Nevada,collegeofsouthernnevada,gabegonzalezku6j,Gabe Gonzalez
Jan 30,home,Arizona Western,W,7-2,7,7,1,1,0,0,5.1,2,2,2,3.38,2,7,2016,2015-16,div1,Southern Nevada,collegeofsouthernnevada,gabegonzalezku6j,Gabe Gonzalez
Jan 30,home,San Jacinto,L,11-5,11,11,,,,,,,,,,,,2016,2015-16,div1,Southern Nevada,collegeofsouthernnevada,gabegonzalezku6j,Gabe Gonzalez
Jan 31,home,GateWay (AZ),L,7-6,7,7,,,,,,,,,,,,2016,2015-16,div1,Southern Nevada,collegeofsouthernnevada,gabegonzalezku6j,Gabe Gonzalez
Feb 5,away,GateWay (AZ),L,7-2,7,7,,,,,,,,,,,,2016,2015-16,div1,Southern Nevada,collegeofsouthernnevada,gabegonzalezku6j,Gabe Gonzalez
Feb 5,away,GateWay (AZ),L,5-3,5,5,1,0,0,0,5.0,1,0,0,0.00,4,7,2016,2015-16,div1,Southern Nevada,collegeofsouthernnevada,gabegonzalezku6j,Gabe Gonzalez
Feb 6,away,South Mountain,L,6-3,6,6,,,,,,,,,,,,2016,2015-16,div1,Southern Nevada,collegeofsouthernnevada,gabegonzalezku6j,Gabe Gonzalez
Feb 6,away,South Mountain,W,6-3,6,6,,,,,,,,,,,,2016,2015-16,div1,Southern Nevada,collegeofsouthernnevada,gabegonzalezku6j,Gabe Gonzalez
Feb 10,home,Okanagan College,W,13-0,13,13,,,,,,,,,,,,2016,2015-16,div1,Southern Nevada,collegeofsouthernnevada,gabegonzalezku6j,Gabe Gonzalez
Feb 11,home,Okanagan College,W,13-3,13,13,,,,,,,,,,,,2016,2015-16,div1,Southern Nevada,collegeofsouthernnevada,gabegonzalezku6j,Gabe Gonzalez
Feb 12,home,Okanagan College,W,14-5,14,14,,,,,,,,,,,,2016,2015-16,div1,Southern Nevada,collegeofsouthernnevada,gabegonzalezku6j,Gabe Gonzalez
Feb 13,home,Yavapai,W,7-2,7,7,,,,,,,,,,,,2016,2015-16,div1,Southern Nevada,collegeofsouthernnevada,gabegonzalezku6j,Gabe Gonzalez
Feb 14,home,Prairie Baseball Academy,W,16-5,16,16,1,0,0,0,4.2,8,5,4,7.71,1,4,2016,2015-16,div1,Southern Nevada,collegeofsouthernnevada,gabegonzalezku6j,Gabe Gonzalez
Feb 16,home,Prairie Baseball Academy,W,13-0,13,13,,,,,,,,,,,,2016,2015-16,div1,Southern Nevada,collegeofsouthernnevada,gabegonzalezku6j,Gabe Gonzalez
Feb 17,home,Prairie Baseball Academy,W,18-10,18,18,,,,,,,,,,,,2016,2015-16,div1,Southern Nevada,collegeofsouthernnevada,gabegonzalezku6j,Gabe Gonzalez
Mar 4,home,Colorado Northwestern,W,8-4,8,8,1,0,0,0,2.1,3,4,3,11.57,4,2,2016,2015-16,div1,Southern Nevada,collegeofsouthernnevada,gabegonzalezku6j,Gabe Gonzalez
Mar 4,home,Colorado Northwestern,W,13-1,13,13,,,,,,,,,,,,2016,2015-16,div1,Southern Nevada,collegeofsouthernnevada,gabegonzalezku6j,Gabe Gonzalez
Mar 5,home,Colorado Northwestern,W,11-5,11,11,,,,,,,,,,,,2016,2015-16,div1,Southern Nevada,collegeofsouthernnevada,gabegonzalezku6j,Gabe Gonzalez
Mar 5,home,Colorado Northwestern,W,15-5,15,15,,,,,,,,,,,,2016,2015-16,div1,Southern Nevada,collegeofsouthernnevada,gabegonzalezku6j,Gabe Gonzalez
Mar 11,away,Utah State Eastern,L,11-5,11,11,1,0,0,0,4.2,2,3,3,5.79,2,8,2016,2015-16,div1,Southern Nevada,collegeofsouthernnevada,gabegonzalezku6j,Gabe Gonzalez
Mar 11,away,Utah State Eastern,W,9-1,9,9,,,,,,,,,,,,2016,2015-16,div1,Southern Nevada,collegeofsouthernnevada,gabegonzalezku6j,Gabe Gonzalez
Mar 12,away,Utah State Eastern,W,11-4,11,11,,,,,,,,,,,,2016,2015-16,div1,Southern Nevada,collegeofsouthernnevada,gabegonzalezku6j,Gabe Gonzalez
Mar 12,away,Utah State Eastern,W,16-3,16,16,,,,,,,,,,,,2016,2015-16,div1,Southern Nevada,collegeofsouthernnevada,gabegonzalezku6j,Gabe Gonzalez
Mar 18,home,Salt Lake,W,5-4,5,5,,,,,,,,,,,,2016,2015-16,div1,Southern Nevada,collegeofsouthernnevada,gabegonzalezku6j,Gabe Gonzalez
Mar 18,home,Salt Lake,W,9-2,9,9,1,1,0,0,6.1,0,0,0,0.00,4,9,2016,2015-16,div1,Southern Nevada,collegeofsouthernnevada,gabegonzalezku6j,Gabe Gonzalez
Mar 19,home,Salt Lake,L,2-1,2,2,,,,,,,,,,,,2016,2015-16,div1,Southern Nevada,collegeofsouthernnevada,gabegonzalezku6j,Gabe Gonzalez
