date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Mar 9,home,Middlesex College,,,,,3.0,win,,,,,,,,,,,,,2014,2013-14,div2,Orange County,orangecountycommunitycollege,mikeleake4m5r,Mike Leake
Mar 9,home,Middlesex College,,,,,3.0,win,,,,,,,,,,,,,2014,2013-14,div2,Orange County,orangecountycommunitycollege,mikeleake4m5r,Mike Leake
Mar 16,home,Columbia-Greene,,,,,3.0,win,,,,,,,,,,,,,2014,2013-14,div2,Orange County,orangecountycommunitycollege,mikeleake4m5r,Mike Leake
Mar 16,home,Columbia-Greene,,,,,3.0,win,,,,,,,,,,,,,2014,2013-14,div2,Orange County,orangecountycommunitycollege,mikeleake4m5r,Mike Leake
Mar 23,home,ECU Club,L,3-1,3,1,2.0,win,,,,,,,,,,,,,2014,2013-14,div2,Orange County,orangecountycommunitycollege,mikeleake4m5r,Mike Leake
Mar 23,home,ECU Club,L,4-2,4,2,2.0,win,,,,,,,,,,,,,2014,2013-14,div2,Orange County,orangecountycommunitycollege,mikeleake4m5r,Mike Leake
Mar 24,home,Craven CC,W,5-2,5,2,3.0,win,,,,,,,,,,,,,2014,2013-14,div2,Orange County,orangecountycommunitycollege,mikeleake4m5r,Mike Leake
Mar 25,home,Lenoir,L,13-3,13,3,10.0,win,,,,,,,,,,,,,2014,2013-14,div2,Orange County,orangecountycommunitycollege,mikeleake4m5r,Mike Leake
Mar 25,home,Lenoir,L,15-4,15,4,11.0,win,20140325_2k8b,1,0,1,0,1.1,9,10,10,67.50,2,,2014,2013-14,div2,Orange County,orangecountycommunitycollege,mikeleake4m5r,Mike Leake
Mar 26,home,Lenoir,L,11-7,11,7,4.0,win,,,,,,,,,,,,,2014,2013-14,div2,Orange County,orangecountycommunitycollege,mikeleake4m5r,Mike Leake
Mar 27,home,The Albemarle,L,9-8,9,8,1.0,win,,,,,,,,,,,,,2014,2013-14,div2,Orange County,orangecountycommunitycollege,mikeleake4m5r,Mike Leake
Apr 1,home,Sussex County,L,4-1,4,1,3.0,win,20140401_lwcc,1,0,1,0,5.1,5,2,1,1.69,,3,2014,2013-14,div2,Orange County,orangecountycommunitycollege,mikeleake4m5r,Mike Leake
Apr 4,home,Dutchess,L,4-3,4,3,1.0,win,,,,,,,,,,,,,2014,2013-14,div2,Orange County,orangecountycommunitycollege,mikeleake4m5r,Mike Leake
