date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Sep 23,home,Tyler,,,,,13.0,win,,,,,,,,,,,,,2020,2019-20,div3,Dallas College - Cedar Valley,cedarvalleycollege,justinperezog4m,Justin Perez
Feb 3,home,Hill,L,6-3,6,3,3.0,win,20200203_yhyi,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,div3,Dallas College - Cedar Valley,cedarvalleycollege,justinperezog4m,Justin Perez
Feb 7,home,Southwest Collegiate Prep,W,11-6,11,6,5.0,win,20200207_a2o9,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,div3,Dallas College - Cedar Valley,cedarvalleycollege,justinperezog4m,Justin Perez
Feb 8,home,Southwest Collegiate Prep,W,5-3,5,3,2.0,win,20200208_xoz0,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,div3,Dallas College - Cedar Valley,cedarvalleycollege,justinperezog4m,Justin Perez
Feb 8,home,Southwest Collegiate Prep,W,11-0,11,0,11.0,win,20200208_ya8z,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,div3,Dallas College - Cedar Valley,cedarvalleycollege,justinperezog4m,Justin Perez
Feb 12,home,SAGU,W,9-0,9,0,9.0,win,,,,,,,,,,,,,2020,2019-20,div3,Dallas College - Cedar Valley,cedarvalleycollege,justinperezog4m,Justin Perez
Feb 15,home,Cisco,L,16-3,16,3,13.0,win,20200215_vxp9,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,div3,Dallas College - Cedar Valley,cedarvalleycollege,justinperezog4m,Justin Perez
Feb 15,home,Cisco,W,11-7,11,7,4.0,win,,,,,,,,,,,,,2020,2019-20,div3,Dallas College - Cedar Valley,cedarvalleycollege,justinperezog4m,Justin Perez
Feb 17,home,LeTourneau University,L,8-6,8,6,2.0,win,20200217_ncmp,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,div3,Dallas College - Cedar Valley,cedarvalleycollege,justinperezog4m,Justin Perez
Feb 17,home,LeTourneau University,W,10-2,10,2,8.0,win,,,,,,,,,,,,,2020,2019-20,div3,Dallas College - Cedar Valley,cedarvalleycollege,justinperezog4m,Justin Perez
Feb 19,home,Dallas College - Eastfield,L,7-3,7,3,4.0,win,20200219_brtv,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,div3,Dallas College - Cedar Valley,cedarvalleycollege,justinperezog4m,Justin Perez
Feb 21,home,Dallas College - Eastfield,L,10-2,10,2,8.0,win,20200221_bx4l,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,div3,Dallas College - Cedar Valley,cedarvalleycollege,justinperezog4m,Justin Perez
Feb 22,home,Dallas College - Eastfield,L,27-11,27,11,16.0,win,20200222_a8dk,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,div3,Dallas College - Cedar Valley,cedarvalleycollege,justinperezog4m,Justin Perez
