date,location,opponent,result,score,team_score,opp_score,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 27,away,Hillsborough,L,5-3,5,5,,,,,,,,,,,,2017,2016-17,div1,Santa Fe,santafecollege,seangabelqydf,Sean Gabel
Jan 28,home,South Georgia State,W,7-4,7,7,,,,,,,,,,,,2017,2016-17,div1,Santa Fe,santafecollege,seangabelqydf,Sean Gabel
Jan 28,home,South Georgia State,W,3-0,3,3,1,1,0,0,5.0,3,0,0,0.00,1,2,2017,2016-17,div1,Santa Fe,santafecollege,seangabelqydf,Sean Gabel
Jan 29,home,Indian River State,W,10-8,10,10,,,,,,,,,,,,2017,2016-17,div1,Santa Fe,santafecollege,seangabelqydf,Sean Gabel
Feb 1,home,Hillsborough,W,3-2,3,3,,,,,,,,,,,,2017,2016-17,div1,Santa Fe,santafecollege,seangabelqydf,Sean Gabel
Feb 3,home,Abraham Baldwin,L,7-2,7,7,,,,,,,,,,,,2017,2016-17,div1,Santa Fe,santafecollege,seangabelqydf,Sean Gabel
Feb 4,home,South Florida State,W,5-4,5,5,1,0,0,0,5.1,6,4,3,5.06,2,2,2017,2016-17,div1,Santa Fe,santafecollege,seangabelqydf,Sean Gabel
Feb 4,home,South Florida State,L,4-2,4,4,,,,,,,,,,,,2017,2016-17,div1,Santa Fe,santafecollege,seangabelqydf,Sean Gabel
Feb 6,away,Tallahassee,W,3-1,3,3,,,,,,,,,,,,2017,2016-17,div1,Santa Fe,santafecollege,seangabelqydf,Sean Gabel
Feb 8,away,St. Petersburg,W,11-6,11,11,,,,,,,,,,,,2017,2016-17,div1,Santa Fe,santafecollege,seangabelqydf,Sean Gabel
Feb 10,home,Pensacola State,W,9-4,9,9,1,1,0,0,6.0,5,2,2,3.00,0,8,2017,2016-17,div1,Santa Fe,santafecollege,seangabelqydf,Sean Gabel
Feb 11,away,South Florida State,W,11-4,11,11,,,,,,,,,,,,2017,2016-17,div1,Santa Fe,santafecollege,seangabelqydf,Sean Gabel
Feb 11,away,South Florida State,W,6-3,6,6,,,,,,,,,,,,2017,2016-17,div1,Santa Fe,santafecollege,seangabelqydf,Sean Gabel
Feb 13,home,Polk State,L,17-7,17,17,,,,,,,,,,,,2017,2016-17,div1,Santa Fe,santafecollege,seangabelqydf,Sean Gabel
Feb 15,home,St. Petersburg,L,7-2,7,7,,,,,,,,,,,,2017,2016-17,div1,Santa Fe,santafecollege,seangabelqydf,Sean Gabel
Feb 17,away,Eastern Florida State,W,10-8,10,10,1,0,0,0,5.2,6,8,5,7.94,3,10,2017,2016-17,div1,Santa Fe,santafecollege,seangabelqydf,Sean Gabel
Feb 18,away,Indian River State,L,6-5,6,6,,,,,,,,,,,,2017,2016-17,div1,Santa Fe,santafecollege,seangabelqydf,Sean Gabel
Feb 18,away,Indian River State,W,4-3,4,4,,,,,,,,,,,,2017,2016-17,div1,Santa Fe,santafecollege,seangabelqydf,Sean Gabel
Feb 20,away,Polk State,W,4-2,4,4,,,,,,,,,,,,2017,2016-17,div1,Santa Fe,santafecollege,seangabelqydf,Sean Gabel
Feb 22,home,Tallahassee,,,,,,,,,,,,,,,,2017,2016-17,div1,Santa Fe,santafecollege,seangabelqydf,Sean Gabel
Feb 25,away,Abraham Baldwin,W,10-3,10,10,,,,,,,,,,,,2017,2016-17,div1,Santa Fe,santafecollege,seangabelqydf,Sean Gabel
Feb 25,away,Abraham Baldwin,W,7-2,7,7,1,1,0,0,2.0,1,0,0,0.00,0,2,2017,2016-17,div1,Santa Fe,santafecollege,seangabelqydf,Sean Gabel
Mar 1,away,Florida State Jacksonville,W,12-8,12,12,,,,,,,,,,,,2017,2016-17,div1,Santa Fe,santafecollege,seangabelqydf,Sean Gabel
Mar 3,home,Florida State Jacksonville,W,12-4,12,12,,,,,,,,,,,,2017,2016-17,div1,Santa Fe,santafecollege,seangabelqydf,Sean Gabel
Mar 4,away,Florida State Jacksonville,L,5-3,5,5,1,0,1,0,4.2,6,2,2,3.86,3,6,2017,2016-17,div1,Santa Fe,santafecollege,seangabelqydf,Sean Gabel
