date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 19,home,Adams State,L,8-7,8,7,1,win,20240219_rh0t,0,0,0,0,0.0,,,,0.00,,,2024,2023-24,div2,Williston State,willistonstatecollege,keitaroadachixj05,Keitaro Adachi
Feb 24,home,North Dakota SCS,W,5-4,5,4,1,win,20240224_t8tj,0,0,0,0,0.0,,,,0.00,,,2024,2023-24,div2,Williston State,willistonstatecollege,keitaroadachixj05,Keitaro Adachi
Feb 24,home,North Dakota SCS,W,13-2,13,2,11,win,20240224_fkzd,0,0,0,0,0.0,,,,0.00,,,2024,2023-24,div2,Williston State,willistonstatecollege,keitaroadachixj05,Keitaro Adachi
Mar 3,home,Midland University,W,9-5,9,5,4,win,20240303_w5e1,0,0,0,0,0.0,,,,0.00,,,2024,2023-24,div2,Williston State,willistonstatecollege,keitaroadachixj05,Keitaro Adachi
Mar 3,home,Midland University,W,12-5,12,5,7,win,20240303_l1f3,0,0,0,0,0.0,,,,0.00,,,2024,2023-24,div2,Williston State,willistonstatecollege,keitaroadachixj05,Keitaro Adachi
