date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Mar 1,home,Sauk Valley,W,5-2,5,2,3,win,20230301_ixgo,1,1,0,0,7.0,4,2,1,1.29,1,11,2023,2022-23,div2,Prairie State,prairiestatecollege,erickcerezolp25,Erick Cerezo
Mar 6,home,Joliet,L,11-6,11,6,5,win,20230306_flo2,1,0,0,0,4.0,6,4,3,6.75,2,3,2023,2022-23,div2,Prairie State,prairiestatecollege,erickcerezolp25,Erick Cerezo
Mar 13,home,Minnesota State,L,13-11,13,11,2,win,20230313_kl2j,1,0,1,0,3.0,9,5,5,15.00,2,4,2023,2022-23,div2,Prairie State,prairiestatecollege,erickcerezolp25,Erick Cerezo
Mar 16,home,Columbia-Greene,W,10-0,10,0,10,win,20230316_5dos,1,1,0,0,7.0,1,0,0,0.00,1,6,2023,2022-23,div2,Prairie State,prairiestatecollege,erickcerezolp25,Erick Cerezo
Mar 21,home,Harper,L,10-9,10,9,1,win,20230321_09fr,0,0,0,0,0.2,1,2,2,27.00,1,2,2023,2022-23,div2,Prairie State,prairiestatecollege,erickcerezolp25,Erick Cerezo
Mar 26,home,Triton,L,9-7,9,7,2,win,20230326_0733,1,0,0,0,5.0,6,6,1,1.80,2,5,2023,2022-23,div2,Prairie State,prairiestatecollege,erickcerezolp25,Erick Cerezo
Apr 3,home,Elgin,L,4-2,4,2,2,win,20230403_lh5t,1,0,1,0,6.0,6,4,2,3.00,2,7,2023,2022-23,div2,Prairie State,prairiestatecollege,erickcerezolp25,Erick Cerezo
Apr 10,home,Waubonsee,L,6-2,6,2,4,win,20230410_oxo3,1,0,1,0,4.2,7,6,3,5.79,3,5,2023,2022-23,div2,Prairie State,prairiestatecollege,erickcerezolp25,Erick Cerezo
Apr 14,home,Kankakee,W,5-4,5,4,1,win,20230414_46jt,1,0,0,0,3.0,2,2,1,3.00,2,3,2023,2022-23,div2,Prairie State,prairiestatecollege,erickcerezolp25,Erick Cerezo
Apr 18,home,Moraine Valley,L,5-2,5,2,3,win,20230418_h6g9,1,0,0,0,5.0,3,2,0,0.00,4,8,2023,2022-23,div2,Prairie State,prairiestatecollege,erickcerezolp25,Erick Cerezo
Apr 22,home,Lake County,L,5-4,5,4,1,win,20230422_p46b,1,0,0,0,6.1,3,4,4,5.68,8,4,2023,2022-23,div2,Prairie State,prairiestatecollege,erickcerezolp25,Erick Cerezo
Apr 25,home,Olive-Harvey,L,12-3,12,3,9,win,20230425_i4vs,1,0,0,0,1.0,0,2,1,9.00,2,1,2023,2022-23,div2,Prairie State,prairiestatecollege,erickcerezolp25,Erick Cerezo
Apr 28,home,Milwaukee Area Tech,L,8-5,8,5,3,win,20230428_5cio,1,0,1,0,2.2,5,6,6,20.25,7,3,2023,2022-23,div2,Prairie State,prairiestatecollege,erickcerezolp25,Erick Cerezo
May 3,home,South Suburban,L,12-2,12,2,10,win,20230503_903s,1,0,1,0,3.0,2,5,4,12.00,8,0,2023,2022-23,div2,Prairie State,prairiestatecollege,erickcerezolp25,Erick Cerezo
