date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 9,home,South Arkansas,W,22-6,22,6,16,win,20240209_kpfm,0,0,0,0,1.0,,,,0.00,,,2024,2023-24,div1,St. Charles,stcharlescommunitycollege,tannermueller847h,Tanner Mueller
Feb 15,home,Southwest Tennessee,L,4-2,4,2,2,win,20240215_w3q9,0,0,0,0,1.2,2,1,1,5.40,1.80,1,2024,2023-24,div1,St. Charles,stcharlescommunitycollege,tannermueller847h,Tanner Mueller
Feb 22,home,Hinds,W,6-0,6,0,6,win,20240222_r0hj,0,0,0,0,1.0,,,,0.00,1.00,1,2024,2023-24,div1,St. Charles,stcharlescommunitycollege,tannermueller847h,Tanner Mueller
Mar 1,home,Triton,W,13-4,13,4,9,win,20240301_gntr,0,0,0,0,1.1,,2,2,13.50,1.50,2,2024,2023-24,div1,St. Charles,stcharlescommunitycollege,tannermueller847h,Tanner Mueller
Mar 10,home,Mineral Area,W,4-3,4,3,1,win,20240310_3sea,0,0,0,0,1.1,,1,,0.00,1.50,2,2024,2023-24,div1,St. Charles,stcharlescommunitycollege,tannermueller847h,Tanner Mueller
Mar 21,home,Three Rivers,L,5-4,5,4,1,win,20240321_m9li,0,0,0,0,1.0,2,2,2,18.00,2.00,,2024,2023-24,div1,St. Charles,stcharlescommunitycollege,tannermueller847h,Tanner Mueller
Mar 30,home,Crowder,L,16-13,16,13,3,win,20240330_1pex,0,0,0,0,1.1,1,2,2,13.50,3.75,4,2024,2023-24,div1,St. Charles,stcharlescommunitycollege,tannermueller847h,Tanner Mueller
Apr 6,home,St. Louis,W,13-6,13,6,7,win,20240406_1u4v,0,0,0,0,1.0,,,,0.00,,,2024,2023-24,div1,St. Charles,stcharlescommunitycollege,tannermueller847h,Tanner Mueller
Apr 13,home,State Fair,W,6-4,6,4,2,win,20240413_hvwe,0,0,0,0,1.1,,,,0.00,3.00,4,2024,2023-24,div1,St. Charles,stcharlescommunitycollege,tannermueller847h,Tanner Mueller
Apr 20,home,Metropolitan,W,11-2,11,2,9,win,20240420_xhn4,0,0,0,1,3.0,1,,,0.00,1.00,2,2024,2023-24,div1,St. Charles,stcharlescommunitycollege,tannermueller847h,Tanner Mueller
Apr 23,home,East Central (MO),W,7-5,7,5,2,win,20240423_49zj,0,0,0,1,1.0,,,,0.00,,,2024,2023-24,div1,St. Charles,stcharlescommunitycollege,tannermueller847h,Tanner Mueller
Apr 29,home,Wabash Valley,L,12-5,12,5,7,win,20240429_argo,0,0,0,0,1.0,,1,1,9.00,4.00,4,2024,2023-24,div1,St. Charles,stcharlescommunitycollege,tannermueller847h,Tanner Mueller
May 4,home,State Fair,L,12-5,12,5,7,win,20240504_u4sh,0,0,0,0,2.2,2,1,1,3.38,1.88,3,2024,2023-24,div1,St. Charles,stcharlescommunitycollege,tannermueller847h,Tanner Mueller
