date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 5,home,USC Lancaster,L,19-2,19,2,17,win,20230205_653z,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div2,Southwest Virginia,southwestvirginia,jacobgillespieq02o,Jacob Gillespie
Feb 22,home,Surry,W,5-2,5,2,3,win,20230222_01bz,0,0,0,0,0.0,,,,0.00,,,2023,2022-23,div2,Southwest Virginia,southwestvirginia,jacobgillespieq02o,Jacob Gillespie
