date,location,opponent,result,score,team_score,opp_score,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 9,away,Chattahoochee Valley,L,2-0,2,2,,,,,,,,,,,,2013,2012-13,div1,John A. Logan,johnalogancollege,austindenaultmtz2,Austin Denault
Feb 9,away,Chattahoochee Valley,L,8-0,8,8,,,,,,,,,,,,2013,2012-13,div1,John A. Logan,johnalogancollege,austindenaultmtz2,Austin Denault
Feb 10,away,Chattahoochee Valley,L,7-6,7,7,0,0,0,0,1.1,1,2,2,13.50,1,1,2013,2012-13,div1,John A. Logan,johnalogancollege,austindenaultmtz2,Austin Denault
Feb 15,home,vs. Spartanburg Methodist,L,4-3,4,4,,,,,,,,,,,,2013,2012-13,div1,John A. Logan,johnalogancollege,austindenaultmtz2,Austin Denault
Feb 16,away,Southern Union State,L,5-1,5,5,,,,,,,,,,,,2013,2012-13,div1,John A. Logan,johnalogancollege,austindenaultmtz2,Austin Denault
Feb 17,away,Calhoun,W,9-6,9,9,,,,,,,,,,,,2013,2012-13,div1,John A. Logan,johnalogancollege,austindenaultmtz2,Austin Denault
Feb 23,home,Triton,W,6-1,6,6,,,,,,,,,,,,2013,2012-13,div1,John A. Logan,johnalogancollege,austindenaultmtz2,Austin Denault
Feb 24,home,Triton,W,6-2,6,6,,,,,,,,,,,,2013,2012-13,div1,John A. Logan,johnalogancollege,austindenaultmtz2,Austin Denault
Feb 24,home,Triton,W,8-3,8,8,,,,,,,,,,,,2013,2012-13,div1,John A. Logan,johnalogancollege,austindenaultmtz2,Austin Denault
Feb 26,home,MId-Continent,W,9-4,9,9,1,1,0,0,6.0,6,2,2,3.00,5,9,2013,2012-13,div1,John A. Logan,johnalogancollege,austindenaultmtz2,Austin Denault
Feb 28,home,South Suburban,L,6-5,6,6,,,,,,,,,,,,2013,2012-13,div1,John A. Logan,johnalogancollege,austindenaultmtz2,Austin Denault
Mar 2,home,DuPage,L,5-4,5,5,,,,,,,,,,,,2013,2012-13,div1,John A. Logan,johnalogancollege,austindenaultmtz2,Austin Denault
