date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 30,home,Arizona Christian JV,,,,,6.0,win,,,,,,,,,,,,,2015,2014-15,div2,Phoenix,phoenixcollege,ryanreinhart5dd9,Ryan Reinhart
Feb 3,home,Central Arizona,L,8-3,8,3,5.0,win,20150203_h9ye,0,0,1,0,0.1,2,3,3,81.00,1,,2015,2014-15,div2,Phoenix,phoenixcollege,ryanreinhart5dd9,Ryan Reinhart
Feb 5,home,Arizona State University Club Team,W,12-8,12,8,4.0,win,,,,,,,,,,,,,2015,2014-15,div2,Phoenix,phoenixcollege,ryanreinhart5dd9,Ryan Reinhart
Feb 6,home,Paradise Valley,L,5-4,5,4,1.0,win,20150206_3s4q,0,0,0,0,3.0,3,,,0.00,,3,2015,2014-15,div2,Phoenix,phoenixcollege,ryanreinhart5dd9,Ryan Reinhart
Feb 7,home,Paradise Valley,L,12-3,12,3,9.0,win,,,,,,,,,,,,,2015,2014-15,div2,Phoenix,phoenixcollege,ryanreinhart5dd9,Ryan Reinhart
Feb 9,home,Colorado Northwestern,W,10-8,10,8,2.0,win,,,,,,,,,,,,,2015,2014-15,div2,Phoenix,phoenixcollege,ryanreinhart5dd9,Ryan Reinhart
Feb 10,home,Glendale,W,8-0,8,0,8.0,win,,,,,,,,,,,,,2015,2014-15,div2,Phoenix,phoenixcollege,ryanreinhart5dd9,Ryan Reinhart
Feb 11,home,Glendale,W,3-1,3,1,2.0,win,20150211_l3rh,0,0,0,0,4.0,2,,,0.00,2,2,2015,2014-15,div2,Phoenix,phoenixcollege,ryanreinhart5dd9,Ryan Reinhart
Feb 13,home,Chandler-Gilbert,W,18-1,18,1,17.0,win,,,,,,,,,,,,,2015,2014-15,div2,Phoenix,phoenixcollege,ryanreinhart5dd9,Ryan Reinhart
Feb 14,home,Chandler-Gilbert,W,9-4,9,4,5.0,win,,,,,,,,,,,,,2015,2014-15,div2,Phoenix,phoenixcollege,ryanreinhart5dd9,Ryan Reinhart
Feb 17,home,Pima,L,2-1,2,1,1.0,win,,,,,,,,,,,,,2015,2014-15,div2,Phoenix,phoenixcollege,ryanreinhart5dd9,Ryan Reinhart
Feb 17,home,Pima,W,12-1,12,1,11.0,win,20150217_tjec,0,0,0,0,1.0,1,1,1,9.00,,1,2015,2014-15,div2,Phoenix,phoenixcollege,ryanreinhart5dd9,Ryan Reinhart
Feb 18,home,Arizona State University Club Team,W,3-2,3,2,1.0,win,,,,,,,,,,,,,2015,2014-15,div2,Phoenix,phoenixcollege,ryanreinhart5dd9,Ryan Reinhart
Feb 20,home,Scottsdale,W,10-3,10,3,7.0,win,,,,,,,,,,,,,2015,2014-15,div2,Phoenix,phoenixcollege,ryanreinhart5dd9,Ryan Reinhart
Feb 21,home,Scottsdale,L,8-4,8,4,4.0,win,,,,,,,,,,,,,2015,2014-15,div2,Phoenix,phoenixcollege,ryanreinhart5dd9,Ryan Reinhart
Feb 24,home,Mesa,L,5-1,5,1,4.0,win,,,,,,,,,,,,,2015,2014-15,div2,Phoenix,phoenixcollege,ryanreinhart5dd9,Ryan Reinhart
Feb 25,home,Mesa,W,10-6,10,6,4.0,win,20150225_d0vn,0,1,0,0,3.2,3,3,3,7.36,3,2,2015,2014-15,div2,Phoenix,phoenixcollege,ryanreinhart5dd9,Ryan Reinhart
Feb 27,home,GateWay (AZ),W,2-1,2,1,1.0,win,,,,,,,,,,,,,2015,2014-15,div2,Phoenix,phoenixcollege,ryanreinhart5dd9,Ryan Reinhart
Feb 28,home,GateWay (AZ),L,8-7,8,7,1.0,win,,,,,,,,,,,,,2015,2014-15,div2,Phoenix,phoenixcollege,ryanreinhart5dd9,Ryan Reinhart
Mar 2,home,Arizona Christian JV,,,,,1.0,win,,,,,,,,,,,,,2015,2014-15,div2,Phoenix,phoenixcollege,ryanreinhart5dd9,Ryan Reinhart
Mar 3,home,Glendale,W,2-0,2,0,2.0,win,,,,,,,,,,,,,2015,2014-15,div2,Phoenix,phoenixcollege,ryanreinhart5dd9,Ryan Reinhart
